COMID,CAT_PPT_JAN1954,CAT_PPT_FEB1954,CAT_PPT_MAR1954,CAT_PPT_APR1954,CAT_PPT_MAY1954,CAT_PPT_JUN1954,CAT_PPT_JUL1954,CAT_PPT_AUG1954,CAT_PPT_SEP1954,CAT_PPT_OCT1954,CAT_PPT_NOV1954,CAT_PPT_DEC1954,filename
3917176,222.4,83.95,69.6,52.4,3.71,46.37,0.66,31.52,8.16,17.18,66.84,94.05,PPT1954_CAT_CONUS.zip
3917178,199.39,88.81,63.23,50.04,5.19,44.98,0.49,32.04,8.37,17.1,64.36,92.82,PPT1954_CAT_CONUS.zip
3917194,193.43,114.42,79.79,57.93,5.76,50.15,1.11,44.09,7.21,17.95,104.35,117.39,PPT1954_CAT_CONUS.zip
3917198,155.17,33.45,25.19,23.41,2.17,44.85,0.73,15.88,7.83,12.96,32.62,39.76,PPT1954_CAT_CONUS.zip
3917200,133.33,31.95,21.91,20.46,1.99,43.29,0.69,16.19,6.57,12.32,34.04,37.43,PPT1954_CAT_CONUS.zip
3917222,155.68,35.79,28.03,25.44,2.25,44.3,0.64,17.92,7.72,12.68,35.78,41.99,PPT1954_CAT_CONUS.zip
3917230,133.75,23.54,16.09,14.88,1.94,43.71,0.88,10.41,5.76,12.68,18.19,29.24,PPT1954_CAT_CONUS.zip
3917244,124.32,29.38,18.99,15.74,1.95,43.42,0.87,11.38,5.93,12.63,25.38,31.45,PPT1954_CAT_CONUS.zip
3917266,127.08,30.2,20.67,19.3,1.99,43.31,0.72,14.32,6.35,12.31,32.98,35.62,PPT1954_CAT_CONUS.zip
3917912,183.45,85.91,51.84,43.92,5.6,43.86,0.13,30.83,10.53,16.33,39.49,88.71,PPT1954_CAT_CONUS.zip
3917914,142.61,72.14,45.87,35.13,7.81,45.59,0.23,29.09,7.17,10.42,52.18,81.03,PPT1954_CAT_CONUS.zip
3917916,166.72,84.47,55.1,43.52,6.43,44.69,0.4,36.96,10.35,17.6,70.05,85.37,PPT1954_CAT_CONUS.zip
3917918,188.59,53.25,46.42,37.77,3.02,46.38,0.66,21.13,8.35,14.67,45.08,61.45,PPT1954_CAT_CONUS.zip
3917920,160.88,33.78,28.29,25.47,2.36,45.42,0.71,14.23,8.32,13.11,33.57,40.52,PPT1954_CAT_CONUS.zip
3917922,157.39,30.18,21.63,21.09,2.18,46.08,0.87,13.25,8.16,13.5,26.13,36.74,PPT1954_CAT_CONUS.zip
3917924,153.95,28.49,19.44,19.45,2.06,46.05,0.92,12.37,7.94,13.56,25.83,34.79,PPT1954_CAT_CONUS.zip
3917926,147.28,24.1,15.28,15.98,2.03,46.28,1.02,10.66,7.59,13.79,24.7,29.78,PPT1954_CAT_CONUS.zip
3917946,138.86,27.02,20.67,18.38,1.91,42.9,0.66,12.5,5.73,11.93,20.81,36.83,PPT1954_CAT_CONUS.zip
3917948,128.64,30.72,21.04,19.63,1.98,43.27,0.71,14.89,6.39,12.3,33.36,36.15,PPT1954_CAT_CONUS.zip
3917950,121.09,31.84,18.6,17.67,1.98,43.55,0.82,13.33,6.12,12.55,32.23,37.31,PPT1954_CAT_CONUS.zip
948010046,118.1,30.32,17.04,16.67,1.98,43.73,0.83,12.12,6.08,12.62,30.23,35.85,PPT1954_CAT_CONUS.zip
948010047,127.42,28.96,17.93,17.44,1.99,44.12,0.83,12.57,6.49,12.76,30.01,34.48,PPT1954_CAT_CONUS.zip
948010048,147.28,24.1,15.28,15.98,2.03,46.29,1.03,10.66,7.59,13.8,24.7,29.78,PPT1954_CAT_CONUS.zip
948010089,153.9,29.86,20.71,20.43,2.07,45.79,0.87,13,7.92,13.4,26.68,36.27,PPT1954_CAT_CONUS.zip
948010091,150.7,28.94,19.81,19.6,2.05,45.68,0.89,12.72,7.74,13.38,26.85,35.15,PPT1954_CAT_CONUS.zip
948010092,132.77,30.12,20.67,19.53,2,43.83,0.75,14.04,6.68,12.54,31.64,35.75,PPT1954_CAT_CONUS.zip
948010095,139.37,25.71,15.62,16.07,2.01,45.62,0.98,10.97,7.18,13.5,26.03,31.35,PPT1954_CAT_CONUS.zip
948010096,128.3,30.18,20.6,19.31,1.99,43.44,0.73,14.21,6.42,12.37,32.6,35.65,PPT1954_CAT_CONUS.zip
