COMID,CAT_RUN_JAN1987,CAT_RUN_FEB1987,CAT_RUN_MAR1987,CAT_RUN_APR1987,CAT_RUN_MAY1987,CAT_RUN_JUN1987,CAT_RUN_JUL1987,CAT_RUN_AUG1987,CAT_RUN_SEP1987,CAT_RUN_OCT1987,CAT_RUN_NOV1987,CAT_RUN_DEC1987,filename
3917070,43.17,64.78,52.26,25.49,15.52,8.76,7.09,2.02,0.92,0.49,2.17,3.86,RUN1987_CAT_CONUS.zip
3917072,43.59,63.18,50.18,24.44,14.81,8.52,6.77,1.92,0.88,0.48,2.17,4.26,RUN1987_CAT_CONUS.zip
3917082,35.51,57.24,47.75,23.12,14.56,10.58,7.42,1.63,0.87,0.44,1.67,4.43,RUN1987_CAT_CONUS.zip
3917084,38.33,60.14,50.42,24.6,15.24,9.43,7.2,1.87,0.9,0.47,1.76,10.17,RUN1987_CAT_CONUS.zip
3917106,32.2,49.92,43.49,21.05,13.21,9.57,6.72,1.49,0.8,0.42,1.59,4.44,RUN1987_CAT_CONUS.zip
3917114,25.63,45.97,43.1,20.87,12.75,7.23,5.46,1.59,0.77,0.43,1.79,8.39,RUN1987_CAT_CONUS.zip
3917130,24.66,38.03,38.09,18.55,11.33,6.94,5.14,1.35,0.68,0.43,1.58,5.1,RUN1987_CAT_CONUS.zip
3917136,30.32,41.42,38.76,18.7,11.61,8.62,6.05,1.37,0.73,0.37,1.46,7.37,RUN1987_CAT_CONUS.zip
3917138,27.07,28.75,31.74,15.34,9.25,6.47,4.75,1.23,0.61,0.32,1.32,11.83,RUN1987_CAT_CONUS.zip
3917154,36.62,56.55,47.5,23.09,14.03,8.03,6.27,1.79,0.83,0.46,2.02,6,RUN1987_CAT_CONUS.zip
3917156,22.58,43.03,40.84,19.62,11.87,6.79,4.94,1.46,0.72,0.4,1.92,3.24,RUN1987_CAT_CONUS.zip
3917158,1.61,1.02,1.3,0.16,1.15,0.72,1.11,0.11,0.1,0.12,1.04,2.95,RUN1987_CAT_CONUS.zip
3917160,1.76,1.42,1.33,0.25,1.38,0.79,1.2,0.11,0.1,0.14,1.06,2.97,RUN1987_CAT_CONUS.zip
3917162,15.67,32.16,37.31,17.98,10.73,6.53,4.45,1.24,0.66,0.44,1.68,2.42,RUN1987_CAT_CONUS.zip
3917164,11.33,33.58,29.4,13.89,8.79,4.59,3.37,1,0.53,0.31,1.52,2.9,RUN1987_CAT_CONUS.zip
3917172,24.77,46.19,38.39,18.46,11.4,6.3,4.84,1.4,0.68,0.38,1.8,3.44,RUN1987_CAT_CONUS.zip
3917176,8.09,39.16,45.78,21.92,12.4,6.53,4.21,1.47,0.78,0.58,2,3.16,RUN1987_CAT_CONUS.zip
3917178,9.61,37.04,44.47,21.28,12.25,6.85,4.38,1.44,0.77,0.54,1.97,2.75,RUN1987_CAT_CONUS.zip
3917194,27.74,53.43,66.92,32.35,17.98,10.56,6.79,2.12,1.13,0.92,2.13,6.85,RUN1987_CAT_CONUS.zip
3917198,1.6,1,1.29,0.14,1.04,0.67,1.02,0.11,0.09,0.14,1,2.93,RUN1987_CAT_CONUS.zip
3917200,1.45,0.94,1.26,0.12,0.83,0.62,0.91,0.12,0.09,0.15,0.92,2.7,RUN1987_CAT_CONUS.zip
3917230,1.36,0.83,0.78,0.07,0.77,0.61,0.64,0.1,0.09,0.18,0.71,2.5,RUN1987_CAT_CONUS.zip
3917244,1.36,0.93,0.88,0.08,0.79,0.62,0.68,0.1,0.1,0.18,0.75,2.52,RUN1987_CAT_CONUS.zip
3917912,15.81,35.52,37.53,17.94,10.82,6.25,4.37,1.31,0.67,0.39,1.86,2.94,RUN1987_CAT_CONUS.zip
3917914,23.55,28.19,33.69,15.9,9.88,7.01,5.25,1.13,0.61,0.31,1.21,14.97,RUN1987_CAT_CONUS.zip
3917916,24.56,37.17,42.15,20.45,11.92,7.61,5.26,1.47,0.75,0.5,1.61,7.26,RUN1987_CAT_CONUS.zip
3917918,4.37,17.52,19.12,8.9,5.7,3.06,2.37,0.66,0.37,0.29,1.42,3.24,RUN1987_CAT_CONUS.zip
3917920,1.61,1.01,1.29,0.15,1.14,0.71,1.09,0.11,0.1,0.12,1.03,2.95,RUN1987_CAT_CONUS.zip
3917946,1.49,1.06,0.78,0.1,0.71,0.54,0.73,0.1,0.08,0.17,0.89,2.74,RUN1987_CAT_CONUS.zip
3917948,1.41,0.91,1.22,0.12,0.81,0.62,0.88,0.12,0.09,0.15,0.9,2.64,RUN1987_CAT_CONUS.zip
3917950,1.35,0.84,1.15,0.1,0.8,0.63,0.76,0.11,0.09,0.17,0.83,2.58,RUN1987_CAT_CONUS.zip
