COMID,CAT_TAV_JAN2015,CAT_TAV_FEB2015,CAT_TAV_MAR2015,CAT_TAV_APR2015,CAT_TAV_MAY2015,CAT_TAV_JUN2015,CAT_TAV_JUL2015,CAT_TAV_AUG2015,CAT_TAV_SEP2015,CAT_TAV_OCT2015,CAT_TAV_NOV2015,CAT_TAV_DEC2015,filename
3917070,4.4,4.49,6,5.23,9.67,17.49,19.19,19.22,15.16,12.42,1.3,-1.07,TAV2015_CAT_CONUS.zip
3917072,4.47,4.6,6.16,5.38,9.84,17.67,19.39,19.41,15.33,12.58,1.38,-1.01,TAV2015_CAT_CONUS.zip
3917082,3.78,3.75,5.05,4.3,8.63,16.37,18.03,18.18,14.29,11.59,0.84,-1.67,TAV2015_CAT_CONUS.zip
3917084,4.12,4.1,5.57,4.69,9.13,16.87,18.54,18.59,14.68,11.98,1.13,-1.31,TAV2015_CAT_CONUS.zip
3917106,4.09,4.23,5.65,4.84,9.18,16.9,18.57,18.69,14.75,12.02,1.25,-1.35,TAV2015_CAT_CONUS.zip
3917114,4.75,5.25,7.01,6.12,10.63,18.33,19.92,19.85,15.84,13.01,2.16,-0.41,TAV2015_CAT_CONUS.zip
3917130,4.82,5.28,7.09,6.06,10.52,18.23,19.85,19.79,15.75,12.97,2.14,-0.59,TAV2015_CAT_CONUS.zip
3917136,4.52,4.87,6.41,5.53,9.83,17.51,19.27,19.41,15.42,12.65,1.81,-0.89,TAV2015_CAT_CONUS.zip
3917138,5.3,5.97,7.8,6.75,11.06,18.69,20.53,20.63,16.53,13.71,2.76,-0.09,TAV2015_CAT_CONUS.zip
3917154,4.57,4.84,6.48,5.65,10.13,17.91,19.58,19.57,15.51,12.73,1.67,-0.78,TAV2015_CAT_CONUS.zip
3917156,4.93,5.66,7.47,6.68,11.18,18.91,20.51,20.45,16.33,13.43,2.45,-0.14,TAV2015_CAT_CONUS.zip
3917158,5.07,7.04,9.3,9.08,13.89,21.33,22.8,22.14,17.62,14.47,4.43,2.22,TAV2015_CAT_CONUS.zip
3917160,5.28,7.18,9.35,8.95,13.64,21.14,22.55,22.04,17.57,14.56,4.33,1.91,TAV2015_CAT_CONUS.zip
3917162,5,5.75,7.63,6.7,11.17,18.85,20.41,20.31,16.23,13.37,2.59,-0.21,TAV2015_CAT_CONUS.zip
3917164,5.3,6.63,8.71,8.04,12.66,20.32,21.9,21.7,17.35,14.39,3.47,1.06,TAV2015_CAT_CONUS.zip
3917172,4.94,5.74,7.59,6.87,11.42,19.14,20.78,20.67,16.45,13.59,2.56,0.13,TAV2015_CAT_CONUS.zip
3917176,5,6.05,7.93,7.32,11.9,19.53,20.96,20.66,16.46,13.61,3.05,0.48,TAV2015_CAT_CONUS.zip
3917178,4.97,5.94,7.8,7.08,11.6,19.25,20.73,20.54,16.43,13.51,2.85,0.16,TAV2015_CAT_CONUS.zip
3917194,4.55,4.74,6.37,5.37,9.83,17.58,19.38,19.35,15.36,12.55,1.59,-0.95,TAV2015_CAT_CONUS.zip
3917198,4.88,6.97,9.3,9.13,13.98,21.43,22.96,22.28,17.71,14.45,4.42,2.34,TAV2015_CAT_CONUS.zip
3917200,4.48,6.77,9.26,9.16,14.12,21.54,23.27,22.55,17.79,14.29,4.29,2.5,TAV2015_CAT_CONUS.zip
3917230,4.26,6.8,9.34,9.36,14.45,21.91,23.83,23,18.1,14.42,4.28,2.7,TAV2015_CAT_CONUS.zip
3917244,4.23,6.83,9.33,9.35,14.42,21.85,23.84,23.03,18.11,14.41,4.27,2.69,TAV2015_CAT_CONUS.zip
3917912,5.04,5.93,7.81,7.02,11.53,19.21,20.76,20.66,16.55,13.61,2.76,0.06,TAV2015_CAT_CONUS.zip
3917914,5.23,5.91,7.69,6.65,10.99,18.61,20.54,20.64,16.58,13.67,2.74,-0.17,TAV2015_CAT_CONUS.zip
3917916,4.98,5.5,7.27,6.25,10.61,18.29,20.01,20.03,15.97,13.18,2.32,-0.48,TAV2015_CAT_CONUS.zip
3917918,5.09,6.67,8.77,8.35,13.06,20.58,22.03,21.53,17.16,14.16,3.87,1.47,TAV2015_CAT_CONUS.zip
3917920,5.05,7.03,9.3,9.08,13.9,21.34,22.82,22.15,17.63,14.47,4.43,2.23,TAV2015_CAT_CONUS.zip
3917946,4.45,7.17,9.65,9.7,14.78,22.26,23.8,23.13,18.31,14.57,4.45,2.72,TAV2015_CAT_CONUS.zip
3917948,4.4,6.73,9.26,9.17,14.16,21.56,23.36,22.63,17.82,14.28,4.27,2.53,TAV2015_CAT_CONUS.zip
3917950,4.26,6.78,9.32,9.28,14.31,21.72,23.63,22.87,18,14.36,4.28,2.62,TAV2015_CAT_CONUS.zip
