COMID,CAT_PPT_JAN1948,CAT_PPT_FEB1948,CAT_PPT_MAR1948,CAT_PPT_APR1948,CAT_PPT_MAY1948,CAT_PPT_JUN1948,CAT_PPT_JUL1948,CAT_PPT_AUG1948,CAT_PPT_SEP1948,CAT_PPT_OCT1948,CAT_PPT_NOV1948,CAT_PPT_DEC1948,filename
3917070,165.16,68.75,75.19,84.06,79.24,56.04,19.95,36.37,84.66,26.77,81.39,129.9,PPT1948_CAT_CONUS.zip
3917072,158.32,68.15,71.18,77.07,78.66,55.98,19.6,34.76,82.83,26.97,78.25,125.33,PPT1948_CAT_CONUS.zip
3917082,146.4,63.16,67.73,89.09,72.75,71.7,14.34,28.48,111.9,16.97,73.45,132.57,PPT1948_CAT_CONUS.zip
3917084,154.74,64.29,72.49,93.82,72.75,67.3,17.53,30.9,102.16,20.42,77.1,136.34,PPT1948_CAT_CONUS.zip
3917106,140.24,58.28,64.27,87.71,68.69,70.74,14.12,28.12,102.6,17.62,69.36,128.36,PPT1948_CAT_CONUS.zip
3917114,145.78,58.6,69.05,78.07,65.72,58.44,18.76,32.91,78.13,22.47,74.09,122.49,PPT1948_CAT_CONUS.zip
3917130,134.28,50.16,62.24,88.62,60.19,66.56,18.34,31.24,78.22,22.48,67.22,122.43,PPT1948_CAT_CONUS.zip
3917136,131.79,52.26,60.09,86.84,64.73,68.8,10.63,24.57,91.77,16.34,61.49,122.34,PPT1948_CAT_CONUS.zip
3917138,122.25,43.33,54.87,86.02,57.89,64.95,8.62,22.22,70.81,17.21,52.63,115.48,PPT1948_CAT_CONUS.zip
3917154,153.56,64.42,70.46,77.84,73.59,57.08,19.28,34.01,81.28,25.16,76.68,124.52,PPT1948_CAT_CONUS.zip
3917156,143.9,57.1,66.73,65.2,65.82,52.64,18.01,34.47,66.65,24.08,72.67,113.28,PPT1948_CAT_CONUS.zip
3917158,100.68,23,38.84,55.86,34.71,36.71,8.57,27.17,30.67,18.28,39.35,94.49,PPT1948_CAT_CONUS.zip
3917160,118.08,24.96,45.52,52.54,42.13,38.57,8.61,29.96,36.27,20.53,42.17,98.6,PPT1948_CAT_CONUS.zip
3917162,130.19,49.1,63.62,82.39,56.81,61.51,18.18,32.14,66.38,22.82,68.19,112.65,PPT1948_CAT_CONUS.zip
3917164,145.1,33,64.78,56.78,54.76,44.59,10.36,32.48,48.42,21.29,60.35,113.04,PPT1948_CAT_CONUS.zip
3917172,150.51,48.63,68.25,66.1,64.99,49.84,14.63,33.46,63.52,23.84,68.66,118.08,PPT1948_CAT_CONUS.zip
3917176,138.86,44.67,80.33,108.53,51.7,51.78,15.86,29.84,48.44,26.53,69.58,104.61,PPT1948_CAT_CONUS.zip
3917178,137.5,51.59,76.16,88.78,56.18,53.07,17.64,32.44,55.27,23.96,74.98,106.91,PPT1948_CAT_CONUS.zip
3917194,140.61,54.33,94.66,147.35,60.8,66.54,14.94,23.68,70.78,20.75,75.02,116.29,PPT1948_CAT_CONUS.zip
3917198,97.43,21.54,36.81,55.29,33.14,36.66,8.26,25.09,29.09,17.56,37.26,90.92,PPT1948_CAT_CONUS.zip
3917200,89.85,19.07,33.48,57.83,28.93,36.32,7.28,22.23,25.22,16.37,33.29,81.22,PPT1948_CAT_CONUS.zip
3917230,87.43,15.45,20.75,43.11,25.55,35.49,5.44,21.64,21.31,15.59,27.98,73.23,PPT1948_CAT_CONUS.zip
3917244,87.64,14.71,22.47,48.19,25.96,35.47,6.08,22.24,21.69,15.58,31.22,73.64,PPT1948_CAT_CONUS.zip
3917912,136.99,55.34,65.15,63.45,61.56,52.18,18.22,34.21,62.13,23.43,71.35,108.2,PPT1948_CAT_CONUS.zip
3917914,116.44,39.55,58.43,93.29,56.54,63.03,8.65,17.86,74,13.74,47.74,108.11,PPT1948_CAT_CONUS.zip
3917916,130.04,47.89,65.83,102.19,58.46,66.98,13.9,26.42,71.97,20.66,64.64,118.23,PPT1948_CAT_CONUS.zip
3917918,118.92,31.34,58.05,75.9,42.8,43.38,11.41,28.28,38.81,21.98,52.51,99.08,PPT1948_CAT_CONUS.zip
3917920,100.03,22.79,38.45,55.38,34.57,36.69,8.5,26.81,30.53,18.23,39.08,94.3,PPT1948_CAT_CONUS.zip
3917946,96.36,22.78,24.51,44.43,25.76,34.44,5.63,30.83,20.37,15.28,33.99,76.34,PPT1948_CAT_CONUS.zip
3917948,86.84,18.35,32.12,57.11,27.98,36.17,6.89,21.18,24.41,16.25,32.26,79.56,PPT1948_CAT_CONUS.zip
3917950,83.73,16.28,26.62,53.36,27.99,36.14,6.58,19.5,24.02,16.15,29.27,76.86,PPT1948_CAT_CONUS.zip
