COMID,CAT_TAV_JAN1945,CAT_TAV_FEB1945,CAT_TAV_MAR1945,CAT_TAV_APR1945,CAT_TAV_MAY1945,CAT_TAV_JUN1945,CAT_TAV_JUL1945,CAT_TAV_AUG1945,CAT_TAV_SEP1945,CAT_TAV_OCT1945,CAT_TAV_NOV1945,CAT_TAV_DEC1945,filename
3917070,1.27,4.05,-0.53,3.44,8.78,11.9,19.3,17.84,14.89,10.2,0.41,-1.5,TAV1945_CAT_CONUS.zip
3917072,1.31,4.05,-0.34,3.68,9.05,12.13,19.48,18,14.95,10.32,0.61,-1.37,TAV1945_CAT_CONUS.zip
3917082,1,3.92,-0.98,2.53,8.26,11.66,19.21,17.5,14.84,9.81,0.03,-1.89,TAV1945_CAT_CONUS.zip
3917084,1.06,3.97,-1.25,2.55,7.96,11.24,18.86,17.33,14.8,9.71,-0.25,-2.06,TAV1945_CAT_CONUS.zip
3917106,1.07,3.98,-0.85,2.7,8.42,11.79,19.33,17.62,14.98,9.92,0.16,-1.75,TAV1945_CAT_CONUS.zip
3917114,1.21,3.96,-0.58,3.49,8.62,11.81,19.17,17.75,14.92,10.08,0.41,-1.53,TAV1945_CAT_CONUS.zip
3917130,1.3,4.14,-0.66,3.3,8.67,11.86,19.38,17.81,15.19,10.15,0.34,-1.52,TAV1945_CAT_CONUS.zip
3917136,1.08,4.04,-0.72,2.73,8.52,11.95,19.52,17.73,15.18,10.02,0.28,-1.61,TAV1945_CAT_CONUS.zip
3917138,1.17,4.18,-0.66,2.88,8.63,12.02,19.66,17.86,15.46,10.17,0.36,-1.47,TAV1945_CAT_CONUS.zip
3917154,1.27,4.01,-0.45,3.58,8.86,11.98,19.34,17.89,14.93,10.21,0.51,-1.44,TAV1945_CAT_CONUS.zip
3917156,1.3,3.94,0.14,4.25,9.37,12.53,19.64,18.2,15.01,10.46,1.12,-0.98,TAV1945_CAT_CONUS.zip
3917158,1.21,4.07,3.13,7.4,11.43,15.14,20.95,19.47,15.55,11.48,3.96,1.43,TAV1945_CAT_CONUS.zip
3917160,1.23,3.95,2.66,6.95,11.01,14.64,20.61,19.16,15.47,11.3,3.57,1.12,TAV1945_CAT_CONUS.zip
3917162,1.33,4.08,-0.15,3.87,9.15,12.35,19.66,18.11,15.19,10.38,0.86,-1.14,TAV1945_CAT_CONUS.zip
3917164,1.16,3.77,1.61,5.83,10.26,13.77,20.14,18.62,15.21,10.91,2.56,0.22,TAV1945_CAT_CONUS.zip
3917172,1.23,3.88,0.68,4.83,9.68,12.99,19.83,18.31,15.1,10.63,1.64,-0.53,TAV1945_CAT_CONUS.zip
3917176,1.29,3.85,1.02,5.34,9.89,13.33,20.04,18.4,15.19,10.72,2.1,-0.18,TAV1945_CAT_CONUS.zip
3917178,1.28,3.91,0.46,4.65,9.58,12.86,19.83,18.33,15.06,10.57,1.51,-0.68,TAV1945_CAT_CONUS.zip
3917194,1.11,4.25,-0.51,3.14,8.72,12.13,19.71,17.75,15.07,10.19,0.55,-1.34,TAV1945_CAT_CONUS.zip
3917198,1.5,4.34,3.36,7.68,11.81,15.47,21.37,19.85,15.91,11.78,4.17,1.68,TAV1945_CAT_CONUS.zip
3917200,1.9,4.66,3.76,8.09,12.44,16.04,22.03,20.4,16.42,12.24,4.49,2.05,TAV1945_CAT_CONUS.zip
3917230,2.33,5.18,4.41,8.61,13.34,16.85,23.02,21.49,17.14,12.88,4.93,2.57,TAV1945_CAT_CONUS.zip
3917244,2.29,5.08,4.33,8.57,13.21,16.76,22.88,21.28,17.02,12.79,4.89,2.47,TAV1945_CAT_CONUS.zip
3917912,1.32,3.93,0.2,4.34,9.42,12.6,19.68,18.25,15.03,10.49,1.2,-0.93,TAV1945_CAT_CONUS.zip
3917914,1.15,3.9,0.08,3.6,8.94,12.54,19.84,17.97,15.45,10.28,0.98,-1.04,TAV1945_CAT_CONUS.zip
3917916,1.22,4.19,-0.61,3.11,8.74,12.03,19.62,17.9,15.32,10.2,0.42,-1.44,TAV1945_CAT_CONUS.zip
3917918,1.26,3.91,2.14,6.46,10.7,14.3,20.52,18.94,15.4,11.14,3.1,0.68,TAV1945_CAT_CONUS.zip
3917920,1.23,4.1,3.15,7.43,11.47,15.17,20.99,19.52,15.58,11.51,3.98,1.46,TAV1945_CAT_CONUS.zip
3917946,2.53,5.26,4.62,8.81,13.65,17.11,23.28,21.72,17.36,13.06,5.04,2.77,TAV1945_CAT_CONUS.zip
3917948,1.95,4.73,3.87,8.17,12.57,16.15,22.14,20.53,16.5,12.33,4.57,2.13,TAV1945_CAT_CONUS.zip
3917950,2.11,4.88,4.09,8.37,12.87,16.44,22.5,20.85,16.74,12.55,4.73,2.29,TAV1945_CAT_CONUS.zip
