COMID,CAT_PPT_JAN1976,CAT_PPT_FEB1976,CAT_PPT_MAR1976,CAT_PPT_APR1976,CAT_PPT_MAY1976,CAT_PPT_JUN1976,CAT_PPT_JUL1976,CAT_PPT_AUG1976,CAT_PPT_SEP1976,CAT_PPT_OCT1976,CAT_PPT_NOV1976,CAT_PPT_DEC1976,filename
3917070,50.92,132.31,32.47,37.59,13.31,14.35,29.85,101.9,21.45,13.44,37.6,14.12,PPT1976_CAT_CONUS.zip
3917072,47.87,126.74,29.6,34.77,13.14,12.89,28.85,95.68,20.27,13.15,35.83,12.89,PPT1976_CAT_CONUS.zip
3917082,40.83,118.24,24.7,40.96,6.42,36.94,41.41,104.94,16.66,30.12,33.55,9.67,PPT1976_CAT_CONUS.zip
3917084,45.3,124.28,29.25,42.14,6.64,25.98,35.38,105.2,21.54,20.96,37.72,11.08,PPT1976_CAT_CONUS.zip
3917106,38.55,111.29,24.68,39.12,7.37,33.06,38.02,100.98,17.33,26.44,30.52,11.2,PPT1976_CAT_CONUS.zip
3917114,42.08,116.53,26.9,34.21,8.51,14.37,25.58,92.45,20.55,12.98,32.36,10.21,PPT1976_CAT_CONUS.zip
3917130,38.58,103.6,29.17,37.97,10.11,16.31,26.86,91.89,22.63,13.7,26.96,16.08,PPT1976_CAT_CONUS.zip
3917136,33.1,100.44,22.5,36.26,7.13,31.96,34.8,97.12,15.97,23.03,28.05,11.8,PPT1976_CAT_CONUS.zip
3917138,28.23,87.09,22.25,32.57,8.03,23.13,26.55,90.1,17.25,13.15,25.07,14.08,PPT1976_CAT_CONUS.zip
3917154,45.66,122.87,28.62,34.72,11.25,13.57,27.64,94.64,20.46,13.12,34.59,11.84,PPT1976_CAT_CONUS.zip
3917156,41.67,115.16,25.57,28.22,11.61,11.07,22.86,86.92,17.96,11.58,28.49,10.29,PPT1976_CAT_CONUS.zip
3917158,23.25,64.11,14.6,29.57,9,10.37,10.13,56.34,15.69,9.34,14.45,5.43,PPT1976_CAT_CONUS.zip
3917160,23.31,66.36,16.9,27.49,9.36,10.76,11.47,65.58,17.84,10.13,14.33,5.78,PPT1976_CAT_CONUS.zip
3917162,36.07,99.97,27.62,35.57,10.7,13.77,23.03,85.09,19.95,12.66,25.16,15.9,PPT1976_CAT_CONUS.zip
3917164,43.37,109.2,28.96,25.76,10.35,11.1,15.87,89.75,17.45,10.49,26.08,7.06,PPT1976_CAT_CONUS.zip
3917172,45.66,117.25,29.58,29.94,11.55,11.85,21.6,93.29,18.56,11.55,30.79,9.73,PPT1976_CAT_CONUS.zip
3917176,33.84,93.29,34.31,53.53,8.68,12.1,15.34,84.58,16.82,11.27,32.62,16.54,PPT1976_CAT_CONUS.zip
3917178,36.46,102.59,29.88,41.83,9.22,11.86,18.21,82.56,16.93,12.14,32.08,15.42,PPT1976_CAT_CONUS.zip
3917194,34.62,97.57,40.06,61.62,4.46,22.82,24.07,93.05,18.76,18.41,44.44,27.05,PPT1976_CAT_CONUS.zip
3917198,21.58,61.1,13.58,29.25,8.8,10.33,9.43,53.91,15.12,9.14,14.05,5.36,PPT1976_CAT_CONUS.zip
3917200,18.79,55.02,11.36,31.29,7.96,10.13,7.97,51.85,13.29,8.66,12.52,5.36,PPT1976_CAT_CONUS.zip
3917230,15.41,52.34,6.65,13.65,9.02,10.63,6.98,41.74,11.61,9.42,8.62,3.38,PPT1976_CAT_CONUS.zip
3917244,15.36,49.93,7.18,19.77,8.6,10.5,7.28,43.11,11.65,9.34,9.44,3.84,PPT1976_CAT_CONUS.zip
3917912,38.36,109.15,23.68,27.38,11.06,10.48,21.2,82.68,17.16,11.16,26.29,10.04,PPT1976_CAT_CONUS.zip
3917914,23.33,86.02,20.57,33.76,3.47,28.98,29.83,91.54,15.36,19.05,21.63,12.79,PPT1976_CAT_CONUS.zip
3917916,32.92,94.08,29.45,43.26,8.85,20.42,25.91,90.42,19.63,14.31,29.77,19.46,PPT1976_CAT_CONUS.zip
3917918,29.07,78.15,23.96,38.86,8.92,10.96,12.44,71.87,16.11,9.99,22.97,9.81,PPT1976_CAT_CONUS.zip
3917920,23.06,63.65,14.35,29.16,9.01,10.42,10.07,55.74,15.67,9.39,14.35,5.37,PPT1976_CAT_CONUS.zip
3917946,15.92,57.85,9.35,13.85,9.54,10.22,7.99,45.85,12.43,8.43,9.04,3.76,PPT1976_CAT_CONUS.zip
3917948,18.19,53.1,10.27,30.53,7.89,10.3,7.72,50.34,12.98,8.84,11.88,5.19,PPT1976_CAT_CONUS.zip
3917950,16.11,48.51,8.48,25.78,8.36,10.56,7.52,43.02,12.39,9.3,10.69,4.66,PPT1976_CAT_CONUS.zip
