COMID,CAT_PPT_JAN1979,CAT_PPT_FEB1979,CAT_PPT_MAR1979,CAT_PPT_APR1979,CAT_PPT_MAY1979,CAT_PPT_JUN1979,CAT_PPT_JUL1979,CAT_PPT_AUG1979,CAT_PPT_SEP1979,CAT_PPT_OCT1979,CAT_PPT_NOV1979,CAT_PPT_DEC1979,filename
3917070,81.48,145.67,42.42,68.02,68.08,13.27,3.61,48.58,16.63,162.41,174.15,81.79,PPT1979_CAT_CONUS.zip
3917072,79.52,142.87,40.87,66.16,65.92,13.09,2.86,46.92,16.53,161,169.68,79.18,PPT1979_CAT_CONUS.zip
3917082,80.62,132.92,43.15,63,79.24,13.93,3.9,49.04,23.51,148.87,153.36,73.04,PPT1979_CAT_CONUS.zip
3917084,76.71,133.58,44.71,65.57,76.49,13.94,4.43,49.64,16.58,149.93,155.78,77.11,PPT1979_CAT_CONUS.zip
3917106,77.67,127.01,43.49,58.77,77.16,13.28,3.84,45.95,21.26,144.34,144.94,70.83,PPT1979_CAT_CONUS.zip
3917114,75.02,123.68,39.6,62.56,65.23,11.96,3.62,42.14,12.77,141.16,145.28,75.29,PPT1979_CAT_CONUS.zip
3917130,72.32,119.94,46.25,54.93,71,12.37,3.68,39.76,12.02,139.05,131.9,70.92,PPT1979_CAT_CONUS.zip
3917136,73.79,117.33,44.73,50.74,74.37,12.08,4.07,42.64,20.06,134.39,134.31,67.51,PPT1979_CAT_CONUS.zip
3917138,66.13,103.62,46.68,41.26,69.54,10.68,4.46,37.42,14.15,121.87,118.65,64.4,PPT1979_CAT_CONUS.zip
3917154,77.7,135.35,40.48,64.79,65.83,12.68,3.19,45.15,15,153.18,160.1,77.71,PPT1979_CAT_CONUS.zip
3917156,78.06,125.12,35.77,60.94,58.99,10.38,2.57,38.38,14.74,142.88,149.59,75.03,PPT1979_CAT_CONUS.zip
3917158,61.16,56.75,37.74,29.32,51.07,4.31,1.98,21.23,11.66,111.58,79.15,52.32,PPT1979_CAT_CONUS.zip
3917160,66.93,61.17,31.09,31.37,51.77,5.03,2.03,23.96,12.22,114.72,86.83,61.71,PPT1979_CAT_CONUS.zip
3917162,77.97,118.65,46.18,54.67,63.9,10.45,2.98,35.02,12.7,133.96,131.01,72.5,PPT1979_CAT_CONUS.zip
3917164,73.68,105.29,33.44,44.81,57.76,6.35,2.34,31.34,13.01,125.2,139.45,76.19,PPT1979_CAT_CONUS.zip
3917172,76.37,122.53,36.55,54.32,61.23,9.26,2.57,38.09,14.49,140.46,152.83,77.56,PPT1979_CAT_CONUS.zip
3917176,94.93,126.5,67.4,51.38,57.85,6.52,2.22,29.21,12.54,118.68,131.45,88.55,PPT1979_CAT_CONUS.zip
3917178,91.2,125.2,54.53,56.89,56.37,7.95,2.42,32.03,13.35,127.79,140.86,83.23,PPT1979_CAT_CONUS.zip
3917194,108.57,149.66,84,49.6,67.53,9.52,3.73,37.55,14.86,125.06,160.21,91.29,PPT1979_CAT_CONUS.zip
3917198,58.34,53.81,34.63,27.5,50.03,4.1,1.93,20.21,11.69,110.4,74.88,50.12,PPT1979_CAT_CONUS.zip
3917200,48.82,49.67,35.07,23.99,48.04,3.67,1.88,17.79,11.67,105.43,67.3,44.84,PPT1979_CAT_CONUS.zip
3917230,42.94,41.03,15.08,17.59,46.54,2.8,1.92,16.04,11.91,106.25,63.85,38.09,PPT1979_CAT_CONUS.zip
3917244,43,41.23,22.93,18.51,46.91,3.12,1.93,15.18,11.86,106.45,62.4,37.9,PPT1979_CAT_CONUS.zip
3917912,78.27,119.41,35.28,59.84,56.43,9.7,2.46,35.61,14.2,137.42,140.98,73.14,PPT1979_CAT_CONUS.zip
3917914,67.25,107.86,47.66,36.23,65.38,10.45,3.85,37.43,18.71,122.28,112.99,60.16,PPT1979_CAT_CONUS.zip
3917916,79.07,120.48,58.56,48.68,70.07,10.9,3.96,37.36,13.41,128.91,131.19,74.55,PPT1979_CAT_CONUS.zip
3917918,75.03,87.13,47.77,37.87,53.89,5.12,2,24.89,12,114.37,103.25,68.61,PPT1979_CAT_CONUS.zip
3917920,61.02,56.25,37.15,29.07,51,4.28,1.98,21.13,11.69,111.72,78.51,52,PPT1979_CAT_CONUS.zip
3917946,45.74,49.27,16.04,21.13,46.14,2.57,1.75,20.93,11.82,101.2,72.02,44.76,PPT1979_CAT_CONUS.zip
3917948,46.95,48.19,34.87,23.03,47.79,3.57,1.91,17.28,11.8,105.14,64.98,43.24,PPT1979_CAT_CONUS.zip
3917950,43.83,45.05,30.93,20.37,47.37,3.41,1.98,16,11.98,106.25,60.91,39.66,PPT1979_CAT_CONUS.zip
