COMID,CAT_RUN_JAN1984,CAT_RUN_FEB1984,CAT_RUN_MAR1984,CAT_RUN_APR1984,CAT_RUN_MAY1984,CAT_RUN_JUN1984,CAT_RUN_JUL1984,CAT_RUN_AUG1984,CAT_RUN_SEP1984,CAT_RUN_OCT1984,CAT_RUN_NOV1984,CAT_RUN_DEC1984,filename
3917070,68.09,122.49,97.92,67.37,37.01,19.62,9.13,7.76,2.68,5.13,64.32,30.61,RUN1984_CAT_CONUS.zip
3917072,70.53,121.88,91.11,57.7,29.11,15.68,7.17,6.85,2.19,4.85,67.97,32.57,RUN1984_CAT_CONUS.zip
3917082,56.79,117.99,123.97,81.19,40.33,22.36,10.28,8.12,2.75,4.7,42.35,19.02,RUN1984_CAT_CONUS.zip
3917084,56.84,118.66,123.41,88.2,43.98,23.88,11.19,8.56,2.99,4.97,52.95,24.4,RUN1984_CAT_CONUS.zip
3917100,26.74,23.07,12.54,6.54,3.23,1.89,0.89,1.31,0.43,3.37,4.5,4.71,RUN1984_CAT_CONUS.zip
3917106,58.98,108.2,106.68,68.57,34.06,19.01,8.73,7.12,2.39,4.43,40.61,19.02,RUN1984_CAT_CONUS.zip
3917114,61.67,91.87,85.39,59.8,29.76,16.26,7.61,6.53,2.13,4.55,50.9,28.15,RUN1984_CAT_CONUS.zip
3917130,63.81,87.25,72.05,47.75,23.81,13.19,6.19,5.51,1.77,4.08,40.57,21.88,RUN1984_CAT_CONUS.zip
3917136,61.44,98.55,87.5,53.31,26.45,15.08,6.86,5.8,1.96,4.06,41.2,19.44,RUN1984_CAT_CONUS.zip
3917138,65.4,82.92,56.46,32.04,15.92,9.39,4.28,3.98,1.37,3.61,44.13,21.55,RUN1984_CAT_CONUS.zip
3917154,66.87,110.31,89.52,59.17,29.71,16.09,7.43,6.76,2.18,4.74,61.25,30.78,RUN1984_CAT_CONUS.zip
3917156,68.23,84.12,61.86,37.31,18.63,10.38,4.68,5.02,1.5,4.36,52.2,30.8,RUN1984_CAT_CONUS.zip
3917158,26.78,27.94,16.22,8.42,4.2,2.26,1.11,1.53,0.52,3.24,4.38,5.87,RUN1984_CAT_CONUS.zip
3917160,35.45,33.3,23.2,11.77,5.97,3.33,1.51,1.79,0.64,3.5,7.72,10.9,RUN1984_CAT_CONUS.zip
3917162,66.63,72.66,54.4,32.38,16.04,9.13,4.24,4.41,1.3,3.89,34.81,22.1,RUN1984_CAT_CONUS.zip
3917164,54.21,57.85,44.04,23.6,11.77,6.61,2.95,2.85,1.03,3.96,48.37,32.7,RUN1984_CAT_CONUS.zip
3917172,61.26,85.72,65.04,39.07,19.8,10.8,4.92,4.67,1.56,4.35,57.34,33.01,RUN1984_CAT_CONUS.zip
