COMID,CAT_TAV_JAN1985,CAT_TAV_FEB1985,CAT_TAV_MAR1985,CAT_TAV_APR1985,CAT_TAV_MAY1985,CAT_TAV_JUN1985,CAT_TAV_JUL1985,CAT_TAV_AUG1985,CAT_TAV_SEP1985,CAT_TAV_OCT1985,CAT_TAV_NOV1985,CAT_TAV_DEC1985,filename
3917070,0.02,2.56,-0.16,6.03,9.42,14.31,20.16,15.94,12.96,7.35,-1.98,-1.13,TAV1985_CAT_CONUS.zip
3917072,0.08,2.59,0.07,6.31,9.62,14.52,20.33,16.14,13.04,7.49,-1.74,-1.02,TAV1985_CAT_CONUS.zip
3917082,-0.09,2.74,-0.66,5.32,9.14,13.99,20.01,15.65,12.84,6.97,-2.63,-1.45,TAV1985_CAT_CONUS.zip
3917084,-0.18,2.58,-0.95,5.07,8.79,13.62,19.7,15.32,12.75,6.83,-2.84,-1.61,TAV1985_CAT_CONUS.zip
3917106,-0.01,2.8,-0.49,5.52,9.28,14.13,20.15,15.8,12.97,7.11,-2.47,-1.34,TAV1985_CAT_CONUS.zip
3917114,-0.02,2.51,-0.12,6.04,9.31,14.24,20.04,15.86,12.96,7.26,-2.08,-1.18,TAV1985_CAT_CONUS.zip
3917130,0.08,2.74,-0.19,5.9,9.4,14.26,20.28,15.96,13.2,7.34,-2.1,-1.16,TAV1985_CAT_CONUS.zip
3917136,0.12,2.99,-0.37,5.69,9.43,14.29,20.34,15.98,13.13,7.25,-2.41,-1.22,TAV1985_CAT_CONUS.zip
3917138,0.28,3.15,-0.27,5.86,9.52,14.38,20.48,16.12,13.38,7.42,-2.32,-1.12,TAV1985_CAT_CONUS.zip
3917154,0.03,2.55,-0.02,6.18,9.48,14.39,20.2,16.01,13,7.38,-1.89,-1.09,TAV1985_CAT_CONUS.zip
3917156,0.15,2.53,0.69,6.99,9.96,14.97,20.53,16.49,13.11,7.71,-1.33,-0.73,TAV1985_CAT_CONUS.zip
3917158,0.33,2.3,3.71,10.66,11.91,17.57,21.74,18.48,12.92,8.96,0.81,0.8,TAV1985_CAT_CONUS.zip
3917160,0.3,2.3,3.19,10.05,11.49,17.07,21.5,18.13,12.91,8.8,0.44,0.63,TAV1985_CAT_CONUS.zip
3917162,0.2,2.73,0.41,6.59,9.83,14.76,20.57,16.39,13.3,7.63,-1.6,-0.85,TAV1985_CAT_CONUS.zip
3917164,0.17,2.34,2.16,8.85,10.86,16.19,21.04,17.37,12.84,8.32,-0.26,0.07,TAV1985_CAT_CONUS.zip
3917172,0.13,2.46,1.18,7.66,10.27,15.4,20.71,16.79,12.94,7.93,-0.94,-0.43,TAV1985_CAT_CONUS.zip
3917176,0.18,2.56,1.66,8.14,10.55,15.76,20.88,17.06,13.1,8.1,-0.61,-0.2,TAV1985_CAT_CONUS.zip
3917178,0.22,2.59,1.09,7.42,10.22,15.29,20.71,16.75,13.17,7.87,-1.08,-0.52,TAV1985_CAT_CONUS.zip
3917194,0.31,3.13,-0.16,5.93,9.63,14.42,20.6,16.12,13.16,7.46,-2.25,-1.04,TAV1985_CAT_CONUS.zip
3917198,0.52,2.52,3.89,10.85,12.14,17.82,22.08,18.83,13.27,9.22,1.07,0.98,TAV1985_CAT_CONUS.zip
3917200,0.79,2.79,4.21,11.17,12.54,18.26,22.6,19.4,13.73,9.59,1.43,1.2,TAV1985_CAT_CONUS.zip
3917212,0.18,2.42,2.15,8.69,10.81,16.15,20.96,17.32,13.04,8.23,-0.26,0.04,TAV1985_CAT_CONUS.zip
3917214,0.56,2.59,3.55,10.38,11.9,17.49,21.93,18.57,13.36,9.11,0.92,0.87,TAV1985_CAT_CONUS.zip
3917218,0.6,2.62,3.84,10.75,12.14,17.78,22.13,18.83,13.37,9.27,1.12,1.01,TAV1985_CAT_CONUS.zip
3917220,0.67,2.7,3.88,10.78,12.2,17.84,22.23,18.92,13.48,9.35,1.2,1.07,TAV1985_CAT_CONUS.zip
3917228,0.67,2.7,3.88,10.78,12.2,17.84,22.23,18.92,13.48,9.35,1.2,1.07,TAV1985_CAT_CONUS.zip
3917230,1.07,3.13,4.65,11.66,13.07,18.91,23.33,20.21,14.3,10.03,1.81,1.41,TAV1985_CAT_CONUS.zip
3917244,1.06,3.09,4.62,11.6,13.02,18.84,23.22,20.11,14.22,9.97,1.77,1.39,TAV1985_CAT_CONUS.zip
3917250,0.12,2.41,1.86,8.3,10.59,15.87,20.76,17.07,13.06,8.05,-0.49,-0.13,TAV1985_CAT_CONUS.zip
3917256,0.67,2.7,3.88,10.78,12.2,17.84,22.23,18.92,13.48,9.35,1.2,1.07,TAV1985_CAT_CONUS.zip
3917268,0.67,2.7,3.88,10.78,12.2,17.84,22.23,18.92,13.48,9.35,1.2,1.07,TAV1985_CAT_CONUS.zip
3917272,0.2,2.36,2.29,8.82,10.86,16.22,20.96,17.37,13.05,8.27,-0.15,0.12,TAV1985_CAT_CONUS.zip
3917274,0.65,2.65,3.86,10.74,12.16,17.82,22.16,18.87,13.45,9.29,1.17,1.05,TAV1985_CAT_CONUS.zip
3917276,-0.09,2.21,2.11,8.66,10.71,16.04,20.47,16.91,12.66,7.89,-0.33,-0.02,TAV1985_CAT_CONUS.zip
3917278,0.24,2.36,2.82,9.49,11.26,16.73,21.18,17.72,13,8.5,0.28,0.42,TAV1985_CAT_CONUS.zip
3917280,0.65,2.66,3.86,10.75,12.17,17.82,22.18,18.88,13.45,9.31,1.18,1.06,TAV1985_CAT_CONUS.zip
3917282,0.31,2.38,3.15,9.89,11.53,17.09,21.36,18.01,13.06,8.64,0.55,0.61,TAV1985_CAT_CONUS.zip
3917284,0.6,2.48,3.8,10.64,12.05,17.75,21.94,18.73,13.35,9.12,1.1,1.01,TAV1985_CAT_CONUS.zip
3917286,0.6,2.48,3.8,10.64,12.05,17.75,21.95,18.73,13.35,9.12,1.1,1.01,TAV1985_CAT_CONUS.zip
3917912,0.18,2.54,0.8,7.08,10.03,15.05,20.58,16.56,13.17,7.75,-1.26,-0.68,TAV1985_CAT_CONUS.zip
3917914,0.33,3.08,0.42,6.79,9.95,15.03,20.85,16.62,13.25,7.6,-1.87,-0.65,TAV1985_CAT_CONUS.zip
3917916,0.24,3.02,-0.16,5.94,9.55,14.4,20.48,16.13,13.35,7.44,-2.16,-1.1,TAV1985_CAT_CONUS.zip
