COMID,CAT_RUN_JAN1999,CAT_RUN_FEB1999,CAT_RUN_MAR1999,CAT_RUN_APR1999,CAT_RUN_MAY1999,CAT_RUN_JUN1999,CAT_RUN_JUL1999,CAT_RUN_AUG1999,CAT_RUN_SEP1999,CAT_RUN_OCT1999,CAT_RUN_NOV1999,CAT_RUN_DEC1999,filename
3917070,30.37,51.66,52.4,57.74,84.43,52.81,26.37,15.77,6.64,5.6,3.55,3.95,RUN1999_CAT_CONUS.zip
3917072,32.14,53.92,54.76,60.17,87.51,43.49,21.71,13.45,5.48,5.01,3.24,1.36,RUN1999_CAT_CONUS.zip
3917082,24.96,45.55,43.78,54.24,79.5,45.31,22.6,14.01,5.7,5.11,4.06,4.59,RUN1999_CAT_CONUS.zip
3917084,25.67,45.64,43.81,51.35,75.31,57.94,28.91,17.12,7.27,5.93,6.14,12.72,RUN1999_CAT_CONUS.zip
3917100,53.1,70.57,34.63,17.51,8.96,4.39,2.14,2.78,0.53,2.48,2.13,0.86,RUN1999_CAT_CONUS.zip
3917106,26.18,46.8,45.5,56.06,75.68,41.17,20.52,12.98,5.17,4.81,3.67,3.15,RUN1999_CAT_CONUS.zip
3917114,33.04,55.06,54.58,62.04,58.49,43.1,21.49,13.23,5.41,4.98,4.82,9.7,RUN1999_CAT_CONUS.zip
3917130,28.48,52.05,51.71,59.2,79.1,46.08,22.97,14.1,5.78,5.15,4.22,5.2,RUN1999_CAT_CONUS.zip
3917136,29.35,46.59,45.95,58.02,53.95,26.91,13.38,9.49,3.38,3.77,2.71,0.8,RUN1999_CAT_CONUS.zip
3917138,33.06,47.3,47.67,61.59,31.12,15.53,7.68,6.7,1.94,2.92,2.2,0.58,RUN1999_CAT_CONUS.zip
3917154,32.37,54.21,54.49,60.7,76.1,43.77,21.84,13.47,5.5,5.02,3.91,4.87,RUN1999_CAT_CONUS.zip
3917156,37.88,61.6,62.33,69.04,57.45,28.49,14.19,9.51,3.58,4.06,2.83,1.06,RUN1999_CAT_CONUS.zip
3917158,53.97,77.32,37.88,19.26,9.84,4.8,2.34,2.91,0.58,2.47,2.29,0.83,RUN1999_CAT_CONUS.zip
3917160,61.67,85.46,47.3,24.03,12.27,5.95,2.92,3.31,0.72,2.62,2.52,0.83,RUN1999_CAT_CONUS.zip
3917162,32.99,57.91,58.7,67.66,66.88,33.28,16.56,10.79,4.17,4.35,3.11,1.01,RUN1999_CAT_CONUS.zip
3917164,54.67,81.92,65.66,48.15,24.43,11.94,5.93,5.11,1.48,3.04,2.7,0.8,RUN1999_CAT_CONUS.zip
3917172,44.46,69.27,61.26,53.77,51.62,26.27,13.09,8.91,3.3,3.93,2.94,1.2,RUN1999_CAT_CONUS.zip
3917176,49.67,75.45,63.01,54.58,30.55,15.06,7.48,6.11,1.89,3.24,2.61,0.87,RUN1999_CAT_CONUS.zip
3917178,41.76,67.44,64.24,68.03,44.18,21.86,10.86,7.77,2.74,3.66,2.81,0.92,RUN1999_CAT_CONUS.zip
3917194,34.61,56.15,56.43,68.22,60.29,29.95,14.88,10.08,3.75,4.07,3.16,0.91,RUN1999_CAT_CONUS.zip
3917198,50.81,71.26,34.93,17.66,9.03,4.43,2.15,2.76,0.53,2.42,2.08,0.83,RUN1999_CAT_CONUS.zip
3917200,44.98,60.15,29.52,14.81,7.57,3.73,1.81,2.35,0.45,2.32,1.64,0.83,RUN1999_CAT_CONUS.zip
