COMID,CAT_TAV_JAN1995,CAT_TAV_FEB1995,CAT_TAV_MAR1995,CAT_TAV_APR1995,CAT_TAV_MAY1995,CAT_TAV_JUN1995,CAT_TAV_JUL1995,CAT_TAV_AUG1995,CAT_TAV_SEP1995,CAT_TAV_OCT1995,CAT_TAV_NOV1995,CAT_TAV_DEC1995,filename
3917070,2.29,6.71,1.93,3.5,10.15,11.96,17.96,16.22,17.71,8.95,4.98,1.58,TAV1995_CAT_CONUS.zip
3917072,2.38,6.75,2.13,3.72,10.33,12.17,18.11,16.4,17.81,9.09,5.16,1.72,TAV1995_CAT_CONUS.zip
3917082,2.15,6.31,1.39,2.79,9.84,11.59,17.81,15.92,17.53,8.53,4.31,1.13,TAV1995_CAT_CONUS.zip
3917084,2.03,6.35,1.18,2.65,9.56,11.27,17.57,15.64,17.46,8.39,4.21,0.99,TAV1995_CAT_CONUS.zip
3917100,3.15,6.54,5.05,7.39,12.41,15.22,19.56,19.07,17.32,10.68,7.85,3.73,TAV1995_CAT_CONUS.zip
3917106,2.28,6.45,1.55,2.94,9.95,11.73,17.94,16.06,17.61,8.65,4.49,1.31,TAV1995_CAT_CONUS.zip
3917114,2.29,6.58,1.85,3.45,9.99,11.83,17.87,16.14,17.56,8.81,4.89,1.62,TAV1995_CAT_CONUS.zip
3917130,2.46,6.81,1.88,3.32,10.06,11.88,18.06,16.22,17.68,8.88,4.87,1.73,TAV1995_CAT_CONUS.zip
3917136,2.43,6.53,1.64,3.01,10.06,11.88,18.11,16.21,17.75,8.75,4.64,1.39,TAV1995_CAT_CONUS.zip
3917138,2.63,6.72,1.75,3.1,10.12,11.99,18.27,16.33,17.93,8.88,4.85,1.53,TAV1995_CAT_CONUS.zip
3917154,2.34,6.68,2,3.59,10.18,12.02,18,16.28,17.7,8.96,5.03,1.66,TAV1995_CAT_CONUS.zip
3917156,2.53,6.76,2.54,4.21,10.54,12.51,18.26,16.72,17.68,9.26,5.53,2.16,TAV1995_CAT_CONUS.zip
3917158,2.88,6.41,4.76,7.1,12.09,14.8,19.12,18.61,16.87,10.36,7.6,3.57,TAV1995_CAT_CONUS.zip
3917160,2.79,6.48,4.38,6.58,11.78,14.38,18.9,18.26,16.97,10.23,7.28,3.36,TAV1995_CAT_CONUS.zip
3917162,2.63,6.9,2.34,3.86,10.4,12.32,18.3,16.6,17.71,9.16,5.31,2.15,TAV1995_CAT_CONUS.zip
3917164,2.64,6.64,3.65,5.61,11.26,13.58,18.53,17.55,17.14,9.82,6.6,2.88,TAV1995_CAT_CONUS.zip
3917172,2.54,6.71,2.94,4.72,10.82,12.91,18.33,17.01,17.45,9.49,5.93,2.36,TAV1995_CAT_CONUS.zip
3917176,2.7,6.78,3.27,5.07,10.95,13.19,18.41,17.23,17.34,9.63,6.22,2.81,TAV1995_CAT_CONUS.zip
3917178,2.68,6.82,2.82,4.52,10.7,12.77,18.39,16.95,17.54,9.4,5.79,2.5,TAV1995_CAT_CONUS.zip
3917194,2.56,6.91,1.91,3.31,10.17,12.08,18.35,16.38,17.46,8.92,4.94,1.75,TAV1995_CAT_CONUS.zip
3917198,3.13,6.56,4.96,7.34,12.34,15.12,19.48,18.95,17.27,10.63,7.8,3.7,TAV1995_CAT_CONUS.zip
3917200,3.47,6.75,5.29,7.77,12.74,15.65,20.04,19.47,17.79,10.97,8.09,3.89,TAV1995_CAT_CONUS.zip
3917222,3.09,6.58,4.85,7.2,12.24,14.97,19.36,18.79,17.21,10.56,7.71,3.65,TAV1995_CAT_CONUS.zip
3917230,3.85,6.89,5.72,8.3,13.23,16.27,20.76,20.2,18.46,11.31,8.39,4.13,TAV1995_CAT_CONUS.zip
3917244,3.82,6.87,5.68,8.27,13.17,16.21,20.68,20.09,18.34,11.26,8.37,4.1,TAV1995_CAT_CONUS.zip
3917266,3.53,6.76,5.39,7.91,12.85,15.8,20.19,19.63,17.89,11.04,8.17,3.94,TAV1995_CAT_CONUS.zip
3917912,2.6,6.79,2.6,4.27,10.57,12.56,18.3,16.78,17.69,9.3,5.59,2.28,TAV1995_CAT_CONUS.zip
