COMID,CAT_PPT_JAN1971,CAT_PPT_FEB1971,CAT_PPT_MAR1971,CAT_PPT_APR1971,CAT_PPT_MAY1971,CAT_PPT_JUN1971,CAT_PPT_JUL1971,CAT_PPT_AUG1971,CAT_PPT_SEP1971,CAT_PPT_OCT1971,CAT_PPT_NOV1971,CAT_PPT_DEC1971,filename
3917070,93.71,40.97,118.54,67.74,113.89,42.62,10.79,5.26,39.12,47.65,149.4,103,PPT1971_CAT_CONUS.zip
3917072,89.64,38.78,113.54,65.28,112.46,41,10.3,5.22,35.66,45.5,141.55,98.3,PPT1971_CAT_CONUS.zip
3917082,83.45,37.88,106.43,66.52,159.56,54.2,2.86,3.46,35.43,53.24,140.23,91.53,PPT1971_CAT_CONUS.zip
3917084,88,41.28,111.06,68.32,140.21,49.6,6.38,4.38,37.47,53.64,146.2,97.41,PPT1971_CAT_CONUS.zip
3917100,67.51,12.92,60.47,23.07,61.06,22.29,4.07,4.09,17.22,35.02,58.88,62.87,PPT1971_CAT_CONUS.zip
3917106,81.02,35.26,104.4,62.07,149.79,50.39,3.73,3.64,31.85,51.11,132.33,88.04,PPT1971_CAT_CONUS.zip
3917114,84.51,34.48,106.03,58.59,110.33,39.3,8.1,4.69,31.23,50.39,132.67,93.77,PPT1971_CAT_CONUS.zip
3917130,82.25,30.62,105.75,54.35,118.03,39.36,8.18,4.8,26.82,49.19,123.45,87.94,PPT1971_CAT_CONUS.zip
3917136,75.16,33.41,100.04,56.46,139.81,46.74,3.57,3.53,26.2,45.9,119.42,81.11,PPT1971_CAT_CONUS.zip
3917138,69.55,30.91,96.04,48.53,115.17,38.33,5.76,3.93,18.74,39.68,103.68,74.01,PPT1971_CAT_CONUS.zip
3917154,87.71,37.22,110.68,62.79,111.94,40.45,9.43,5.01,34.02,47.53,138.32,96.63,PPT1971_CAT_CONUS.zip
3917156,83.8,30.61,105.13,54.13,97.62,34.84,8.56,4.71,29.25,46.35,124.6,92.41,PPT1971_CAT_CONUS.zip
3917158,66.19,14.3,69.01,28.04,60.26,21.13,4.29,3.98,18.97,35.08,63.78,69.14,PPT1971_CAT_CONUS.zip
3917160,74.27,17.38,69.16,29.37,64.71,23.31,4.43,4.11,21.34,35.12,66.91,80.6,PPT1971_CAT_CONUS.zip
3917162,81.94,26.39,105.11,49.23,105.6,34.87,7.43,4.71,23.07,47.76,117.31,87.62,PPT1971_CAT_CONUS.zip
3917164,86.05,26.51,104.04,44.9,75.51,27.85,8.4,4.32,31.56,39.36,94.36,95.02,PPT1971_CAT_CONUS.zip
3917172,87.53,32.08,110.1,54.45,91.97,33.67,9.3,4.69,33,42.45,115.98,96.47,PPT1971_CAT_CONUS.zip
3917176,93.86,24.2,122.94,50.47,85.36,28.35,5.85,4.28,19.1,40.71,108.66,101.74,PPT1971_CAT_CONUS.zip
3917178,89.11,26.1,113.96,49.11,90.51,30.8,6.29,4.66,22.07,45.51,117.33,96.67,PPT1971_CAT_CONUS.zip
