COMID,CAT_PPT_JAN1945,CAT_PPT_FEB1945,CAT_PPT_MAR1945,CAT_PPT_APR1945,CAT_PPT_MAY1945,CAT_PPT_JUN1945,CAT_PPT_JUL1945,CAT_PPT_AUG1945,CAT_PPT_SEP1945,CAT_PPT_OCT1945,CAT_PPT_NOV1945,CAT_PPT_DEC1945,filename
3917070,41.42,143.38,69.17,34.24,141.76,8.82,5.03,8.65,2.57,94.63,137.18,189.82,PPT1945_CAT_CONUS.zip
3917072,39.59,144.74,64.5,34.54,135.79,8.92,4.9,7.66,2.64,95.43,131.82,191.28,PPT1945_CAT_CONUS.zip
3917082,44.8,138.04,74.97,28.76,188.64,9.82,18.63,7.82,2.36,98.52,133.2,176.68,PPT1945_CAT_CONUS.zip
3917084,44.44,135.39,78.68,26.68,170.95,9.63,13.08,9.15,2.83,95.13,134.12,173.85,PPT1945_CAT_CONUS.zip
3917100,31.55,76.1,22.49,11.83,125.75,3.2,1.64,1.38,0.53,75.43,64.11,94.19,PPT1945_CAT_CONUS.zip
3917106,43.32,131.17,66.94,27.63,182.03,9.75,16.07,7.47,2.11,99.27,124.13,166.41,PPT1945_CAT_CONUS.zip
3917114,38.78,126.58,59.73,25.82,144.42,8.27,6.62,7.72,2.49,87.72,118.1,163.24,PPT1945_CAT_CONUS.zip
3917130,40.76,120.96,55.35,25.43,155.5,8.4,6.02,7.08,1.95,99.69,111.35,150.89,PPT1945_CAT_CONUS.zip
3917136,41.3,120.65,55.14,25.84,178.07,10.9,15.51,7.49,1.79,101.36,111.22,151.65,PPT1945_CAT_CONUS.zip
3917138,38.35,103.85,39.28,22.49,162.15,12.21,10.45,7.79,1.5,102.04,92.4,128.42,PPT1945_CAT_CONUS.zip
3917154,39.37,137.56,62.98,31.02,139.55,8.68,5.63,7.73,2.59,92.43,126.62,180.18,PPT1945_CAT_CONUS.zip
3917156,35.92,129.21,47.93,29.55,131.38,7.42,4.1,6.01,1.96,85.58,113.07,169.94,PPT1945_CAT_CONUS.zip
3917158,30.17,83.86,24.67,14.78,120.1,3.41,1.89,1.45,0.51,86.37,66.49,104.77,PPT1945_CAT_CONUS.zip
3917160,30.22,96.21,27.04,15.88,120.38,3.88,2.02,1.57,0.63,82.1,70.5,120.4,PPT1945_CAT_CONUS.zip
3917162,38.79,121.2,45.46,26.97,147.25,7.65,4.73,5.95,1.53,98.28,109.01,152.12,PPT1945_CAT_CONUS.zip
3917164,36.36,119.92,40.31,26.46,126.74,5.63,2.94,2.76,0.8,77.04,99.61,169.8,PPT1945_CAT_CONUS.zip
3917172,37.7,130.52,50.76,30.29,131.37,7.09,3.8,5.03,1.61,84.83,114.65,178.88,PPT1945_CAT_CONUS.zip
3917176,41.2,140.77,50.46,33.1,148.49,8.62,3.93,4.52,0.89,111.85,133.9,188.08,PPT1945_CAT_CONUS.zip
3917178,39.86,132.61,46.21,30.94,141.09,7.52,4.56,5.4,1.34,101.44,124.57,172.53,PPT1945_CAT_CONUS.zip
3917194,51.78,158.68,55.72,38.35,173.81,10.26,10.99,8.04,1.08,148.1,150.59,189.89,PPT1945_CAT_CONUS.zip
3917198,29.21,82.11,22.98,13.36,119.76,3.52,1.82,1.4,0.43,85.79,62.64,104,PPT1945_CAT_CONUS.zip
3917200,26.47,80.83,20.1,12.34,118.37,3.78,1.77,1.34,0.3,82.67,54.9,100.94,PPT1945_CAT_CONUS.zip
3917222,29.11,86.27,24.48,15.23,120.04,3.83,1.99,1.67,0.46,88.71,65.45,110.75,PPT1945_CAT_CONUS.zip
3917230,24.58,58.98,15.89,7.36,115.45,3.01,1.14,0.29,0.05,76.48,46.41,80.34,PPT1945_CAT_CONUS.zip
3917244,24.82,66.96,17.7,7.99,116.62,3.23,1.23,0.5,0.11,76.5,45.67,86.5,PPT1945_CAT_CONUS.zip
3917266,25.86,78.89,18.8,11.56,117.91,3.67,1.68,1.18,0.27,79.44,52.15,96.54,PPT1945_CAT_CONUS.zip
3917912,34.57,124.01,42.6,27.98,130.76,7.05,3.95,5.75,1.83,84.53,107.98,160.61,PPT1945_CAT_CONUS.zip
3917914,34.74,116.52,38.93,23.01,162.65,6.32,14.64,6.33,1.53,113.2,90.97,139,PPT1945_CAT_CONUS.zip
3917916,43.09,120.76,49.3,27.34,164.08,10.76,8.5,7.41,1.47,112.91,114.17,150.36,PPT1945_CAT_CONUS.zip
3917918,34.51,109.41,35.24,23.36,131.77,5.6,2.71,2.73,0.66,95.13,95.76,143.49,PPT1945_CAT_CONUS.zip
3917920,30.12,83.35,24.4,14.5,120.07,3.38,1.86,1.42,0.5,85.97,66.01,104.14,PPT1945_CAT_CONUS.zip
3917922,29.9,76.8,21.3,11.14,120.85,3.14,1.6,1.1,0.41,79.94,60.69,95.79,PPT1945_CAT_CONUS.zip
3917924,29.4,74.56,19.04,9.89,119.51,3.09,1.47,0.84,0.3,81.21,57.22,93.21,PPT1945_CAT_CONUS.zip
3917926,29.19,69.35,13.82,7.69,118.73,3.07,1.21,0.32,0.11,84.17,50.73,86.85,PPT1945_CAT_CONUS.zip
3917946,25.46,58.74,24.69,9.5,109.23,2.88,1.4,0.54,0.06,70.4,46.23,83.88,PPT1945_CAT_CONUS.zip
3917948,26,79.49,19.16,11.8,118.02,3.7,1.7,1.22,0.27,80.39,52.89,97.86,PPT1945_CAT_CONUS.zip
3917950,25.32,74.99,16.46,9.6,117.72,3.6,1.42,0.8,0.18,79.85,49.42,92.69,PPT1945_CAT_CONUS.zip
948010046,25.22,72.28,15.24,8.77,117.76,3.36,1.37,0.67,0.15,79.63,46.48,89.73,PPT1945_CAT_CONUS.zip
