COMID,CAT_TAV_JAN1986,CAT_TAV_FEB1986,CAT_TAV_MAR1986,CAT_TAV_APR1986,CAT_TAV_MAY1986,CAT_TAV_JUN1986,CAT_TAV_JUL1986,CAT_TAV_AUG1986,CAT_TAV_SEP1986,CAT_TAV_OCT1986,CAT_TAV_NOV1986,CAT_TAV_DEC1986,filename
3917070,3.46,6.7,4.93,4.92,9.83,15.82,16.88,19.9,12.82,8.97,2.4,-0.3,TAV1986_CAT_CONUS.zip
3917072,3.56,6.74,5.11,5.15,10.02,16.05,17.09,20.06,12.91,9.12,2.58,-0.21,TAV1986_CAT_CONUS.zip
3917082,3.25,7.01,4.49,4.27,9.57,15.52,16.8,19.66,12.63,8.52,2.05,-0.66,TAV1986_CAT_CONUS.zip
3917084,3.12,6.97,4.21,4.05,9.26,15.11,16.4,19.39,12.54,8.36,1.8,-0.75,TAV1986_CAT_CONUS.zip
3917100,4.65,5.36,8.43,8.73,12.48,19.3,19.25,22.24,13.16,11.09,5.39,1.61,TAV1986_CAT_CONUS.zip
3917106,3.39,7.06,4.62,4.42,9.69,15.65,16.95,19.78,12.73,8.65,2.19,-0.56,TAV1986_CAT_CONUS.zip
3917114,3.49,6.8,4.86,4.79,9.73,15.71,16.79,19.81,12.72,8.85,2.35,-0.33,TAV1986_CAT_CONUS.zip
3917130,3.6,7.07,4.82,4.71,9.8,15.75,17.02,19.91,12.8,8.9,2.4,-0.36,TAV1986_CAT_CONUS.zip
3917136,3.55,7.14,4.75,4.49,9.81,15.81,17.15,19.92,12.92,8.73,2.33,-0.46,TAV1986_CAT_CONUS.zip
3917138,3.76,7.26,4.82,4.55,9.9,15.88,17.3,20.02,13.15,8.84,2.45,-0.35,TAV1986_CAT_CONUS.zip
3917154,3.52,6.76,4.99,4.99,9.89,15.89,16.95,19.94,12.83,9,2.47,-0.26,TAV1986_CAT_CONUS.zip
3917156,3.82,6.61,5.57,5.59,10.31,16.46,17.34,20.32,12.91,9.37,2.95,0.06,TAV1986_CAT_CONUS.zip
3917158,4.45,5.3,8.19,8.39,12.12,18.96,18.78,21.82,12.71,10.78,5.09,1.4,TAV1986_CAT_CONUS.zip
3917160,4.35,5.38,7.8,7.95,11.79,18.49,18.43,21.58,12.72,10.6,4.82,1.28,TAV1986_CAT_CONUS.zip
3917162,3.86,6.92,5.31,5.24,10.18,16.24,17.37,20.25,12.92,9.24,2.8,-0.07,TAV1986_CAT_CONUS.zip
3917164,4.08,5.8,6.91,7.01,11.15,17.65,17.87,20.97,12.67,10.09,4.09,0.77,TAV1986_CAT_CONUS.zip
3917172,3.85,6.25,6.06,6.13,10.62,16.89,17.5,20.54,12.79,9.63,3.39,0.32,TAV1986_CAT_CONUS.zip
3917176,4.05,6.17,6.39,6.42,10.82,17.18,17.7,20.69,12.83,9.78,3.71,0.52,TAV1986_CAT_CONUS.zip
3917178,4.02,6.51,5.87,5.86,10.52,16.73,17.55,20.5,12.9,9.54,3.25,0.25,TAV1986_CAT_CONUS.zip
3917194,3.81,7.02,4.89,4.65,9.93,15.97,17.34,20.01,12.74,8.94,2.56,-0.34,TAV1986_CAT_CONUS.zip
3917198,4.62,5.38,8.35,8.62,12.4,19.2,19.16,22.13,13.07,10.99,5.3,1.56,TAV1986_CAT_CONUS.zip
3917200,4.83,5.51,8.62,8.99,12.85,19.61,19.76,22.63,13.55,11.28,5.59,1.75,TAV1986_CAT_CONUS.zip
3917222,4.58,5.4,8.22,8.47,12.28,19.05,19.02,22,12.99,10.9,5.2,1.5,TAV1986_CAT_CONUS.zip
3917230,5.09,5.76,9.05,9.51,13.41,20.24,20.58,23.36,14.18,11.61,5.92,1.92,TAV1986_CAT_CONUS.zip
3917244,5.06,5.73,9.01,9.45,13.36,20.15,20.48,23.26,14.07,11.56,5.86,1.88,TAV1986_CAT_CONUS.zip
3917266,4.87,5.53,8.72,9.12,12.97,19.75,19.92,22.77,13.65,11.36,5.66,1.79,TAV1986_CAT_CONUS.zip
3917912,3.91,6.63,5.63,5.64,10.36,16.51,17.41,20.37,12.95,9.42,3.01,0.1,TAV1986_CAT_CONUS.zip
3917914,3.92,6.96,5.49,5.13,10.24,16.55,17.66,20.44,12.95,9.2,2.94,-0.06,TAV1986_CAT_CONUS.zip
3917916,3.76,7.19,4.87,4.66,9.92,15.89,17.27,20.03,13.01,8.92,2.48,-0.32,TAV1986_CAT_CONUS.zip
3917918,4.28,5.69,7.36,7.48,11.52,18.12,18.26,21.29,12.77,10.33,4.48,1.02,TAV1986_CAT_CONUS.zip
3917920,4.46,5.3,8.21,8.41,12.15,18.98,18.82,21.85,12.74,10.8,5.11,1.41,TAV1986_CAT_CONUS.zip
3917922,4.68,5.38,8.46,8.77,12.53,19.35,19.33,22.3,13.21,11.11,5.41,1.63,TAV1986_CAT_CONUS.zip
3917924,4.75,5.43,8.56,8.9,12.69,19.5,19.55,22.48,13.38,11.21,5.51,1.68,TAV1986_CAT_CONUS.zip
3917926,4.87,5.56,8.75,9.16,12.98,19.8,19.97,22.84,13.73,11.39,5.68,1.77,TAV1986_CAT_CONUS.zip
3917946,5.2,5.85,9.18,9.63,13.57,20.43,20.83,23.55,14.31,11.65,6.03,1.99,TAV1986_CAT_CONUS.zip
3917948,4.86,5.52,8.69,9.08,12.93,19.71,19.87,22.73,13.62,11.34,5.64,1.78,TAV1986_CAT_CONUS.zip
3917950,4.96,5.61,8.85,9.27,13.15,19.92,20.16,22.98,13.84,11.46,5.74,1.83,TAV1986_CAT_CONUS.zip
948010046,4.95,5.61,8.85,9.27,13.14,19.93,20.16,22.99,13.84,11.45,5.75,1.83,TAV1986_CAT_CONUS.zip
948010047,4.9,5.57,8.78,9.19,13.04,19.84,20.03,22.88,13.75,11.41,5.7,1.8,TAV1986_CAT_CONUS.zip
948010048,4.88,5.57,8.76,9.17,12.99,19.81,19.98,22.85,13.74,11.4,5.69,1.78,TAV1986_CAT_CONUS.zip
948010089,4.73,5.4,8.52,8.85,12.62,19.43,19.45,22.39,13.3,11.17,5.47,1.66,TAV1986_CAT_CONUS.zip
948010091,4.76,5.44,8.57,8.92,12.71,19.52,19.57,22.5,13.4,11.22,5.52,1.69,TAV1986_CAT_CONUS.zip
948010092,4.84,5.5,8.67,9.06,12.89,19.68,19.82,22.69,13.57,11.32,5.62,1.76,TAV1986_CAT_CONUS.zip
948010095,4.9,5.58,8.78,9.2,13.03,19.85,20.03,22.89,13.77,11.41,5.7,1.79,TAV1986_CAT_CONUS.zip
948010096,4.86,5.52,8.71,9.1,12.95,19.73,19.9,22.75,13.63,11.35,5.65,1.78,TAV1986_CAT_CONUS.zip
