COMID,CAT_RUN_JAN1993,CAT_RUN_FEB1993,CAT_RUN_MAR1993,CAT_RUN_APR1993,CAT_RUN_MAY1993,CAT_RUN_JUN1993,CAT_RUN_JUL1993,CAT_RUN_AUG1993,CAT_RUN_SEP1993,CAT_RUN_OCT1993,CAT_RUN_NOV1993,CAT_RUN_DEC1993,filename
3917070,22.18,57.23,107.83,121.8,79.93,43.98,20.45,11.76,5.32,3.57,1.79,1.72,RUN1993_CAT_CONUS.zip
3917072,21.67,56.98,109.55,121.46,63.74,33.33,15.23,9.05,4.04,2.88,1.48,1.57,RUN1993_CAT_CONUS.zip
3917082,13.14,51.83,97.87,107.5,129.24,66.39,31.55,17.4,8.59,5.22,2.33,2.14,RUN1993_CAT_CONUS.zip
3917084,22.25,55.22,95.03,108.64,127.3,68.08,32.33,17.74,8.68,5.29,2.44,2.4,RUN1993_CAT_CONUS.zip
3917100,4.22,36.58,33.4,17.26,11.03,6.17,2.07,1.59,0.68,1.53,0.39,1.62,RUN1993_CAT_CONUS.zip
3917106,12.66,50.76,97.12,101.11,108.69,55.7,26.35,14.61,7.23,4.6,2,1.98,RUN1993_CAT_CONUS.zip
3917114,16.14,49.16,96.04,90.96,83.16,44.87,21.04,11.82,5.65,3.89,1.79,2.01,RUN1993_CAT_CONUS.zip
3917130,13.51,48.23,94.28,90.43,70.54,37.38,17.49,9.8,4.72,3.64,1.53,1.93,RUN1993_CAT_CONUS.zip
3917136,15.15,52.1,97.15,91.31,83,42.36,19.79,11.11,5.68,3.68,1.57,1.71,RUN1993_CAT_CONUS.zip
3917138,20.48,53.64,94.78,77.89,42.17,22.05,9.84,5.75,3.18,2.37,0.95,1.4,RUN1993_CAT_CONUS.zip
3917154,19.67,53.98,104.05,109.53,72.4,38.45,17.8,10.28,4.75,3.31,1.62,1.75,RUN1993_CAT_CONUS.zip
3917156,9.5,46.07,103.81,89.87,47.28,24.7,11.17,6.78,3,2.58,1.18,1.56,RUN1993_CAT_CONUS.zip
3917158,1.32,28.09,46.07,23.73,13.96,7.71,2.83,2.05,0.87,1.53,0.45,1.55,RUN1993_CAT_CONUS.zip
3917160,1.46,30.97,56.1,28.71,16.56,9.04,3.46,2.42,1.03,1.61,0.49,1.6,RUN1993_CAT_CONUS.zip
3917162,6.07,43.69,97.31,79.83,53.29,28.11,13.04,7.47,3.52,3.13,1.3,1.92,RUN1993_CAT_CONUS.zip
3917164,2.8,39.08,91.25,62.35,33.01,17.59,7.64,4.87,2.06,2.22,0.76,1.63,RUN1993_CAT_CONUS.zip
