COMID,CAT_RUN_JAN1998,CAT_RUN_FEB1998,CAT_RUN_MAR1998,CAT_RUN_APR1998,CAT_RUN_MAY1998,CAT_RUN_JUN1998,CAT_RUN_JUL1998,CAT_RUN_AUG1998,CAT_RUN_SEP1998,CAT_RUN_OCT1998,CAT_RUN_NOV1998,CAT_RUN_DEC1998,filename
3917070,66.34,76.73,96.21,92.21,99.46,54.8,26.83,13.17,7.49,5.33,21.87,9.04,RUN1998_CAT_CONUS.zip
3917072,66.75,78,98.41,94.67,97.45,48.74,23.8,11.66,6.72,4.95,22.88,9.52,RUN1998_CAT_CONUS.zip
3917082,53.93,66.07,82.41,84.65,84.64,43.28,21.02,10.15,5.96,4.38,19.99,8.12,RUN1998_CAT_CONUS.zip
3917084,56.67,67.43,83.79,82.23,96.42,51.57,25.15,12.25,7,4.9,28.22,12.3,RUN1998_CAT_CONUS.zip
3917106,53.95,67.28,84.06,81.34,79.21,40.49,19.62,9.45,5.59,4.15,20.82,8.52,RUN1998_CAT_CONUS.zip
3917114,57.51,73.62,90.35,72.4,85.85,43.47,21.1,10.25,5.98,4.43,25.25,11.24,RUN1998_CAT_CONUS.zip
3917130,56.96,71.92,91.69,82.94,82.32,41.91,20.26,9.82,5.75,4.23,22.4,9.31,RUN1998_CAT_CONUS.zip
3917136,52.8,68.27,82.67,66.17,65.1,33.29,16.09,7.67,4.66,3.57,26.88,11.66,RUN1998_CAT_CONUS.zip
3917138,52.74,70.54,83.79,49.83,53.14,27.12,13.06,6.16,3.86,3.03,35.83,16.09,RUN1998_CAT_CONUS.zip
3917154,63.06,76.15,95.07,85.87,93.15,46.85,22.83,11.15,6.45,4.75,23.98,10.28,RUN1998_CAT_CONUS.zip
3917156,60.26,79.34,96.16,73.6,76.53,38.27,18.53,9,5.34,4.2,19.06,8.7,RUN1998_CAT_CONUS.zip
3917158,37.79,73.17,53.6,27.35,34.19,16.53,7.79,3.67,2.55,2.62,14.59,21.79,RUN1998_CAT_CONUS.zip
3917160,48.58,78.07,61.07,34.79,42.38,20.43,9.77,4.67,3.04,2.92,26.4,28.73,RUN1998_CAT_CONUS.zip
3917162,56.74,75.73,95.25,76.73,72.78,36.83,17.73,8.56,5.11,3.97,16.67,6.76,RUN1998_CAT_CONUS.zip
3917164,55.46,86.23,78.42,50.21,58.06,28.41,13.68,6.61,4.02,3.48,29.72,23.39,RUN1998_CAT_CONUS.zip
3917172,60.37,82.4,87.69,69.79,75.57,37.81,18.35,8.94,5.26,4.15,26.72,16.85,RUN1998_CAT_CONUS.zip
3917176,56.27,82.35,88.81,61.5,62.65,31.01,14.93,7.22,4.4,3.76,20.28,14.58,RUN1998_CAT_CONUS.zip
3917178,57.31,81.06,94.3,66.81,70.37,35.11,16.93,8.19,4.91,3.97,16.15,8.95,RUN1998_CAT_CONUS.zip
3917194,60.75,81.65,98.38,85.38,83.64,42.23,20.43,9.88,5.78,4.22,24.53,10.34,RUN1998_CAT_CONUS.zip
3917198,32.7,69.23,47.94,24.31,28.24,13.6,6.27,2.93,2.18,2.42,9.64,18.15,RUN1998_CAT_CONUS.zip
3917200,21.94,63.02,42.86,21.27,20.13,9.56,4.17,1.92,1.66,2.13,6.35,15.1,RUN1998_CAT_CONUS.zip
3917230,8.54,39.58,20.04,10.06,11.15,4.77,1.62,0.75,1.04,1.79,5.44,2.21,RUN1998_CAT_CONUS.zip
3917244,8.87,45.05,23.16,11.54,13.07,5.81,2.07,1,1.2,1.86,5.58,3.16,RUN1998_CAT_CONUS.zip
3917912,58.1,78.63,96.26,68.34,70.86,35.48,17.13,8.29,4.98,4,16.56,7.16,RUN1998_CAT_CONUS.zip
3917914,55.29,74.91,79.96,44.53,50.27,25.76,12.33,5.76,3.65,2.91,40.47,20.87,RUN1998_CAT_CONUS.zip
3917916,56.23,73.41,90.78,70.75,69.75,35.43,17.1,8.21,4.92,3.71,26.21,11.16,RUN1998_CAT_CONUS.zip
3917918,47.37,78.24,69.4,42.86,47.74,23.36,11.17,5.35,3.42,3.15,20.62,20.47,RUN1998_CAT_CONUS.zip
3917920,37.27,72.4,52.75,26.9,33.43,16.15,7.59,3.57,2.5,2.59,14.04,21.32,RUN1998_CAT_CONUS.zip
3917946,7.41,39.87,22.16,10.99,13.49,5.81,2.16,1.03,1.13,1.75,6.34,6.84,RUN1998_CAT_CONUS.zip
3917948,19.59,60.42,41.42,20.45,18.24,8.62,3.69,1.68,1.54,2.08,6.25,14.56,RUN1998_CAT_CONUS.zip
3917950,14.31,53.69,31.89,15.83,15.05,6.96,2.73,1.27,1.34,1.96,5.96,8.52,RUN1998_CAT_CONUS.zip
