COMID,CAT_TAV_JAN2009,CAT_TAV_FEB2009,CAT_TAV_MAR2009,CAT_TAV_APR2009,CAT_TAV_MAY2009,CAT_TAV_JUN2009,CAT_TAV_JUL2009,CAT_TAV_AUG2009,CAT_TAV_SEP2009,CAT_TAV_OCT2009,CAT_TAV_NOV2009,CAT_TAV_DEC2009,filename
3917070,0.99,0.41,0.72,3.97,9.95,12.72,18.87,16.81,16.19,7.15,2,-1.15,TAV2009_CAT_CONUS.zip
3917072,1.05,0.52,0.86,4.14,10.14,12.91,19.03,16.97,16.37,7.29,2.08,-1.08,TAV2009_CAT_CONUS.zip
3917082,0.49,-0.61,-0.55,2.97,8.78,11.53,17.98,15.96,15.25,6.27,1.14,-2.19,TAV2009_CAT_CONUS.zip
3917084,0.91,-0.12,0.1,3.6,9.29,12.03,18.41,16.48,15.68,6.75,1.58,-1.69,TAV2009_CAT_CONUS.zip
3917100,2.42,3.45,5.2,8.72,14.7,17.49,22.92,20.96,18.94,10.33,4.63,0.19,TAV2009_CAT_CONUS.zip
3917106,0.74,-0.22,0.01,3.54,9.38,12.07,18.43,16.46,15.71,6.73,1.46,-1.89,TAV2009_CAT_CONUS.zip
3917114,1.44,0.94,1.62,5.13,10.86,13.48,19.59,17.71,16.75,7.85,2.51,-0.98,TAV2009_CAT_CONUS.zip
3917130,1.45,0.85,1.54,5.1,10.92,13.45,19.6,17.76,16.85,7.9,2.38,-1.03,TAV2009_CAT_CONUS.zip
3917136,1.06,0.18,0.66,4.15,10.03,12.7,18.92,17.01,16.24,7.25,1.82,-1.55,TAV2009_CAT_CONUS.zip
3917138,1.71,1.05,1.98,5.41,11.31,13.9,19.9,18.11,17.26,8.27,2.58,-0.83,TAV2009_CAT_CONUS.zip
3917154,1.2,0.67,1.14,4.52,10.4,13.11,19.24,17.25,16.5,7.5,2.24,-1.05,TAV2009_CAT_CONUS.zip
3917156,1.49,1.32,2.13,5.56,11.49,14.08,20.05,18.09,17.22,8.24,2.84,-0.7,TAV2009_CAT_CONUS.zip
3917158,2.4,3.33,5.04,8.55,14.56,17.27,22.66,20.59,18.79,10.35,4.57,0.2,TAV2009_CAT_CONUS.zip
3917160,2.43,3.11,4.85,8.14,14.03,16.79,22.31,20.32,18.65,10.24,4.49,0,TAV2009_CAT_CONUS.zip
3917162,1.58,1.26,2.12,5.7,11.57,14.06,20.07,18.2,17.23,8.31,2.77,-0.82,TAV2009_CAT_CONUS.zip
3917164,2.17,2.43,3.97,7.21,13.19,15.81,21.57,19.57,18.47,9.63,4.02,0.15,TAV2009_CAT_CONUS.zip
3917172,1.67,1.57,2.59,5.85,11.84,14.52,20.43,18.4,17.52,8.59,3.17,-0.4,TAV2009_CAT_CONUS.zip
3917176,1.9,1.88,3.1,6.46,12.37,15.04,20.8,18.79,17.58,8.98,3.57,-0.4,TAV2009_CAT_CONUS.zip
3917178,1.71,1.6,2.62,6.11,11.98,14.55,20.41,18.47,17.37,8.59,3.21,-0.62,TAV2009_CAT_CONUS.zip
3917194,1.54,0.67,1.27,4.55,10.5,13.11,19.19,17.37,16.59,7.71,2.33,-0.97,TAV2009_CAT_CONUS.zip
3917198,2.38,3.45,5.18,8.73,14.71,17.45,22.81,20.76,18.85,10.36,4.54,0.14,TAV2009_CAT_CONUS.zip
3917200,2.28,3.72,5.4,9.06,15.13,17.87,23.1,21.07,18.97,10.36,4.36,-0.06,TAV2009_CAT_CONUS.zip
3917222,2.35,3.39,5.11,8.64,14.63,17.34,22.67,20.59,18.78,10.32,4.47,0.08,TAV2009_CAT_CONUS.zip
3917230,1.99,3.92,5.44,9.32,15.61,18.38,23.86,21.76,19.22,10.42,4.22,-0.14,TAV2009_CAT_CONUS.zip
3917244,2.08,3.92,5.47,9.36,15.64,18.36,23.72,21.78,19.18,10.43,4.23,-0.16,TAV2009_CAT_CONUS.zip
3917266,2.27,3.8,5.47,9.16,15.27,18.02,23.24,21.22,19.03,10.37,4.34,-0.1,TAV2009_CAT_CONUS.zip
3917912,1.59,1.51,2.41,5.92,11.82,14.36,20.27,18.34,17.37,8.45,3,-0.68,TAV2009_CAT_CONUS.zip
3917914,1.77,1.11,2.08,5.41,11.4,14.05,20,18.18,17.37,8.28,2.71,-0.77,TAV2009_CAT_CONUS.zip
3917916,1.54,0.86,1.63,5.11,10.99,13.56,19.62,17.8,16.94,7.98,2.44,-0.97,TAV2009_CAT_CONUS.zip
3917918,2.22,2.7,4.24,7.66,13.62,16.32,21.87,19.81,18.29,9.8,4.19,-0.03,TAV2009_CAT_CONUS.zip
3917920,2.4,3.34,5.05,8.56,14.57,17.29,22.68,20.61,18.8,10.35,4.57,0.2,TAV2009_CAT_CONUS.zip
3917922,2.42,3.49,5.24,8.8,14.77,17.56,22.98,20.97,18.95,10.38,4.64,0.21,TAV2009_CAT_CONUS.zip
3917924,2.39,3.55,5.3,8.87,14.86,17.65,23.12,21.09,19,10.42,4.62,0.18,TAV2009_CAT_CONUS.zip
3917926,2.28,3.64,5.39,8.96,15.03,17.8,23.43,21.33,19.09,10.5,4.55,0.07,TAV2009_CAT_CONUS.zip
3917946,2.04,4.03,5.51,9.37,15.78,18.47,23.93,21.69,19.27,10.47,4.28,-0.11,TAV2009_CAT_CONUS.zip
3917948,2.27,3.77,5.45,9.13,15.23,17.98,23.2,21.17,19.01,10.36,4.34,-0.09,TAV2009_CAT_CONUS.zip
3917950,2.22,3.86,5.49,9.26,15.4,18.2,23.5,21.58,19.12,10.41,4.28,-0.14,TAV2009_CAT_CONUS.zip
948010046,2.18,3.89,5.47,9.3,15.52,18.29,23.59,21.7,19.15,10.41,4.25,-0.19,TAV2009_CAT_CONUS.zip
948010047,2.23,3.81,5.45,9.18,15.33,18.09,23.43,21.45,19.1,10.41,4.34,-0.1,TAV2009_CAT_CONUS.zip
948010048,2.28,3.65,5.4,8.97,15.04,17.81,23.44,21.34,19.1,10.51,4.55,0.07,TAV2009_CAT_CONUS.zip
948010089,2.41,3.54,5.29,8.87,14.84,17.64,23.04,21.03,18.97,10.39,4.62,0.19,TAV2009_CAT_CONUS.zip
948010091,2.38,3.58,5.32,8.91,14.9,17.69,23.12,21.09,18.99,10.41,4.59,0.15,TAV2009_CAT_CONUS.zip
948010092,2.3,3.74,5.43,9.09,15.17,17.93,23.19,21.18,19.01,10.37,4.4,-0.03,TAV2009_CAT_CONUS.zip
948010095,2.25,3.71,5.42,9.06,15.17,17.94,23.49,21.45,19.11,10.48,4.46,0,TAV2009_CAT_CONUS.zip
