COMID,CAT_TAV_JAN2000,CAT_TAV_FEB2000,CAT_TAV_MAR2000,CAT_TAV_APR2000,CAT_TAV_MAY2000,CAT_TAV_JUN2000,CAT_TAV_JUL2000,CAT_TAV_AUG2000,CAT_TAV_SEP2000,CAT_TAV_OCT2000,CAT_TAV_NOV2000,CAT_TAV_DEC2000,filename
3917070,-1.69,2.64,1.91,4.52,6.67,13.11,14.6,15.74,12.6,6.24,-1.42,-0.95,TAV2000_CAT_CONUS.zip
3917072,-1.59,2.78,2.08,4.72,6.91,13.38,14.84,15.99,12.82,6.37,-1.29,-0.91,TAV2000_CAT_CONUS.zip
3917082,-1.72,2.51,1.67,4.4,6.56,13.17,14.69,15.91,12.82,6.28,-1.5,-1.19,TAV2000_CAT_CONUS.zip
3917084,-1.9,2.37,1.55,4.11,6.28,12.8,14.34,15.53,12.52,6.04,-1.74,-1.33,TAV2000_CAT_CONUS.zip
3917100,1.23,4.38,4.65,9.48,11.93,18.25,19.31,20.52,15.48,9.92,2.54,2.15,TAV2000_CAT_CONUS.zip
3917106,-1.63,2.6,1.81,4.6,6.74,13.34,14.89,16.09,13,6.36,-1.39,-1.15,TAV2000_CAT_CONUS.zip
3917114,-1.46,2.83,2.17,4.91,7.08,13.55,15.12,16.2,13.05,6.45,-1.21,-0.96,TAV2000_CAT_CONUS.zip
3917130,-1.57,2.71,2.07,4.82,6.91,13.42,15.06,16.15,13.11,6.32,-1.36,-1.2,TAV2000_CAT_CONUS.zip
3917136,-1.41,2.76,2.02,5,7.1,13.74,15.32,16.5,13.41,6.61,-1.07,-0.97,TAV2000_CAT_CONUS.zip
3917138,-1.22,2.92,2.28,5.38,7.45,14.08,15.72,16.84,13.82,6.79,-0.82,-0.87,TAV2000_CAT_CONUS.zip
3917154,-1.55,2.79,2.1,4.77,6.96,13.43,14.93,16.05,12.9,6.39,-1.27,-0.93,TAV2000_CAT_CONUS.zip
3917156,-1.12,3.19,2.6,5.53,7.68,14.15,15.68,16.74,13.41,6.84,-0.75,-0.56,TAV2000_CAT_CONUS.zip
3917158,0.97,4.49,4.32,9.03,11.42,17.8,18.92,20,15.23,9.5,2.1,1.88,TAV2000_CAT_CONUS.zip
3917160,0.7,4.32,4.05,8.54,10.87,17.26,18.45,19.58,14.98,9.19,1.74,1.58,TAV2000_CAT_CONUS.zip
3917162,-1.23,3.05,2.5,5.45,7.5,13.98,15.65,16.68,13.5,6.67,-0.94,-0.87,TAV2000_CAT_CONUS.zip
3917164,-0.09,3.96,3.39,7.1,9.41,15.86,17.18,18.27,14.27,8.13,0.62,0.67,TAV2000_CAT_CONUS.zip
3917172,-0.79,3.42,2.78,5.98,8.22,14.68,16.08,17.19,13.6,7.28,-0.28,-0.08,TAV2000_CAT_CONUS.zip
3917176,-0.3,3.8,3.38,6.95,9,15.47,16.96,17.99,14.18,7.71,0.23,0.22,TAV2000_CAT_CONUS.zip
3917178,-0.73,3.49,3.04,6.29,8.31,14.77,16.37,17.36,13.89,7.21,-0.31,-0.29,TAV2000_CAT_CONUS.zip
3917194,-1.11,2.93,2.43,5.7,7.53,14.04,15.84,16.89,13.83,6.77,-0.79,-0.85,TAV2000_CAT_CONUS.zip
3917198,1.17,4.46,4.66,9.45,11.82,18.18,19.22,20.4,15.42,9.75,2.4,2.08,TAV2000_CAT_CONUS.zip
3917200,1.53,4.53,5.21,10.08,12.38,18.69,19.68,20.98,15.75,10.1,2.8,2.41,TAV2000_CAT_CONUS.zip
3917222,1.05,4.48,4.5,9.2,11.53,17.93,19.01,20.15,15.3,9.52,2.17,1.93,TAV2000_CAT_CONUS.zip
3917230,1.95,4.48,5.68,10.87,13.04,19.45,20.6,21.82,16.34,10.79,3.11,2.41,TAV2000_CAT_CONUS.zip
3917244,1.97,4.58,5.75,10.87,13.02,19.36,20.4,21.77,16.39,10.78,3.19,2.53,TAV2000_CAT_CONUS.zip
3917266,1.65,4.55,5.38,10.28,12.58,18.86,19.85,21.17,15.87,10.25,2.95,2.53,TAV2000_CAT_CONUS.zip
3917912,-1.02,3.28,2.73,5.71,7.84,14.3,15.88,16.9,13.57,6.91,-0.66,-0.53,TAV2000_CAT_CONUS.zip
3917914,-0.84,3.16,2.64,5.94,8.07,14.82,16.43,17.56,14.17,7.29,-0.27,-0.34,TAV2000_CAT_CONUS.zip
3917916,-1.33,2.87,2.29,5.3,7.28,13.85,15.53,16.62,13.58,6.6,-1.01,-1.01,TAV2000_CAT_CONUS.zip
3917918,0.36,4.18,3.86,8.01,10.25,16.68,17.97,19.03,14.72,8.63,1.2,1.08,TAV2000_CAT_CONUS.zip
3917920,0.99,4.48,4.36,9.08,11.47,17.84,18.95,20.05,15.25,9.53,2.14,1.9,TAV2000_CAT_CONUS.zip
3917922,1.29,4.39,4.83,9.68,12.11,18.43,19.43,20.67,15.54,10.01,2.65,2.21,TAV2000_CAT_CONUS.zip
3917924,1.4,4.37,5,9.88,12.3,18.63,19.59,20.88,15.66,10.17,2.79,2.29,TAV2000_CAT_CONUS.zip
3917926,1.58,4.34,5.21,10.14,12.52,18.9,19.84,21.2,15.86,10.4,2.95,2.37,TAV2000_CAT_CONUS.zip
3917946,2.21,4.78,6.1,11.46,13.52,19.85,21.17,22.24,16.73,11.03,3.19,2.43,TAV2000_CAT_CONUS.zip
3917948,1.61,4.54,5.33,10.22,12.52,18.81,19.8,21.11,15.83,10.2,2.9,2.49,TAV2000_CAT_CONUS.zip
3917950,1.84,4.56,5.58,10.56,12.82,19.08,20.07,21.49,16.14,10.52,3.15,2.56,TAV2000_CAT_CONUS.zip
