COMID,CAT_PPT_JAN2004,CAT_PPT_FEB2004,CAT_PPT_MAR2004,CAT_PPT_APR2004,CAT_PPT_MAY2004,CAT_PPT_JUN2004,CAT_PPT_JUL2004,CAT_PPT_AUG2004,CAT_PPT_SEP2004,CAT_PPT_OCT2004,CAT_PPT_NOV2004,CAT_PPT_DEC2004,filename
3917070,133.71,112.95,47.03,29.13,53.73,9.07,11.27,21.51,7.77,101.26,38.21,158.29,PPT2004_CAT_CONUS.zip
3917072,129.61,110.95,46.68,28.52,54.47,9.02,10.9,21.43,7.53,100.35,37.72,156.5,PPT2004_CAT_CONUS.zip
3917082,90.97,112.85,41.17,29.92,48.92,13.7,16.05,16.32,6.51,92.75,38.63,125.35,PPT2004_CAT_CONUS.zip
3917084,102.85,119.68,43.9,29.21,46.07,12.82,14.86,17.7,6.63,94.25,39.08,134.26,PPT2004_CAT_CONUS.zip
3917100,65.65,82.87,23.99,15.49,36.16,5.14,7.86,15.82,1.44,67.25,30.6,95.32,PPT2004_CAT_CONUS.zip
3917106,88.46,109.7,40.18,28.47,48.59,13.21,15.54,15.92,5.94,90.63,37.82,121.45,PPT2004_CAT_CONUS.zip
3917114,104.67,114.29,44.09,29.25,46.44,10.93,12.14,17.15,5.65,91.85,37.96,134,PPT2004_CAT_CONUS.zip
3917130,101.44,116.76,43.29,25.69,47.28,11.26,13.26,16.72,5.04,90.78,37.35,129.67,PPT2004_CAT_CONUS.zip
3917136,72.25,95.32,34.78,26.69,47.7,13.22,15.55,14.52,5.04,84.25,35.84,104.29,PPT2004_CAT_CONUS.zip
3917138,60.35,82.62,30.3,23.82,45.61,12.38,14.41,13.45,3.79,77.53,33.65,89.31,PPT2004_CAT_CONUS.zip
3917154,119.7,112.48,45.66,28.8,51.2,9.81,11.43,19.74,6.79,96.99,37.84,147.57,PPT2004_CAT_CONUS.zip
3917156,109.38,107.36,44.42,29.67,51.13,9.09,10.33,17.9,5.58,92.16,37.06,136.98,PPT2004_CAT_CONUS.zip
3917158,67.59,89.2,28.56,19.91,38.38,4.68,7.65,14.78,1.39,68.45,32.15,95.76,PPT2004_CAT_CONUS.zip
3917160,73.63,100.36,33.93,24.3,41.57,4.55,9.42,17.08,1.77,71.86,34.62,98.65,PPT2004_CAT_CONUS.zip
3917162,100.52,111.84,42.81,27.35,49.26,10.39,11.8,15.81,4.65,89.68,36.73,128.21,PPT2004_CAT_CONUS.zip
3917164,76.92,111.65,42.67,29.23,48.22,5.79,9.38,18.42,2.11,77.14,37.11,101.39,PPT2004_CAT_CONUS.zip
3917172,100.26,111.14,44.79,29.18,50.9,7.28,10.02,19.53,4.49,87.57,37.45,125.64,PPT2004_CAT_CONUS.zip
3917176,97.66,105.49,42.35,30.25,46.34,7.19,9.18,16.75,3.62,86.84,36.21,121.66,PPT2004_CAT_CONUS.zip
3917178,100.81,109.8,42.95,31.14,50.52,8.86,9.79,15.87,4.38,89.06,36.8,127.35,PPT2004_CAT_CONUS.zip
3917194,91.49,114.68,40.61,29.46,55.32,11.9,13.94,14.81,4.81,90.43,36.72,119.22,PPT2004_CAT_CONUS.zip
