COMID,CAT_RUN_JAN1971,CAT_RUN_FEB1971,CAT_RUN_MAR1971,CAT_RUN_APR1971,CAT_RUN_MAY1971,CAT_RUN_JUN1971,CAT_RUN_JUL1971,CAT_RUN_AUG1971,CAT_RUN_SEP1971,CAT_RUN_OCT1971,CAT_RUN_NOV1971,CAT_RUN_DEC1971,filename
3917070,71.57,82.67,80.54,84.63,87.92,46.78,22.86,11.42,7.54,5.09,23.73,15.66,RUN1971_CAT_CONUS.zip
3917072,72.25,82.33,82.4,86.53,74.5,36.49,17.73,8.87,6.09,4.38,22.21,16.08,RUN1971_CAT_CONUS.zip
3917082,63.43,80.19,70.4,77.87,107.17,52.31,24.94,12.57,7.97,5.59,24.13,10.63,RUN1971_CAT_CONUS.zip
3917084,64.5,79.74,67.7,73.9,119.44,59.05,28.6,14.36,8.94,6.03,34.68,15.96,RUN1971_CAT_CONUS.zip
3917106,62.9,76.54,70.28,70.33,93.84,45.69,21.77,10.98,6.98,5.11,20.79,10.14,RUN1971_CAT_CONUS.zip
3917114,63.36,70.66,67.42,58.22,85.01,41.71,20.28,10.17,6.52,4.9,23.66,10.87,RUN1971_CAT_CONUS.zip
3917130,62.5,69.41,70.45,53.38,74.44,36.23,17.54,8.8,5.62,4.51,16.31,10.88,RUN1971_CAT_CONUS.zip
3917136,62.46,71.43,68.05,61.65,77.77,37.72,17.87,9.02,5.73,4.39,20.14,10.03,RUN1971_CAT_CONUS.zip
3917138,61.83,64.19,65.12,46.55,56.65,27.36,13.01,6.56,4.12,3.5,20.84,11.54,RUN1971_CAT_CONUS.zip
3917154,68.7,77.79,76.34,75.38,79.54,39.02,18.97,9.5,6.32,4.61,23.1,14.13,RUN1971_CAT_CONUS.zip
3917156,66.19,69.63,74.84,59.4,52.59,25.59,12.35,6.2,4.44,3.78,10.94,6.87,RUN1971_CAT_CONUS.zip
3917158,53.22,26.33,33.82,17.15,10.92,5.01,2.19,1.19,1.44,2,2.31,0.82,RUN1971_CAT_CONUS.zip
3917160,55.04,34.71,39.39,19.97,12.56,5.83,2.55,1.37,1.64,2.04,2.36,0.88,RUN1971_CAT_CONUS.zip
3917162,61.86,65,71.57,47.06,53.95,26.07,12.53,6.32,4.19,3.87,6.5,5.3,RUN1971_CAT_CONUS.zip
3917164,67.53,55.36,68.57,39.19,29.08,14.04,6.74,3.37,3.15,2.75,3.21,0.97,RUN1971_CAT_CONUS.zip
3917172,69.62,66.98,75.33,59.89,50.01,24.63,11.93,5.97,4.51,3.53,11.48,7.43,RUN1971_CAT_CONUS.zip
3917176,64.69,55.02,71.65,53.94,46.08,22.32,10.74,5.44,3.56,3.31,3.67,1.1,RUN1971_CAT_CONUS.zip
3917178,63.18,60.78,70.89,48.42,50.23,24.39,11.74,5.94,3.96,3.68,3.82,0.97,RUN1971_CAT_CONUS.zip
3917194,66.02,75.41,78.94,64.21,76.73,37.34,17.88,9.11,5.34,4.26,11.68,6.56,RUN1971_CAT_CONUS.zip
3917198,47.53,23.47,29.63,14.98,9.83,4.48,1.92,1.05,1.28,1.94,2.28,0.84,RUN1971_CAT_CONUS.zip
3917200,33.81,16.64,21.64,10.91,7.8,3.47,1.4,0.8,1.03,1.85,2.27,0.8,RUN1971_CAT_CONUS.zip
3917212,65.78,51.38,67.94,48.87,41.83,20.17,9.64,4.91,3.21,3.04,3.69,5.32,RUN1971_CAT_CONUS.zip
3917214,49.01,27.53,38.97,20.34,14.63,6.79,3.07,1.61,1.53,2.09,2.8,3.04,RUN1971_CAT_CONUS.zip
3917218,45.11,22.33,31.45,15.96,10.26,4.67,2.03,1.1,1.28,1.95,2.53,0.87,RUN1971_CAT_CONUS.zip
3917220,43.2,21.39,30.9,15.69,10.11,4.59,2,1.08,1.25,1.94,2.59,0.89,RUN1971_CAT_CONUS.zip
3917228,43.2,21.39,30.9,15.69,10.11,4.59,2,1.08,1.25,1.94,2.59,0.89,RUN1971_CAT_CONUS.zip
3917230,27.25,13.29,19.59,9.31,7.14,3.17,1.21,0.73,0.9,1.78,2.02,0.81,RUN1971_CAT_CONUS.zip
3917244,24.91,12.17,17.52,8.42,6.67,2.94,1.09,0.67,0.86,1.79,1.97,0.79,RUN1971_CAT_CONUS.zip
3917250,68.69,57.36,74.68,56.15,49.66,23.99,11.51,5.85,3.64,3.3,4.06,7.18,RUN1971_CAT_CONUS.zip
3917256,43.2,21.39,30.9,15.69,10.11,4.59,2,1.08,1.25,1.94,2.59,0.89,RUN1971_CAT_CONUS.zip
3917268,43.2,21.39,30.9,15.69,10.11,4.59,2,1.08,1.25,1.94,2.59,0.89,RUN1971_CAT_CONUS.zip
3917272,66.64,50.5,67.5,44.06,37.82,18.15,8.64,4.41,2.94,2.89,3.7,8.06,RUN1971_CAT_CONUS.zip
3917274,42.63,21.08,30.77,15.64,10.11,4.59,1.97,1.07,1.21,1.95,2.54,0.86,RUN1971_CAT_CONUS.zip
3917276,67.68,62.96,79.24,47.51,50.16,23.95,11.43,5.81,3.59,3.7,4.41,2.85,RUN1971_CAT_CONUS.zip
3917278,60.1,44.89,59.59,32.7,30.02,14.22,6.69,3.43,2.44,2.77,3.37,4.45,RUN1971_CAT_CONUS.zip
3917280,42.77,21.16,30.8,15.65,10.11,4.59,1.98,1.07,1.22,1.95,2.55,0.87,RUN1971_CAT_CONUS.zip
3917282,51.75,37.73,50.4,27.54,25.72,12.12,5.6,2.89,2.08,2.69,3.05,1.29,RUN1971_CAT_CONUS.zip
3917284,40.61,20,30.33,15.47,10.13,4.62,1.88,1.04,1.1,2.02,2.4,0.79,RUN1971_CAT_CONUS.zip
3917286,40.71,20.05,30.35,15.47,10.12,4.61,1.88,1.04,1.1,2.01,2.4,0.79,RUN1971_CAT_CONUS.zip
3917912,63.43,65.29,71.67,51.53,47.28,22.94,11.02,5.55,3.95,3.67,7.81,4.3,RUN1971_CAT_CONUS.zip
3917914,64.03,54.44,61.88,39.86,58.09,28.01,13.08,6.67,4.24,3.45,16.13,9.97,RUN1971_CAT_CONUS.zip
3917916,63.03,67.65,70.67,51.89,65.36,31.67,15.2,7.67,4.76,3.97,14.62,9.4,RUN1971_CAT_CONUS.zip
3917918,59.41,39.2,52.66,33.45,25.77,12.32,5.81,2.98,2.35,2.55,2.9,1.17,RUN1971_CAT_CONUS.zip
3917920,52.77,26.1,33.27,16.86,10.78,4.94,2.15,1.17,1.42,1.99,2.29,0.82,RUN1971_CAT_CONUS.zip
3917922,48.35,23.82,26.76,13.45,9.13,4.17,1.74,0.97,1.21,1.92,2.1,0.84,RUN1971_CAT_CONUS.zip
3917946,31.25,15.27,23.75,11.38,8,3.61,1.43,0.88,0.93,1.66,2.27,0.88,RUN1971_CAT_CONUS.zip
3917948,31.15,15.31,19.51,9.82,7.27,3.21,1.26,0.73,0.98,1.82,2.22,0.78,RUN1971_CAT_CONUS.zip
3917950,26.54,12.98,16.51,8.16,6.5,2.85,1.05,0.64,0.89,1.8,1.96,0.76,RUN1971_CAT_CONUS.zip
3917956,70.36,80.17,91.54,94.17,103.19,50.45,24.52,12.44,6.9,5.18,7.82,3.07,RUN1971_CAT_CONUS.zip
3917958,72.05,77.16,88.61,93.81,109.22,53.4,26,13.19,7.17,5.37,19.72,10.33,RUN1971_CAT_CONUS.zip
3917960,71.45,74.59,84.44,85.97,108.73,53.11,25.86,13.13,7.15,5.41,23.54,12.81,RUN1971_CAT_CONUS.zip
948010089,45.26,22.27,25.04,12.56,8.68,3.95,1.63,0.92,1.15,1.9,2.06,0.84,RUN1971_CAT_CONUS.zip
