COMID,CAT_RUN_JAN1945,CAT_RUN_FEB1945,CAT_RUN_MAR1945,CAT_RUN_APR1945,CAT_RUN_MAY1945,CAT_RUN_JUN1945,CAT_RUN_JUL1945,CAT_RUN_AUG1945,CAT_RUN_SEP1945,CAT_RUN_OCT1945,CAT_RUN_NOV1945,CAT_RUN_DEC1945,filename
3917918,9.7,37.76,22.79,13.71,34.24,14.11,7.05,3.59,1.76,5.61,10.01,38.34,RUN1945_CAT_CONUS.zip
3917920,0.71,6.19,2.35,1.5,15.43,4.88,2.45,1.24,0.61,4.58,2.53,21.45,RUN1945_CAT_CONUS.zip
3917922,0.75,3.25,0.86,0.62,7.73,1,0.5,0.26,0.12,4.05,2.31,10.82,RUN1945_CAT_CONUS.zip
3917924,0.75,2.94,0.66,0.49,5.97,0.15,0.07,0.04,0.01,4.06,2.18,8.27,RUN1945_CAT_CONUS.zip
3917926,0.78,2.82,0.5,0.38,5.94,0.15,0.06,0.02,0.01,4.2,1.99,3.94,RUN1945_CAT_CONUS.zip
3917946,0.75,2.47,0.97,0.47,5.46,0.14,0.07,0.02,0,3.52,1.9,2.57,RUN1945_CAT_CONUS.zip
3917948,0.7,3.6,0.91,0.7,6.48,0.47,0.22,0.13,0.04,4.03,2.07,9.06,RUN1945_CAT_CONUS.zip
3917950,0.7,3.02,0.6,0.47,5.88,0.18,0.07,0.04,0.01,3.98,1.96,5.22,RUN1945_CAT_CONUS.zip
948010046,0.7,2.94,0.56,0.43,5.89,0.17,0.07,0.03,0.01,3.97,1.84,3.04,RUN1945_CAT_CONUS.zip
948010047,0.71,2.98,0.59,0.47,5.9,0.16,0.07,0.03,0.01,4.02,1.94,4.78,RUN1945_CAT_CONUS.zip
948010048,0.79,2.82,0.5,0.38,5.94,0.15,0.06,0.02,0.01,4.21,1.99,3.94,RUN1945_CAT_CONUS.zip
948010089,0.74,2.99,0.7,0.53,5.98,0.16,0.08,0.05,0.01,4.01,2.23,9.45,RUN1945_CAT_CONUS.zip
948010091,0.74,2.97,0.67,0.51,5.96,0.16,0.07,0.04,0.01,4.04,2.17,8.39,RUN1945_CAT_CONUS.zip
948010092,0.7,3.1,0.68,0.57,5.91,0.17,0.08,0.05,0.01,3.97,2.08,7.91,RUN1945_CAT_CONUS.zip
948010095,0.76,2.84,0.51,0.39,5.92,0.15,0.06,0.02,0,4.14,1.94,3.57,RUN1945_CAT_CONUS.zip
948010096,0.7,3.12,0.67,0.57,5.9,0.17,0.07,0.05,0.01,3.97,2.04,7.52,RUN1945_CAT_CONUS.zip
