COMID,CAT_RUN_JAN2010,CAT_RUN_FEB2010,CAT_RUN_MAR2010,CAT_RUN_APR2010,CAT_RUN_MAY2010,CAT_RUN_JUN2010,CAT_RUN_JUL2010,CAT_RUN_AUG2010,CAT_RUN_SEP2010,CAT_RUN_OCT2010,CAT_RUN_NOV2010,CAT_RUN_DEC2010,filename
3917070,11.93,12.73,32.63,50.71,37.74,19.9,9.03,4.94,3.16,5.9,12.1,51.93,RUN2010_CAT_CONUS.zip
3917072,9.76,11.42,31.44,49.08,35.95,18.97,8.59,4.74,2.99,5.76,10.04,51.84,RUN2010_CAT_CONUS.zip
3917082,11.09,15.15,33.01,44.36,37.42,20.22,9.14,4.85,3.13,5.11,6.08,30.62,RUN2010_CAT_CONUS.zip
3917084,24.06,20.51,36.87,48.62,37.57,20.09,9.12,4.9,3.11,5.29,16.47,45.12,RUN2010_CAT_CONUS.zip
3917106,9.02,12.54,29.57,42.09,33.95,18.33,8.27,4.38,2.87,4.85,4.87,32.16,RUN2010_CAT_CONUS.zip
3917114,18.07,13.23,22.67,37.67,26.05,13.96,6.22,3.4,2.28,4.67,13.08,38.74,RUN2010_CAT_CONUS.zip
3917130,9.45,7.6,22.4,39.72,26.99,14.43,6.46,3.47,2.32,4.43,7.05,40.31,RUN2010_CAT_CONUS.zip
3917136,9.27,12.29,26.98,37.87,29.4,15.9,7.13,3.73,2.49,4.51,4.44,35,RUN2010_CAT_CONUS.zip
3917138,12.68,11.94,23.45,34.16,22.76,12.23,5.44,2.81,1.94,4.06,6.94,44.61,RUN2010_CAT_CONUS.zip
3917154,13.36,12.34,28.22,44.75,32.2,17.07,7.69,4.23,2.72,5.33,11.45,46.85,RUN2010_CAT_CONUS.zip
3917156,5.22,5.04,13.61,32.53,21.29,11.43,5.01,2.78,1.97,4.6,5.18,32.68,RUN2010_CAT_CONUS.zip
3917158,3.11,1.08,2.13,17.34,8.32,4.5,1.82,1.2,1.39,4.18,2.47,27.22,RUN2010_CAT_CONUS.zip
3917160,3.17,1.13,2.23,21.93,10.75,5.79,2.42,1.51,1.49,4.37,2.63,25.64,RUN2010_CAT_CONUS.zip
3917162,2.07,1.71,10.82,29.86,19.35,10.49,4.58,2.47,1.8,3.99,1.92,28.85,RUN2010_CAT_CONUS.zip
3917164,2.78,1.04,2.25,24.04,12.35,6.62,2.73,1.68,1.49,4.38,2.49,24.77,RUN2010_CAT_CONUS.zip
3917172,5.88,5.57,14.85,34.48,22.41,11.89,5.23,2.97,2.12,4.94,5.84,36.01,RUN2010_CAT_CONUS.zip
3917176,2.44,0.92,1.98,14.1,9.73,5.51,2.17,1.29,1.25,3.87,2.11,17.46,RUN2010_CAT_CONUS.zip
3917178,2.24,0.86,1.88,19.38,13.28,7.39,3.08,1.71,1.43,3.88,1.99,18.25,RUN2010_CAT_CONUS.zip
3917194,4.37,3.49,11.14,26.29,24.53,13.38,5.89,3.03,2.1,4.09,2.97,26.87,RUN2010_CAT_CONUS.zip
3917198,2.94,1.01,2,11.11,5.08,2.9,1.06,0.78,1.1,3.87,2.25,19.55,RUN2010_CAT_CONUS.zip
3917200,2.64,0.92,1.86,5.68,1.94,1.53,0.43,0.41,0.64,3.34,2.02,7.31,RUN2010_CAT_CONUS.zip
3917230,2.46,0.79,1.68,3.41,0.59,0.75,0.28,0.26,0.42,2.97,1.85,2.67,RUN2010_CAT_CONUS.zip
3917244,2.46,0.83,1.76,3.46,0.58,0.89,0.27,0.27,0.39,2.96,1.86,2.61,RUN2010_CAT_CONUS.zip
3917912,3.92,3.25,8.61,27.24,17.05,9.27,3.99,2.21,1.67,4.21,3.78,26.73,RUN2010_CAT_CONUS.zip
3917914,10.51,10.41,21.61,29.01,20.63,11.13,4.91,2.53,1.85,3.96,5.6,37.54,RUN2010_CAT_CONUS.zip
3917916,7.45,7.12,18.97,33.62,23.95,12.91,5.73,3,2.06,4.12,4.46,37.94,RUN2010_CAT_CONUS.zip
3917918,2.82,1.02,2.17,16.46,9.07,4.98,2,1.25,1.32,4.05,2.35,23.07,RUN2010_CAT_CONUS.zip
3917920,3.09,1.06,2.1,16.48,7.88,4.28,1.71,1.14,1.35,4.14,2.44,26.27,RUN2010_CAT_CONUS.zip
3917946,2.57,1.02,1.97,3.53,0.77,0.95,0.37,0.22,0.44,3.22,1.96,3.36,RUN2010_CAT_CONUS.zip
3917948,2.58,0.88,1.8,4.47,1.25,1.22,0.28,0.34,0.55,3.22,1.99,4.42,RUN2010_CAT_CONUS.zip
3917950,2.49,0.84,1.75,3.71,0.77,0.98,0.26,0.29,0.45,3.07,1.9,2.95,RUN2010_CAT_CONUS.zip
