COMID,COMID_WY,WaYr,ppt_Jan.wy,ppt_Feb.wy,ppt_Mar.wy,ppt_Apr.wy,ppt_May.wy,ppt_Jun.wy,ppt_Jul.wy,ppt_Aug.wy,ppt_Sep.wy,ppt_Oct.wy,ppt_Nov.wy,ppt_Dec.wy,ppt_Jan.pwy,ppt_Feb.pwy,ppt_Mar.pwy,ppt_Apr.pwy,ppt_May.pwy,ppt_Jun.pwy,ppt_Jul.pwy,ppt_Aug.pwy,ppt_Sep.pwy,tav_Jan.wy,tav_Feb.wy,tav_Mar.wy,tav_Apr.wy,tav_May.wy,tav_Jun.wy,tav_Jul.wy,tav_Aug.wy,tav_Sep.wy,tav_Oct.wy,tav_Nov.wy,tav_Dec.wy,tav_Jan.pwy,tav_Feb.pwy,tav_Mar.pwy,tav_Apr.pwy,tav_May.pwy,tav_Jun.pwy,tav_Jul.pwy,tav_Aug.pwy,tav_Sep.pwy,run_Jan.wy,run_Feb.wy,run_Mar.wy,run_Apr.wy,run_May.wy,run_Jun.wy,run_Jul.wy,run_Aug.wy,run_Sep.wy,run_Oct.wy,run_Nov.wy,run_Dec.wy,run_Jan.pwy,run_Feb.pwy,run_Mar.pwy,run_Apr.pwy,run_May.pwy,run_Jun.pwy,run_Jul.pwy,run_Aug.pwy,run_Sep.pwy,ppt_ann.wy,ppt_fall.wy,ppt_wint.wy,ppt_sprg.wy,ppt_summ.wy,ppt_ann.pwy,ppt_wint.pwy,ppt_sprg.pwy,ppt_summ.pwy,ppt_sum1,ppt_sum2,ppt_sum3,ppt_sum4,run_ann.wy,run_fall.wy,run_wint.wy,run_sprg.wy,run_summ.wy,run_ann.pwy,run_wint.pwy,run_sprg.pwy,run_summ.pwy,run_sum1,run_sum2,run_sum3,run_sum4,tav_ann.wy,tav_fall.wy,tav_wint.wy,tav_sprg.wy,tav_summ.wy,tav_ann.pwy,tav_wint.pwy,tav_sprg.pwy,tav_summ.pwy,tav_sum1,tav_sum2,tav_sum3,tav_sum4,DRAIN_SQKM,SLOPE_PCT_30M,ELEV_MEAN_M_BASIN_30M,ELEV_MIN_M_BASIN_30M,ELEV_MAX_M_BASIN_30M,ElvRng,ECO3,HLR1,HLR2,HLR3,HLR4,HLR5,HLR6,HLR7,HLR8,HLR9,HLR10,HLR11,HLR12,HLR13,HLR14,HLR15,HLR16,HLR17,HLR18,HLR19,HLR20,PPTAVG_CAT,PPTAVG_BASIN,T_AVG_CAT,T_AVG_BASIN,T_MIN_BASIN,T_MAX_BASIN,CAT_AnnMinPrecip,AnnMinPrecip,CAT_AnnMaxPrecip,AnnMaxPrecip,WD_JAN_BASIN,WD_FEB_BASIN,WD_MAR_BASIN,WD_APR_BASIN,WD_MAY_BASIN,WD_JUN_BASIN,WD_JUL_BASIN,WD_AUG_BASIN,WD_SEP_BASIN,WD_OCT_BASIN,WD_NOV_BASIN,WD_DEC_BASIN,ANN_CONS_WETDAYS,WD_BASIN,WDMIN_BASIN,WDMAX_BASIN,ET_CAT,ET,PET_CAT,PET,RH_CAT,RH_BASIN,SNOW_PCT_PRECIP,FST32F_BASIN,LST32F_BASIN,CONTACT,BFI_AVE,TOPWET,PERDUN,RFACT,PERHOR,DEPTH_WATTAB,SILTAVE,CLAYAVE,SANDAVE,HGA,HGAC,HGAD,HGB,HGBC,HGBD,HGC,HGCD,HGD,HGVAR,KFACT_UP,NO10AVE,NO200AVE,NO4AVE,OMAVE,PERMAVE,ROCKDEPAVE,BDAVE,AWCAVE,WTDEPAVE,gneiss,granitic,ultramafic,quarternary,sedimentary,volcanic,water,anorthositic,intermediate,SGEO1,SGEO2,SGEO3,SGEO4,SGEO5,SGEO6,SGEO7,SGEO8,SGEO9,SGEO10,SGEO11,SGEO12,SGEO13,SGEO14,SGEO15,SGEO16,SGEO17,SGEO18,SGEO19,SGEO20,SGEO21,SGEO22,SGEO23,SGEO24,SGEO25,SGEO26,SGEO27,SGEO28,SGEO29,SGEO30,SGEO31,SGEO32,SGEO33,SGEO34,SGEO35,SGEO36,SGEO37,SGEO38,SGEO39,SGEO40,SGEO41,SGEO42,SGEO43,SGEO44,SGEO45,KO_pct,CaO_pct,FeO_pct,MgO_pct,P_pct,S_pct,SiO_pct,UCS,Lperm,RECHARGE,pmpe,BDMAX,PMAX_WS,TMIN_WS,PERMH_WS,PMIN_WS,KRUG_RUNOFF
3917082,3917082_1956,1956,189.23,130.49,14.98,15.52,112.72,36.03,17.02,13.59,25.99,38.02,170.76,308.25,44.64,24.67,36.67,38.4,2.93,6.93,15.22,1.43,21.29,0.95,0.3,0.09,4.41,9.37,10.89,18.1,15.4,15.01,9.02,0.5,0.09,-1.78,0.9,-0.16,0.2,7.85,12.49,15.08,17.04,14.85,115.26,102.75,72.04,84.19,102.46,50.21,25.05,12.77,7.34,2.16,15.05,89.37,8.77,29.52,23.09,17.51,8.53,4.54,2.85,1.11,1.59,1072.6,517.03,334.7,164.27,56.6,192.18,105.98,48.26,37.94,1264.78,1110.54,1120.86,1178.58,678.65,106.58,290.05,236.86,45.16,97.51,61.38,30.58,5.55,776.16,684.2,709.23,740.03,84.13,9.61,1.34,24.67,48.51,66.47,-1.04,20.54,46.97,150.6,131.1,104.67,83.09,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1957,1957,79.87,138.53,174.09,66.68,89.35,5.28,6.07,6.29,130.12,109.89,5.94,79.16,189.23,130.49,14.98,15.52,112.72,36.03,17.02,13.59,25.99,-2.76,4.49,1.98,3.71,8.92,13.32,16.34,15.25,16.79,6.89,0.54,-0.6,0.95,0.3,0.09,4.41,9.37,10.89,18.1,15.4,15.01,16.34,98.81,122.9,78.2,56.76,26.41,13.37,6.85,9.77,10.36,2.58,18.18,115.26,102.75,72.04,84.19,102.46,50.21,25.05,12.77,7.34,891.27,194.99,392.49,161.31,142.48,555.57,334.7,164.27,56.6,1446.84,947.87,1055.54,1225.97,460.53,31.12,238.05,161.37,29.99,572.07,290.05,236.86,45.16,1032.6,505.69,697.39,750.58,84.87,6.83,3.71,25.95,48.38,74.52,1.34,24.67,48.51,159.39,133.38,109.54,86.21,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1958,1958,171,219.17,63.1,166.81,82.28,121.1,71.36,21.25,55.14,83.22,121.12,147.67,79.87,138.53,174.09,66.68,89.35,5.28,6.07,6.29,130.12,1.32,6.11,-0.27,2.89,10.95,12.37,18.46,18.76,15.03,6.85,-0.26,0.44,-2.76,4.49,1.98,3.71,8.92,13.32,16.34,15.25,16.79,112.57,188.35,110.67,125.15,71.29,60.44,30.75,14.66,9.55,13.27,45.56,78.77,16.34,98.81,122.9,78.2,56.76,26.41,13.37,6.85,9.77,1323.22,352.01,453.27,370.19,147.75,696.28,392.49,161.31,142.48,2019.5,1465.7,1484.53,1715.71,861.03,137.6,411.59,256.88,54.96,429.41,238.05,161.37,29.99,1290.44,891.02,1022.4,1099.08,92.65,7.03,7.16,26.21,52.25,78.04,3.71,25.95,48.38,170.69,141.03,118.6,96.36,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1959,1959,158.34,76.05,43.45,9.22,81.68,11.52,34.44,81.8,43.7,14.42,53.27,44.72,171,219.17,63.1,166.81,82.28,121.1,71.36,21.25,55.14,2.41,2.95,1.64,4.64,6.89,12.39,19.19,16.34,13.06,9.95,2.27,2.36,1.32,6.11,-0.27,2.89,10.95,12.37,18.46,18.76,15.03,63.81,59.61,38.99,19.3,14.88,5.99,4.43,5.45,2.86,4.11,3.21,3.28,112.57,188.35,110.67,125.15,71.29,60.44,30.75,14.66,9.55,652.61,112.41,277.84,102.42,159.94,971.21,453.27,370.19,147.75,1623.82,800.36,1022.8,1105.88,225.92,10.6,162.41,40.17,12.74,723.43,411.59,256.88,54.96,949.35,280.88,482.8,637.51,94.09,14.58,7,23.92,48.59,85.62,7.16,26.21,52.25,179.71,146.34,120.3,101.25,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1960,1960,59.48,194.1,97.3,30.01,64.27,0.72,18.83,0.07,8.59,8.77,0.27,39.95,158.34,76.05,43.45,9.22,81.68,11.52,34.44,81.8,43.7,-0.31,3.19,2.66,2.99,6.99,14.33,19.86,16.28,16.47,8.9,1.2,-2.2,2.41,2.95,1.64,4.64,6.89,12.39,19.19,16.34,13.06,2.52,81.65,75.12,37.42,25.41,11.14,6.49,2.78,1.82,0.77,0.17,0.4,63.81,59.61,38.99,19.3,14.88,5.99,4.43,5.45,2.86,522.36,48.99,350.88,95,27.49,540.2,277.84,102.42,159.94,1062.56,682.3,624.78,800.2,245.69,1.34,159.29,73.97,11.09,215.32,162.41,40.17,12.74,461.01,258.43,285.86,408.1,90.36,7.9,5.54,24.31,52.61,79.51,7,23.92,48.59,169.87,138.95,114.28,97.36,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1961,1961,40.71,134.06,96.78,54.86,66.96,76.46,9.28,17.29,47.27,42.57,185.35,161.09,59.48,194.1,97.3,30.01,64.27,0.72,18.83,0.07,8.59,2.72,4.76,0.5,3.73,8.22,15.85,18.73,18.77,12.63,9.28,1.28,-0.37,-0.31,3.19,2.66,2.99,6.99,14.33,19.86,16.28,16.47,80.88,99.2,84.87,53.68,34.14,19.22,8.16,4.71,4.29,2.82,31.94,61.72,2.52,81.65,75.12,37.42,25.41,11.14,6.49,2.78,1.82,932.68,389.01,271.55,198.28,73.84,473.37,350.88,95,27.49,1406.05,960.17,1027.68,1283.56,485.63,96.48,264.95,107.04,17.16,244.35,159.29,73.97,11.09,729.98,496.72,559.6,644.92,96.1,10.19,7.98,27.8,50.13,82.46,5.54,24.31,52.61,178.56,148.71,120.41,101.64,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1962,1962,67.16,114.8,55.04,22.16,89.96,23.43,2.56,21.08,20.75,78.77,136.5,121.27,40.71,134.06,96.78,54.86,66.96,76.46,9.28,17.29,47.27,-1.86,3.59,-0.16,4.98,7.21,12.53,17.15,15.79,15.9,8.76,0.99,-1.16,2.72,4.76,0.5,3.73,8.22,15.85,18.73,18.77,12.63,38.81,101.03,69.66,36.68,33.23,15.56,7.32,4.65,2.83,4.89,34.41,46.66,80.88,99.2,84.87,53.68,34.14,19.22,8.16,4.71,4.29,753.48,336.54,237,135.55,44.39,543.67,271.55,198.28,73.84,1297.15,827.32,951.76,1025.03,395.73,85.96,209.5,85.47,14.8,389.15,264.95,107.04,17.16,784.88,412.89,502.77,660.68,83.72,8.59,1.57,24.72,48.84,85.91,7.98,27.8,50.13,169.63,133.85,111.52,91.7,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1963,1963,44.61,127.02,51.49,110.72,72.37,45.94,16.71,11.37,6.75,259.43,111.84,113.53,67.16,114.8,55.04,22.16,89.96,23.43,2.56,21.08,20.75,-0.04,6.97,0.79,0.28,9.7,11.48,15.48,15.89,17.53,8.06,2.95,1.81,-1.86,3.59,-0.16,4.98,7.21,12.53,17.15,15.79,15.9,58.86,83.88,53.79,65.84,43.94,22.45,10.91,5.61,2.85,73.88,79.69,89.11,38.81,101.03,69.66,36.68,33.23,15.56,7.32,4.65,2.83,971.78,484.8,223.12,229.03,34.83,416.94,237,135.55,44.39,1388.72,1016.17,1107.33,1208.78,590.81,242.68,196.53,132.23,19.37,309.77,209.5,85.47,14.8,900.58,605.61,676.28,800.31,90.9,12.82,7.72,21.46,48.9,75.13,1.57,24.72,48.84,166.03,139.74,115.62,92.47,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1964,1964,154.5,10.34,58.62,20.47,65.38,103.38,14.67,4.83,5.33,59.62,148.18,32.72,44.61,127.02,51.49,110.72,72.37,45.94,16.71,11.37,6.75,-0.56,2.88,-0.86,1.99,7.68,10.93,17.84,15.85,13.78,8.94,1.86,0.7,-0.04,6.97,0.79,0.28,9.7,11.48,15.48,15.89,17.53,55.93,50.93,44.04,22.16,15.06,26.59,11.44,5.59,2.94,4.23,34.16,25.06,58.86,83.88,53.79,65.84,43.94,22.45,10.91,5.61,2.85,678.04,240.52,223.46,189.23,24.83,486.98,223.12,229.03,34.83,1165.02,712.87,907.07,901.16,298.13,63.45,150.9,63.81,19.97,348.13,196.53,132.23,19.37,646.26,317.5,430.36,494.66,81.03,11.5,1.46,20.6,47.47,78.08,7.72,21.46,48.9,159.11,129.93,102.49,88.75,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1965,1965,124.73,21.7,3.27,141.99,12.44,59.36,50.77,65.54,1.56,8.44,82.46,446.94,154.5,10.34,58.62,20.47,65.38,103.38,14.67,4.83,5.33,0.8,3.73,2.21,3.81,7.29,11.81,17.12,15.78,13.81,10.2,0.37,0.04,-0.56,2.88,-0.86,1.99,7.68,10.93,17.84,15.85,13.78,99.34,97.52,82.29,116.14,56.17,30.74,16.42,10.22,3.55,1.76,3.66,94.12,55.93,50.93,44.04,22.16,15.06,26.59,11.44,5.59,2.94,1019.2,537.84,149.7,213.79,117.87,437.52,223.46,189.23,24.83,1456.72,1044.03,1208.43,1242.66,611.93,99.54,279.15,203.05,30.19,234.68,150.9,63.81,19.97,846.61,631.9,675.74,762.83,86.97,10.61,6.74,22.91,46.71,69.53,1.46,20.6,47.47,156.5,134.44,107.57,88.43,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1966,1966,112.62,30.25,53.31,12.06,42.92,32.15,4.98,47.79,19.34,1.4,164.12,63.32,124.73,21.7,3.27,141.99,12.44,59.36,50.77,65.54,1.56,-0.11,2.4,0.86,4.74,10.54,11.4,15.75,17.26,16.14,10.39,2.85,-1.81,0.8,3.73,2.21,3.81,7.29,11.81,17.12,15.78,13.81,57.1,51.89,41.43,20.6,12.21,6.63,2.76,3.64,1.59,1.81,32.4,30.34,99.34,97.52,82.29,116.14,56.17,30.74,16.42,10.22,3.55,584.26,228.84,196.18,87.13,72.11,481.36,149.7,213.79,117.87,1065.62,702.13,798.05,733.96,262.4,64.55,150.42,39.44,7.99,512.39,279.15,203.05,30.19,774.79,292.59,465.45,541.55,90.41,11.43,3.15,26.68,49.15,76.36,6.74,22.91,46.71,166.77,137.12,113.32,97.15,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1967,1967,136.91,16.69,146.42,96.06,67.07,77.35,0.12,0.45,9.44,9.49,163.14,148.74,112.62,30.25,53.31,12.06,42.92,32.15,4.98,47.79,19.34,0.65,4.42,-0.16,-0.78,8.92,12.71,19.1,19.37,18.26,8.59,2.35,-0.05,-0.11,2.4,0.86,4.74,10.54,11.4,15.75,17.26,16.14,86.97,64.96,76.28,61.82,68.36,36.85,16.49,8.27,4.59,0.78,28.35,62.22,57.1,51.89,41.43,20.6,12.21,6.63,2.76,3.64,1.59,871.88,321.37,300.02,240.48,10.01,355.42,196.18,87.13,72.11,1227.3,943.99,959.01,1068.06,515.94,91.35,228.21,167.03,29.35,197.85,150.42,39.44,7.99,713.79,523.93,555.38,666.36,93.38,10.89,4.91,20.85,56.73,78.98,3.15,26.68,49.15,172.36,142.53,120.06,96.53,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
3917082,3917082_1968,1968,80.44,86.13,39.82,9.1,76.76,42.96,0.39,58.11,5.86,54.43,36.55,95.41,136.91,16.69,146.42,96.06,67.07,77.35,0.12,0.45,9.44,-1.11,6.41,2.79,2.93,8.12,13.07,19.26,14.89,16.56,8.45,3.34,-4.24,0.65,4.42,-0.16,-0.78,8.92,12.71,19.1,19.37,18.26,4.1,81.88,46.65,22.99,15.19,7.82,2.85,4.32,1,4.78,2.24,0.51,86.97,64.96,76.28,61.82,68.36,36.85,16.49,8.27,4.59,585.96,186.39,206.39,128.82,64.36,550.51,300.02,240.48,10.01,1136.47,595.97,826.44,885.98,194.33,7.53,132.63,46,8.17,424.59,228.21,167.03,29.35,618.92,223.68,361.36,422.54,90.47,7.55,8.09,24.12,50.71,82.49,4.91,20.85,56.73,172.96,147.2,111.32,95.38,1.4832,17.18,2060.7,1795.61,2369.93,574.32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,99.58,0,0,0,0,0,65.9,65.9,5.55,5.55,-0.63,11.61,11.9,11.9,104.31,104.31,9.65,8.65,9.65,6.79,6,5,2,3,3.75,5.86,10.81,10.85,2.36,82.01,2,11.13,48.44,48.44,454.64,454.64,63.44,63.44,39.6,251.86,182.09,6.13,72,9.35,0,23.5,0,-47.98,20.82,3.07,76.11,92.92,0,0,6,0,0,0,0,2,0,0.13,63.13,15.08,69.16,0.39,11.49,59.6,1.21,0.06,5.95,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1.7,6.77,7.88,3.92,0.27,0.02,57.36,139.37,0.47,80.15,204.36,1.27,90.66,-6.61,17.67,18.43,85.3204
