fname,size,size_mb,url
MAXP6190_CONUS.zip,20720009,20.720008999999997,https://www.sciencebase.gov/catalog/file/get/57040af4e4b0328dcb82842b?f=__disk__18%2Ffc%2F9d%2F18fc9d273a54293a131e433f5b3b08fca2346417
NHDV2_MAXP_CONUS.xml,20301,0.020301,https://www.sciencebase.gov/catalog/file/get/57040af4e4b0328dcb82842b?f=__disk__17%2F67%2Fca%2F1767ca15bf47c443a59d4fd6debc0c80b24373e0
LSTFZ6190_CONUS.zip,19629788,19.629787999999998,https://www.sciencebase.gov/catalog/file/get/57040a6ce4b0328dcb828378?f=__disk__ae%2Fd0%2Ffd%2Faed0fda37c7a9f443842e15678bfa4bb42e715bd
NHDV2_LSTFZ6190_CONUS.xml,22011,0.022011,https://www.sciencebase.gov/catalog/file/get/57040a6ce4b0328dcb828378?f=__disk__71%2F84%2Fac%2F7184ac41c893b3bf93545e6c3ff2023f1b04d75c
NHDV2_TMEAN7100_ANN_CONUS.zip,16076347,16.076347,https://www.sciencebase.gov/catalog/file/get/57054bf2e4b0d4e2b756d364?f=__disk__20%2F09%2Fea%2F2009eaffde801e15e32cb9068eb194a169defe50
NHDV2_TMEAN7100_CONUS.xml,20592,0.020592,https://www.sciencebase.gov/catalog/file/get/57054bf2e4b0d4e2b756d364?f=__disk__d0%2F8b%2Ffc%2Fd08bfc3fb78c2192885676961ba70fc875a01f9d
TMIN7100_CONUS.zip,17596850,17.59685,https://www.sciencebase.gov/catalog/file/get/57054c9be4b0d4e2b756d465?f=__disk__ba%2Fc2%2F2e%2Fbac22e29faa0047f2d5452eb7e87ce6f6f159090
NHDV2_TMIN7100_CONUS.xml,21459,0.021459,https://www.sciencebase.gov/catalog/file/get/57054c9be4b0d4e2b756d465?f=__disk__2a%2F94%2Fe8%2F2a94e84a00ff7333484c1bdf91a4512e325825bb
MAXWD6190_CONUS.zip,12474901,12.474901,https://www.sciencebase.gov/catalog/file/get/57040b6ce4b0328dcb8284b8?f=__disk__97%2Fd1%2Fbf%2F97d1bf40b2da40a3baf213dbdfde5e78b6cbdb0d
NHDV2_MAXWD6190_CONUS.xml,19933,0.019933,https://www.sciencebase.gov/catalog/file/get/57040b6ce4b0328dcb8284b8?f=__disk__61%2F8e%2F2a%2F618e2a7e135b10877652603df0d020032ce2ce30
ET_CONUS.zip,16473689,16.473689,https://www.sciencebase.gov/catalog/file/get/5705491be4b0d4e2b756cf8a?f=__disk__97%2F39%2F13%2F973913b054753974a646c56aa992180191cb5336
NHDV2_SANFORD_AET_CONUS.xml,21903,0.021903,https://www.sciencebase.gov/catalog/file/get/5705491be4b0d4e2b756cf8a?f=__disk__32%2F9b%2F48%2F329b4832b474828e7cc60dba92630cf02cdada81
MINP6190_CONUS.zip,17025395,17.025395,https://www.sciencebase.gov/catalog/file/get/572a23c4e4b0b13d391a0142?f=__disk__14%2Fc7%2F4b%2F14c74be8f16f0967588832fc5dfb898a96df3d3a
NHDV2_MINP_CONUS.xml,19632,0.019632,https://www.sciencebase.gov/catalog/file/get/572a23c4e4b0b13d391a0142?f=__disk__ae%2F90%2F5e%2Fae905e99e3ba03a204896c13d34671ad997e5f17
FSTFZ6190_CONUS.zip,19308028,19.308028,https://www.sciencebase.gov/catalog/file/get/5704052ae4b0328dcb827bc7?f=__disk__47%2Faf%2F00%2F47af0046ab0454b75d36820f183d9dfbbc88b88c
fstfz.zip,738518,0.738518,https://www.sciencebase.gov/catalog/file/get/5704052ae4b0328dcb827bc7?f=__disk__73%2F27%2F16%2F732716d3a4ff50021becb19d7546b9d281d9c65b
NHDV2_FSTFZ6190_CONUS.xml,21775,0.021775,https://www.sciencebase.gov/catalog/file/get/5704052ae4b0328dcb827bc7?f=__disk__8a%2F79%2F1f%2F8a791f1aa9485e31f0a4c4cc99114e5b632f57a5
PPT7100_ANN_CONUS.zip,25939873,25.939873,https://www.sciencebase.gov/catalog/file/get/573b70a7e4b0dae0d5e3ae85?f=__disk__4d%2F06%2F98%2F4d06984b2b631b5131844a3de1f789337e80eb2a
NHDV2_PPT7100_CONUS.xml,20597,0.020597,https://www.sciencebase.gov/catalog/file/get/573b70a7e4b0dae0d5e3ae85?f=__disk__48%2F8c%2Fbf%2F488cbf9800260b88cfca5e1cb9bc3fbc962d0944
WDANN_CONUS.zip,19113609,19.113609,https://www.sciencebase.gov/catalog/file/get/573b5497e4b0dae0d5e3ada1?f=__disk__45%2F9a%2F45%2F459a45983f9ca1ee22f726062257602c380812fe
Wet_Days_Annual.zip,821126,0.8211259999999999,https://www.sciencebase.gov/catalog/file/get/573b5497e4b0dae0d5e3ada1?f=__disk__84%2F56%2Fdd%2F8456dd281ffa89fc761e6d514e5a455926687e9e
NHDV2_ANN_WD6190_CONUS.xml,20806,0.020805999999999998,https://www.sciencebase.gov/catalog/file/get/573b5497e4b0dae0d5e3ada1?f=__disk__0e%2F82%2F76%2F0e827658c8a5a215fa22ae2f3b02cb7de934bf29
TMAX7100_CONUS.zip,17832199,17.832199,https://www.sciencebase.gov/catalog/file/get/57054aebe4b0d4e2b756d1fc?f=__disk__34%2F42%2Fbd%2F3442bd6714ec8e6d4974f7f5684923668a9fc639
NHDV2_TMAX7100_CONUS.xml,19546,0.019545999999999997,https://www.sciencebase.gov/catalog/file/get/57054aebe4b0d4e2b756d1fc?f=__disk__a7%2F31%2Ff6%2Fa731f6cfb73a2324913e505e1761ddc1d3766d08
MINWD6190_CONUS.zip,10674236,10.674235999999999,https://www.sciencebase.gov/catalog/file/get/57040be3e4b0328dcb82850a?f=__disk__0e%2F96%2F9e%2F0e969eeda9416b2323d12b02c5639ce655d10e1f
NHDV2_MINWD6190_CONUS.xml,19923,0.019923,https://www.sciencebase.gov/catalog/file/get/57040be3e4b0328dcb82850a?f=__disk__a6%2F94%2Fa5%2Fa694a597b66aeb9e0e68f35356ddacb4470067e4
RH_CONUS.zip,13922311,13.922310999999999,https://www.sciencebase.gov/catalog/file/get/57054a24e4b0d4e2b756d0e7?f=__disk__5a%2F20%2F49%2F5a2049b0472f73d4f066f62f97ace25d2adceffa
NHDV2_RH6190_CONUS.xml,20580,0.020579999999999998,https://www.sciencebase.gov/catalog/file/get/57054a24e4b0d4e2b756d0e7?f=__disk__41%2F5c%2Fc9%2F415cc95f3de83654c81194405d388f79fafcd544
PET_CONUS.zip,23999486,23.999485999999997,https://www.sciencebase.gov/catalog/file/get/56f96ed1e4b0a6037df06a2d?f=__disk__dc%2F64%2F1a%2Fdc641a7e03a1474925e9c9151c63a4ebcda12de5
NHDV2_PET7100_CONUS.xml,21040,0.02104,https://www.sciencebase.gov/catalog/file/get/56f96ed1e4b0a6037df06a2d?f=__disk__92%2Fa1%2F65%2F92a16569300cf9805f484ba03842fc5f3898cc66
SENAY_AET_CONUS.zip,26921365,26.921364999999998,https://www.sciencebase.gov/catalog/file/get/57519f16e4b053f0edd03d41?f=__disk__d3%2F8d%2F7e%2Fd38d7ef56cbcafe5385d1f83aa170786e0195d94
NHDV2_SENAY_AET_CONUS.xml,19200,0.0192,https://www.sciencebase.gov/catalog/file/get/57519f16e4b053f0edd03d41?f=__disk__0a%2Fbf%2Fc0%2F0abfc0310ce63c430df0fd6bcd5851ca94165b78
FreashWaterWithdrawal_2010_metadata.xml,15230,0.015229999999999999,https://www.sciencebase.gov/catalog/file/get/5d2f73c1e4b01d82ce821afd?f=__disk__1b%2Ff3%2F66%2F1bf366f904fa4acd8c2776661cc1f223aeb7010e
Withdrawal_2010_GW.txt,69751798,69.751798,https://www.sciencebase.gov/catalog/file/get/5d2f73c1e4b01d82ce821afd?f=__disk__75%2F90%2Fdd%2F7590dd147eed05cecefb8ae9a73a0b514764d83b
Withdrawal_2010_SW.txt,70185701,70.185701,https://www.sciencebase.gov/catalog/file/get/5d2f73c1e4b01d82ce821afd?f=__disk__35%2Fa6%2Fbc%2F35a6bc45c1279696789f8b0916bac041f1c19ac5
PopulationServed_2013_metadata.xml,10705,0.010705,https://www.sciencebase.gov/catalog/file/get/5d2f747ae4b01d82ce821b00?f=__disk__b5%2Fcc%2Fd9%2Fb5ccd9844005d049017efe6205784b1469e78d23
COMID_POPS_2013_GW.txt,626701,0.626701,https://www.sciencebase.gov/catalog/file/get/5d2f747ae4b01d82ce821b00?f=__disk__41%2Fed%2F29%2F41ed296a7b7104afe1f071f79f1e7d9b29f8c523
COMID_POPS_2013_SW.txt,70349,0.070349,https://www.sciencebase.gov/catalog/file/get/5d2f747ae4b01d82ce821b00?f=__disk__4b%2F11%2F36%2F4b11364f4d948bff03a115fc056b350229064a2b
ThermoElectricWaterUse_2010_metadata.xml,11612,0.011611999999999999,https://www.sciencebase.gov/catalog/file/get/5d2f70b5e4b01d82ce821aec?f=__disk__84%2F46%2Fc1%2F8446c103479bda5625bbe0370b35b33fff7d388e
ThermoElectricWaterUse_2010.txt,23946,0.023946,https://www.sciencebase.gov/catalog/file/get/5d2f70b5e4b01d82ce821aec?f=__disk__66%2Fa4%2Fd5%2F66a4d52accf9426607ca27bc49bab725fc2e887b
NHDV2_FWaterWD_CONUS_Final.xml,19768,0.019767999999999997,https://www.sciencebase.gov/catalog/file/get/57c9dc05e4b0f2f0cec192f2?f=__disk__1e%2Fd9%2F13%2F1ed913d6b17f03eb2877920c1167f81e99a2f4b2
FRESHWATER_WithDraw_CONUS.zip,17474681,17.474681,https://www.sciencebase.gov/catalog/file/get/57c9dc05e4b0f2f0cec192f2?f=__disk__ed%2F40%2F96%2Fed4096efff94e3ac1e73efd1ad75fce9608da08d
pop_serve_with_1.csv,350667931,350.667931,https://www.sciencebase.gov/catalog/file/get/5d77f42de4b0c4f70d020bc2?f=__disk__2a%2Fef%2Fd6%2F2aefd6b5e4bf81307845e37fe2008050aba39d4b
pop_serve_with_1.xml,19484,0.019483999999999998,https://www.sciencebase.gov/catalog/file/get/5d77f42de4b0c4f70d020bc2?f=__disk__04%2F7b%2F07%2F047b079d162547bda2ad12957872a3333b12d8ab
CDL14_TOT_CONUS.zip,99690612,99.690612,https://www.sciencebase.gov/catalog/file/get/5761afb6e4b04f417c2d309f?f=__disk__0a%2Fcf%2Fce%2F0acfce2d25994b6c10bf20b0e59cf581e9d9e0b0
CDL14_ACC_CONUS.zip,100342870,100.34286999999999,https://www.sciencebase.gov/catalog/file/get/5761afb6e4b04f417c2d309f?f=__disk__ec%2Feb%2Fe6%2Fecebe6ebba3ff181f6be04ad94d430c55de68995
CDL14_CAT_CONUS.zip,86815501,86.815501,https://www.sciencebase.gov/catalog/file/get/5761afb6e4b04f417c2d309f?f=__disk__d9%2Fcd%2F62%2Fd9cd62e1c5b3be720cdfc67f69c09f87ebf1d463
NHDV2_CDL14_CONUS.xml,200256,0.200256,https://www.sciencebase.gov/catalog/file/get/5761afb6e4b04f417c2d309f?f=__disk__79%2F13%2F2d%2F79132d711990a1a3ac1f30ad103084c36af86c3d
CNPY11_BUFF100_CONUS.zip,31548924,31.548924,https://www.sciencebase.gov/catalog/file/get/570572e2e4b0d4e2b75718bc?f=__disk__15%2F9c%2F75%2F159c75145dd2afec38482e46ec08ee1f10846bde
NHDV2_CNPY11_CONUS.xml,21553,0.021553,https://www.sciencebase.gov/catalog/file/get/570572e2e4b0d4e2b75718bc?f=__disk__4d%2Fd8%2Fa3%2F4dd8a3552580e2997c14ef250f3ec076025689e3
NLCD11_CAT_CONUS.zip,52946325,52.946324999999995,https://www.sciencebase.gov/catalog/file/get/5761bad4e4b04f417c2d30c5?f=__disk__a5%2F47%2F90%2Fa54790c221968aa3ea1b6a61333866f965b33c4f
NLCD11_ACC_CONUS.zip,59749614,59.749613999999994,https://www.sciencebase.gov/catalog/file/get/5761bad4e4b04f417c2d30c5?f=__disk__81%2Fe9%2F0a%2F81e90ab198452a323974ec7e63c5a5f4dd464d41
NLCD11_TOT_CONUS.zip,58391946,58.391946,https://www.sciencebase.gov/catalog/file/get/5761bad4e4b04f417c2d30c5?f=__disk__31%2F2c%2Fd9%2F312cd9688d313de0cf0c77d0c71b320c3a358736
NHDV2_NLCD11_CONUS.xml,57860,0.057859999999999995,https://www.sciencebase.gov/catalog/file/get/5761bad4e4b04f417c2d30c5?f=__disk__21%2F0f%2F7f%2F210f7f20c58335977cdc51ebed64459875cc2bb6
NLCD01_CAT_CONUS.zip,52736474,52.736473999999994,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__b6%2Fd0%2F60%2Fb6d060f15f3d7d673eff6f09e4962a83fe708b3a
NLCD04_CAT_CONUS.zip,52986249,52.986249,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__ff%2F19%2F0d%2Fff190dbdbdd3ece9f75956e8ce922e18128825a2
NLCD08_CAT_CONUS.zip,53175239,53.175239,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__0a%2F03%2Ff0%2F0a03f00296a28f1932ca0340ad5799f58d365799
NLCD06_CAT_CONUS.zip,53123113,53.123113,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__01%2F4b%2F52%2F014b5237da662f625294f9ea0b418682220f3b48
NLCD11_CAT_CONUS.zip,53333323,53.333323,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__fc%2F3a%2F8c%2Ffc3a8c270f417d55943e502e8ffe07bac313d043
NLCD13_CAT_CONUS.zip,53302756,53.302755999999995,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__0c%2Fb5%2F8f%2F0cb58fcab00436442cd998b138f828155f293c25
NLCD16_CAT_CONUS.zip,54357539,54.357538999999996,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__10%2F22%2Fa4%2F1022a422d56f07287b03cfebf3ea8092f6f5966a
NLCD01_TOT_CONUS.zip,58361354,58.361354,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__98%2Fd8%2F24%2F98d82473b0aaa154990bfee90e696eac843a4ab0
NLCD04_TOT_CONUS.zip,58599302,58.599301999999994,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__d2%2F21%2F10%2Fd22110bf929d9adb6cb13a2befe833dcdc3a39a3
NLCD11_TOT_CONUS.zip,58965707,58.965706999999995,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__00%2F10%2F1d%2F00101d5b32e0b87812dbc9c3dc26131f1eb18db4
NLCD08_TOT_CONUS.zip,58800156,58.800155999999994,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__36%2F07%2F48%2F360748184904aef703178e4207c5eba412e484ce
NLCD11_ACC_CONUS.zip,59484308,59.484308,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__38%2F59%2F57%2F385957967e41f6ed7e8e852445a56a7afcbef0ff
NLCD01_ACC_CONUS.zip,58873240,58.873239999999996,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__5d%2F2e%2F97%2F5d2e9742aee8c53ea9176203bd3094de660641bc
NLCD04_ACC_CONUS.zip,59111812,59.111812,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__68%2F40%2F77%2F684077407598e46787cf3d13190a2e7ba1925151
NLCD06_TOT_CONUS.zip,58748207,58.748207,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__ee%2Ff4%2F61%2Feef461ce7b362f8618f18948bc9b3aa5c08e3a0b
NLCD16_TOT_CONUS.zip,60254942,60.254942,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__dc%2F41%2F36%2Fdc413611609e96efc857809e2d9a7ca33fd3a636
NLCD13_TOT_CONUS.zip,58928826,58.928826,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__7a%2F01%2F98%2F7a0198496985c7d891aaa4e3e9ffe3b9858a340c
NLCD08_ACC_CONUS.zip,59315880,59.31588,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__40%2Fee%2Fbd%2F40eebd1fece79a3178e06ef1f5a9947f939b30f2
NLCD06_ACC_CONUS.zip,59261157,59.261157,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__48%2Fc3%2Fee%2F48c3eefe2732562dce0a31817ad8c7fee55b9bd4
NLCD16_ACC_CONUS.zip,60771822,60.771822,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__1e%2F39%2F8a%2F1e398a785f832ecf2d19b1db816a3a8fd1df3368
NLCD13_ACC_CONUS.zip,59448482,59.448482,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__bb%2Fcc%2Fbe%2Fbbccbe76cf2882712d82bafd002cd74f3ce3f2d9
Version_History.txt,3958,0.003958,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__43%2F93%2F2d%2F43932ddf765a7d7172493440da1bc14b56c25733
NHDV2_NLCD2016s_Revised.xml,59847,0.059847,https://www.sciencebase.gov/catalog/file/get/5d66b3b6e4b0c4f70cefb11d?f=__disk__3f%2Ff2%2F1b%2F3ff21bb7fdbe1b960555fc7c64d15ce65b75dd67
NLCD06_CAT_CONUS.zip,52611684,52.611684,https://www.sciencebase.gov/catalog/file/get/5761b90ee4b04f417c2d30bc?f=__disk__9d%2F92%2Fb0%2F9d92b054a9f4268037eff40de2a9420b4e630e98
NLCD06_ACC_CONUS.zip,59341449,59.341449,https://www.sciencebase.gov/catalog/file/get/5761b90ee4b04f417c2d30bc?f=__disk__ad%2F47%2Ff2%2Fad47f2dbb184d453429c618a68f99b330ab3c521
NLCD06_TOT_CONUS.zip,57991166,57.991166,https://www.sciencebase.gov/catalog/file/get/5761b90ee4b04f417c2d30bc?f=__disk__85%2Fe9%2Fe4%2F85e9e4b034bed05624bfd198e48944adad5104e7
NHDV2_NLCD06_CONUS.xml,58362,0.058362,https://www.sciencebase.gov/catalog/file/get/5761b90ee4b04f417c2d30bc?f=__disk__01%2Fc6%2F6f%2F01c66fe871557780cbc0fc8ce2faa86d87fcab82
CDL13_ACC_CONUS.zip,99659812,99.659812,https://www.sciencebase.gov/catalog/file/get/574302c1e4b07e28b660ae4d?f=__disk__80%2F9d%2Fa4%2F809da42bbb56ed2c00112cdf03f90cf62365b0ce
CDL13_CAT_CONUS.zip,85153070,85.15307,https://www.sciencebase.gov/catalog/file/get/574302c1e4b07e28b660ae4d?f=__disk__ab%2Ffc%2F93%2Fabfc93d0fe04070352f6340522f117686f9b23f7
CDL13_TOT_CONUS.zip,99118248,99.118248,https://www.sciencebase.gov/catalog/file/get/574302c1e4b07e28b660ae4d?f=__disk__15%2F6b%2F05%2F156b0530dae5e9f03635e21459b96e836502146d
NHDV2_CDL13_CONUS.xml,197115,0.19711499999999998,https://www.sciencebase.gov/catalog/file/get/574302c1e4b07e28b660ae4d?f=__disk__d6%2F3d%2Fd0%2Fd63dd0cf2e98dccfe05bacb3d781d938c29a0427
IMPV01_BUFF100_CONUS.zip,28402166,28.402165999999998,https://www.sciencebase.gov/catalog/file/get/57057499e4b0d4e2b7571a8d?f=__disk__e1%2Ffc%2Fe7%2Fe1fce7801de3b707dc6e71652b91d4cf5e649ea8
NHDV2_IMPV01_BUFF100_CONUS.xml,20781,0.020780999999999997,https://www.sciencebase.gov/catalog/file/get/57057499e4b0d4e2b7571a8d?f=__disk__c8%2F31%2Fad%2Fc831ad27ef4815e6055cee43509239426a291046
WILDFIRE_2006_CONUS.zip,8081883,8.081883,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__af%2F33%2F23%2Faf3323c8d71c0d3ab8df302d78cb72e3e9856ffd
WILDFIRE_2001_CONUS.zip,7820730,7.820729999999999,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__e2%2Fa2%2F14%2Fe2a214d2d5ba6b48062332472a417c47308bca4c
WILDFIRE_2002_CONUS.zip,7900557,7.900557,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__08%2F50%2F93%2F085093bd16d069f9d29ff21a231a2478a7a23217
WILDFIRE_2010_CONUS.zip,7624495,7.624495,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__2d%2Ff7%2Fd1%2F2df7d186f29de66bbeefb875bc39ed7406eed91a
WILDFIRE_2000_CONUS.zip,7933584,7.933584,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__46%2F9e%2F81%2F469e81d5b00a015e53d4bac8e0ee0686930d985f
WILDFIRE_2004_CONUS.zip,7746878,7.746878,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__2d%2Fbd%2F85%2F2dbd85621558ec6c491f6d80406ae51cc9bd38f1
WILDFIRE_2008_CONUS.zip,7843769,7.843769,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__ae%2Ff9%2Fa7%2Faef9a7e9e427037d699fe07a165ad4cd4efcf6b5
WILDFIRE_2005_CONUS.zip,7879161,7.879161,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__a8%2Fa9%2F95%2Fa8a9950a394bd8952e5ba67cb380974b57a14765
WILDFIRE_2007_CONUS.zip,8023830,8.02383,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__93%2F29%2F22%2F9329223a4a978756f76d6618b75a26cdbf7ffe3f
WILDFIRE_2012_CONUS.zip,8111662,8.111661999999999,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__03%2Fc3%2F77%2F03c377b4a407c25142b671eb917ff3dd6af5319f
WILDFIRE_2003_CONUS.zip,7916040,7.91604,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__55%2F95%2F21%2F559521ef471c6df439475cea5a997e75ed5ba734
WILDFIRE_2009_CONUS.zip,7798793,7.798793,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__03%2F06%2Ffe%2F0306fedd3292e3450edc4567e0d0f36addb1652a
WILDFIRE_2011_CONUS.zip,7992294,7.992293999999999,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__96%2Fe0%2F83%2F96e083828496cf76e3bf2a586bec9410cf616770
NHDV2_WILDFIRE_CONUS.xml,17802,0.017802,https://www.sciencebase.gov/catalog/file/get/57f66d66e4b0bc0bec06de3a?f=__disk__df%2F3c%2Fae%2Fdf3cae9997a73ffd9165ca577d66ceb83e670d26
CDL12_TOT_CONUS.zip,107214996,107.214996,https://www.sciencebase.gov/catalog/file/get/573f7c20e4b04a3a6a24af72?f=__disk__e3%2F95%2Fd6%2Fe395d6181ad1474ac711cd52399f5233fd0049e6
CDL12_CAT_CONUS.zip,94523655,94.52365499999999,https://www.sciencebase.gov/catalog/file/get/573f7c20e4b04a3a6a24af72?f=__disk__e2%2Fd0%2Ff6%2Fe2d0f694b7e2b84452e7fc40e524870a4b6319f6
CDL12_ACC_CONUS.zip,108375823,108.375823,https://www.sciencebase.gov/catalog/file/get/573f7c20e4b04a3a6a24af72?f=__disk__ec%2F65%2F6d%2Fec656d8e184f3e150f25def7a1150e46b7c34048
NHDV2_CDL12_CONUS.xml,224765,0.224765,https://www.sciencebase.gov/catalog/file/get/573f7c20e4b04a3a6a24af72?f=__disk__6c%2F9a%2Fbf%2F6c9abf2355f1a92601225e62af22a1907f7a79a7
NHDWB_ACC_CONUS.zip,17503339,17.503339,https://www.sciencebase.gov/catalog/file/get/57ab4009e4b05e859be1ad26?f=__disk__32%2F11%2F6b%2F32116b32200e9e54488e0513972e7141c6453ec9
NHDWB_CAT_CONUS.zip,14829346,14.829346,https://www.sciencebase.gov/catalog/file/get/57ab4009e4b05e859be1ad26?f=__disk__c0%2F76%2F9b%2Fc0769b2ddb2dbe89b1b6ee2d9b9ac981f9d1ebd2
NHDWB_TOT_CONUS.zip,16303528,16.303528,https://www.sciencebase.gov/catalog/file/get/57ab4009e4b05e859be1ad26?f=__disk__6e%2Fdd%2F1f%2F6edd1fbc310f5c9903cabbeeff0f3f42ca8bded8
NHDV2_NHDWB_CONUS.xml,29384,0.029384,https://www.sciencebase.gov/catalog/file/get/57ab4009e4b05e859be1ad26?f=__disk__51%2Fb5%2F3b%2F51b53bc1ca612123041a440b24ce415bc24073c5
NLCD11_RIP50_ACC_CONUS.zip,48058375,48.058375,https://www.sciencebase.gov/catalog/file/get/57855ddee4b0e02680bf37bf?f=__disk__fb%2Fa9%2F95%2Ffba99505f9e115f1ddf3fd51dc4ad76cb543ffec
NLCD11_RIP50_CAT_CONUS.zip,45328879,45.328879,https://www.sciencebase.gov/catalog/file/get/57855ddee4b0e02680bf37bf?f=__disk__22%2Fa6%2Fbd%2F22a6bda7c43943140f5d3a34d6b4b22fdef4c587
NLCD11_RIP50_TOT_CONUS.zip,48009731,48.009730999999995,https://www.sciencebase.gov/catalog/file/get/57855ddee4b0e02680bf37bf?f=__disk__91%2Fe9%2F29%2F91e92963b70cd5cd94812603631270cf3d9e6e16
NHDV2_NLCD11_BUFF50_CONUS.xml,56472,0.056471999999999994,https://www.sciencebase.gov/catalog/file/get/57855ddee4b0e02680bf37bf?f=__disk__8c%2F82%2F4b%2F8c824bc784beda2ff6c0514d87cd4f6bc72b4ab2
SOHL95_CAT_CONUS.zip,35935877,35.935877,https://www.sciencebase.gov/catalog/file/get/5a5406bee4b01e7be2308855?f=__disk__24%2Fb9%2Fe6%2F24b9e66bfeab5d2d0c029ab01e6230b6aeab5adc
SOHL93_CAT_CONUS.zip,35909395,35.909394999999996,https://www.sciencebase.gov/catalog/file/get/5a5406bee4b01e7be2308855?f=__disk__c0%2Fba%2F50%2Fc0ba50fef700e74b9017317ea847f8c5818fff7d
SOHL94_CAT_CONUS.zip,38255172,38.255172,https://www.sciencebase.gov/catalog/file/get/5a5406bee4b01e7be2308855?f=__disk__43%2F2c%2F2b%2F432c2b95d3baa382f32ea6c82c26ebd9270c8a1e
SOHL92_CAT_CONUS.zip,38252737,38.252736999999996,https://www.sciencebase.gov/catalog/file/get/5a5406bee4b01e7be2308855?f=__disk__44%2F25%2F48%2F4425480a960368ac32d3b45cc708c9b9268d854f
SOHL00_CAT_CONUS.zip,40372691,40.372690999999996,https://www.sciencebase.gov/catalog/file/get/5a5406bee4b01e7be2308855?f=__disk__d4%2F12%2Fee%2Fd412eef2bbecfaf8c3a02cd83d9124cbf1792d76
SOHL01_CAT_CONUS.zip,40390366,40.390366,https://www.sciencebase.gov/catalog/file/get/5a5406bee4b01e7be2308855?f=__disk__23%2Fd5%2Fff%2F23d5ff054758564234f00686492619266f5c505a
SOHL02_CAT_CONUS.zip,40402696,40.402696,https://www.sciencebase.gov/catalog/file/get/5a5406bee4b01e7be2308855?f=__disk__dc%2F83%2Fd7%2Fdc83d7f88dd3f0a396d710dc44a6512cf0ef9cac
SOHL05_CAT_CONUS.zip,40349692,40.349692,https://www.sciencebase.gov/catalog/file/get/5a5406bee4b01e7be2308855?f=__disk__2b%2Fc8%2F63%2F2bc86325656884364444371436648b770204b5d7
