fname,size,size_mb,url
SOLLER_CAT_CONUS.zip,21143610,21.14361,https://www.sciencebase.gov/catalog/file/get/57d8529ee4b090824ff9ac91?f=__disk__08%2F06%2Fd4%2F0806d4116cf8b85662801e3aeebf0da97b32e195
NHDV2_SOLLER_CONUS.xml,108731,0.108731,https://www.sciencebase.gov/catalog/file/get/57d8529ee4b090824ff9ac91?f=__disk__e6%2Fc1%2F22%2Fe6c122eeba18b36c0905400f380a7ea8662a51ae
ROCK_TYPES_CONUS.zip,18627713,18.627713,https://www.sciencebase.gov/catalog/file/get/582b3855e4b0c253be05fc81?f=__disk__4d%2F5e%2F86%2F4d5e862898603d9223ec724bb170779453b1252d
AQUIFERS_ACC_CONUS.zip,19409006,19.409005999999998,https://www.sciencebase.gov/catalog/file/get/582b3855e4b0c253be05fc81?f=__disk__67%2F77%2Fde%2F6777deab1096c467b49181cbf7af0bf0c9bfd911
AQUIFERS_TOT_CONUS.zip,19724353,19.724353,https://www.sciencebase.gov/catalog/file/get/582b3855e4b0c253be05fc81?f=__disk__3d%2F3d%2Fa4%2F3d3da4ec83de78f16dcbd22665d93856ee55cbde
AQUIFERS_CAT_CONUS.zip,15988019,15.988019,https://www.sciencebase.gov/catalog/file/get/582b3855e4b0c253be05fc81?f=__disk__32%2F1f%2F99%2F321f991c241f2108c9f6ed93bb1eb783970f1a14
NHDV2_PrincipleAquifer_and_RockTypes_CONUS.xml,117378,0.117378,https://www.sciencebase.gov/catalog/file/get/582b3855e4b0c253be05fc81?f=__disk__3f%2F82%2F94%2F3f829497e6c0a4866699782bbab4e7a6c9dacc82
AnningAtor_PU01.txt,4674040,4.67404,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__55%2Fcd%2F6f%2F55cd6fa90452081840258664fa50ec204e8a7731
AnningAtor_PU02.txt,8969968,8.969968,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__f4%2F70%2F8c%2Ff4708c9acf86fdb834cf27c6a1b431cd9da4b1c2
AnningAtor_PU03N.txt,9465445,9.465444999999999,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__ad%2Fb5%2Fc9%2Fadb5c94b97384d8b8a110038a00aefb34328b11c
AnningAtor_PU03S.txt,3961666,3.9616659999999997,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__19%2Fcd%2Fb0%2F19cdb0bcaaffd0fd3a50e74d7ae99c7081e2583a
AnningAtor_PU03W.txt,9692150,9.69215,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__0e%2Fa6%2Fe5%2F0ea6e5efa08009d463dd0b2ccd98ffc3d0752317
AnningAtor_PU04.txt,7588246,7.588246,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__a4%2Fee%2F1e%2Fa4ee1eba0d2bb7103556b3cc258acf79d23ed284
AnningAtor_PU05.txt,12147078,12.147077999999999,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__1b%2F83%2F9e%2F1b839e6df6e15f056fa51093c555a1d239a043f9
AnningAtor_PU06.txt,4146016,4.1460159999999995,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__ba%2Fa9%2F5a%2Fbaa95a1609e418d8ad27869905cc95711e6e20c4
AnningAtor_PU07.txt,13128518,13.128518,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__43%2Fe5%2F6a%2F43e56af5223d1dd05ea09372121ddfe046b5dccf
AnningAtor_PU08.txt,10884920,10.88492,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__d6%2F37%2F93%2Fd637931efb6d957d00e08ddf3bf33de5c25fea61
AnningAtor_PU09.txt,2124623,2.1246229999999997,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__9f%2F9e%2F21%2F9f9e213edd6b3b15f4ef92e9e7ba8c48028928a7
AnningAtor_PU10L.txt,14033064,14.033064,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__7b%2F89%2F81%2F7b8981cebb4f327df51746fbca162d3344c09760
AnningAtor_PU10U.txt,18378491,18.378491,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__1a%2F15%2F59%2F1a155967600b3bb035b4da8fbb1b9eccdb91d1cf
AnningAtor_PU11.txt,14539294,14.539294,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__78%2Ff5%2F18%2F78f5187d2f73f45bc25448eb6786341bb2ddd6ff
AnningAtor_PU12.txt,4840067,4.8400669999999995,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__43%2F91%2Ffc%2F4391fcba9048cd1bfcdfcdf1ded930875f8ea4c9
AnningAtor_PU13.txt,4022987,4.022987,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__6d%2F66%2F41%2F6d6641e232a637d1b0ef3f6f8640659516f65895
AnningAtor_PU14.txt,5928665,5.928665,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__43%2F7f%2Fe7%2F437fe78c5793f7f0dc12ee1f340a41bbb1ea85e0
AnningAtor_PU15.txt,7205750,7.20575,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__39%2Fe6%2Ffa%2F39e6fabb0104c40e52b69d53bd90148fcb072534
AnningAtor_PU16.txt,6824391,6.824390999999999,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__f9%2F03%2F32%2Ff9033238caab9ab4f57674aa70453c6823f83c98
AnningAtor_PU17.txt,16663833,16.663833,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__77%2Fd4%2F79%2F77d479cd7f0980d1231e19ef6b9d7a765a2796a1
AnningAtor_PU18.txt,10073217,10.073217,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__3b%2Fcf%2Fa3%2F3bcfa3d891ea6fe8faea55e1580f81b2b7250976
NHDV2_Lithology_Final.xml,16280,0.01628,https://www.sciencebase.gov/catalog/file/get/55785374e4b032353cbfdff9?f=__disk__98%2Ff5%2F78%2F98f5788cb8a481443ddc97a9482045ec7f533246
lu_soller.zip,101247160,101.24716,https://www.sciencebase.gov/catalog/file/get/5b23c3e5e4b046b59903aeed?f=__disk__d2%2Fbb%2F64%2Fd2bb6439478cc122fb4c981b9d4fdfb87cdd5fa7
lu_soller1.xml,75131,0.075131,https://www.sciencebase.gov/catalog/file/get/5b23c3e5e4b046b59903aeed?f=__disk__88%2Fa1%2Fdb%2F88a1db4d12f56a56adbb8d9fd0456b9e059f9677
Surficial_materials_lu_generalized.xlsx,15521,0.015521,https://www.sciencebase.gov/catalog/file/get/5b23c3e5e4b046b59903aeed?f=__disk__1f%2F19%2Fa0%2F1f19a095d092d5eacae8cdddf1068f8f776a8d59
OLSON_CAT_CONUS.zip,30991761,30.991761,https://www.sciencebase.gov/catalog/file/get/5703e35be4b0328dcb825562?f=__disk__3e%2F42%2F8d%2F3e428da21f5f23655d47a2991ef8acc49c66cd8f
OLSON_ACC_CONUS.zip,35992866,35.992866,https://www.sciencebase.gov/catalog/file/get/5703e35be4b0328dcb825562?f=__disk__76%2F1d%2F98%2F761d9813d41db1a6fae52484242d9f4c30ab9943
OLSON_TOT_CONUS.zip,35887576,35.887575999999996,https://www.sciencebase.gov/catalog/file/get/5703e35be4b0328dcb825562?f=__disk__d7%2Ff5%2F6c%2Fd7f56cfceb59d1aecdaeda3b4925572fa71038d7
NHDV2_OLSON_CONUS.xml,44190,0.04419,https://www.sciencebase.gov/catalog/file/get/5703e35be4b0328dcb825562?f=__disk__4a%2F88%2Ff9%2F4a88f9a60dbdf314dc01ed55fe9597fbc0c9753f
BUSHREED_ACC_CONUS.zip,10997079,10.997079,https://www.sciencebase.gov/catalog/file/get/5703f6b5e4b0328dcb826d06?f=__disk__a5%2F32%2F0a%2Fa5320a1c75e014f0f95c5609379f780d92a5913b
BUSHREED_CAT_CONUS.zip,9359481,9.359480999999999,https://www.sciencebase.gov/catalog/file/get/5703f6b5e4b0328dcb826d06?f=__disk__41%2Fb3%2Feb%2F41b3ebae5af527897d2552115adc93fcbbafbd6e
BUSHREED_TOT_CONUS.zip,11138818,11.138817999999999,https://www.sciencebase.gov/catalog/file/get/5703f6b5e4b0328dcb826d06?f=__disk__1a%2Fb9%2F78%2F1ab97810c9a4250f080897ff8355335e10c7706d
NHDV2_BUSHREED_CONUS.xml,38073,0.038072999999999996,https://www.sciencebase.gov/catalog/file/get/5703f6b5e4b0328dcb826d06?f=__disk__87%2F59%2Fac%2F8759ac764197b53a525dbad8270a975b35b27b07
BEDPERM_ACC_CONUS.zip,13390557,13.390557,https://www.sciencebase.gov/catalog/file/get/57867c33e4b0e02680c14fff?f=__disk__9e%2Fdf%2F4a%2F9edf4a6b69e4ac4b9eed54d94da1c775df777e50
BEDPERM_TOT_CONUS.zip,13526220,13.526219999999999,https://www.sciencebase.gov/catalog/file/get/57867c33e4b0e02680c14fff?f=__disk__3c%2F96%2F4e%2F3c964e463099c26243664e230cdf6a8b566832cd
BEDPERM_CAT_CONUS.zip,10906230,10.906229999999999,https://www.sciencebase.gov/catalog/file/get/57867c33e4b0e02680c14fff?f=__disk__25%2Fd7%2Fe2%2F25d7e2c210085158cc1b6d08876575a5c9c3c18d
NHDV2_BEDPERM_CONUS.xml,32470,0.03247,https://www.sciencebase.gov/catalog/file/get/57867c33e4b0e02680c14fff?f=__disk__79%2F5a%2Fb4%2F795ab402ff64c349719466c4a9938d05fba70022
BASIN_CHAR_CAT_CONUS.zip,50444204,50.444204,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__a7%2F83%2F5c%2Fa7835cffb6b78b9491db1e275ed92c03776cf427
FTYPE_PCT_CONUS.txt,240754716,240.754716,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__f7%2F80%2Fc8%2Ff780c8dd366c0803351cae1bbcf0fa6a36a5bbb0
BASIN_CHAR_TOT_CONUS.zip,57197232,57.197232,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__48%2F0e%2F3a%2F480e3a0ce55a0f86432b22aed9bf6c10ed8d913d
STREAM_DENSITY_CONUS.zip,16854434,16.854433999999998,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__50%2Fd6%2F91%2F50d6911b12f545d1ae4b9e597df6b9b0fc080cb6
Sinuousity_CONUS.zip,10149377,10.149377,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__24%2Fdd%2F4c%2F24dd4c4605c830b8f49a33b2bebb79884f2464be
RDX_CONUS.zip,10806963,10.806963,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__a3%2Fa7%2F38%2Fa3a7389eaf7aceb5e77b71c47cdd5a01cb7e2dac
FTYPE_PCT_CONUS.zip,21035578,21.035577999999997,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__53%2F9b%2Ffc%2F539bfc9c47b31e4d057ea03f06d70051f285a8dd
ROAD_DENS_CAT_CONUS.zip,29777722,29.777721999999997,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__92%2F2c%2F4b%2F922c4b0398e3af1b0db8cfbaeff958efc3feacdf
ROAD_DENS_TOT_CONUS.zip,31921089,31.921089,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__8a%2F29%2F52%2F8a2952915917c133ead4e3587aa67534360b2781
BASIN_CHAR_ACC_CONUS.zip,55048993,55.048992999999996,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__27%2F91%2F0e%2F27910edb61034680981d8f4df1ae60915eabd9af
ROAD_DENS_ACC_CONUS.zip,32062424,32.062424,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__06%2Fe9%2F83%2F06e9833b2d4877b79b21599f965cd1d2258dee54
NHDV2_Select_BASINCHARAC_CONUS.xml,86191,0.08619099999999999,https://www.sciencebase.gov/catalog/file/get/57976a0ce4b021cadec97890?f=__disk__72%2Fa0%2F66%2F72a066b79b790e28f08c0c5d08a48fdb4b93029f
MeanDistancetoStr.zip,15727447,15.727447,https://www.sciencebase.gov/catalog/file/get/5d1a1dfbe4b0941bde6025d2?f=__disk__fd%2F2c%2F04%2Ffd2c04f71a292358b5083d397cc59215935bfe07
Mean_Distance_to_NHDPlus_Version_2_Stream_Network_Final.xml,12107,0.012107,https://www.sciencebase.gov/catalog/file/get/5d1a1dfbe4b0941bde6025d2?f=__disk__61%2F54%2Fef%2F6154ef6eefaa7e9e55742e97b90b6fa940a3c580
IMPV01_CONUS.zip,14265555,14.265554999999999,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__6f%2F8b%2F5b%2F6f8b5b94780f6d5822e21825aada2b5bb3ab2c22
IMPV12_CONUS.zip,14093487,14.093487,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__fc%2Faa%2F82%2Ffcaa82aa2e39e9a6da9882092a15d4a40e6cf039
IMPV06_CONUS.zip,14282327,14.282326999999999,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__32%2F58%2F60%2F325860916305b0201b327465c46089b32536cf32
IMPV02_CONUS.zip,14201833,14.201832999999999,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__b1%2Fc2%2Fe0%2Fb1c2e082eefbd4fee2c7e4a0a2ae1bf7cd54542e
IMPV10_CONUS.zip,14074456,14.074456,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__e9%2F2c%2F06%2Fe92c065d6a2634816907feb4698cba8674ff1f33
IMPV00_CONUS.zip,14208250,14.20825,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__44%2Ff6%2Fe0%2F44f6e065f278afec3ed053f320b3ab836be51442
IMPV11_CONUS.zip,14080616,14.080616,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__0f%2F2d%2Fc2%2F0f2dc2b86020c35009b70f143ffe22bae822b70a
IMPV03_CONUS.zip,14104674,14.104674,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__c2%2F62%2Fc2%2Fc262c2287fa182970d5a06a9b934954e5a2ceb5d
IMPV05_CONUS.zip,14254166,14.254166,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__5c%2Fab%2F7c%2F5cab7c7d6e2524ecf4b02e467ec202274b2747c9
IMPV04_CONUS.zip,14234206,14.234205999999999,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__4d%2F26%2F71%2F4d2671817a785c560eacef6f5ef17eb36408abd6
IMPV07_CONUS.zip,14362130,14.362129999999999,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__69%2F37%2F88%2F69378860315af18adb2a599ee51932740e7f1123
IMPV08_CONUS.zip,14203745,14.203745,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__f6%2F36%2Fa7%2Ff636a722e9ca58abfeaf5d614a9b6243a8acfdeb
IMPV09_CONUS.zip,14095759,14.095759,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__67%2F29%2F9c%2F67299c6956e67f252bd3d2d159618c18d6cf35bd
WRSE05_CONUS.zip,10660905,10.660905,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__78%2Fda%2Fb1%2F78dab19b7cad0d4354d68bdf5edf60940059a9c6
WRSE03_CONUS.zip,10566884,10.566884,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__01%2Ffc%2F4a%2F01fc4a772ae010730b242bc38b0e66d2ecf61b3f
WRSE02_CONUS.zip,10517970,10.51797,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__84%2F91%2F7c%2F84917cc9f0e946d070dc2271de095d1f54f69b55
WRSE08_CONUS.zip,10749776,10.749775999999999,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__66%2F44%2Fd3%2F6644d3c16482a9083fc3648998ed6ae8686f64e0
WRSE06_CONUS.zip,10702663,10.702663,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__80%2Fb6%2Fff%2F80b6ff771d453a44e8b26d188580c962b1c91464
WRSE01_CONUS.zip,10486178,10.486177999999999,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__80%2F18%2Ff5%2F8018f55ed85a7d8c0f66dfcb0d0ea7ef3c1f950d
WRSE04_CONUS.zip,10668227,10.668227,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__70%2Fed%2F83%2F70ed838585af3413e768dfe39d8f453d64c1aeb7
WRSE09_CONUS.zip,10829110,10.82911,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__a1%2F0a%2F98%2Fa10a9874428b6ab406366257f815842a1ce42675
WRSE00_CONUS.zip,10343295,10.343295,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__6e%2F95%2F7f%2F6e957faa873556b1f51f9cc3300ae9a65e7040a1
WRSE11_CONUS.zip,10491966,10.491966,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__76%2Fba%2Faa%2F76baaa946b16034ccd0ea5e49f7b278662c7708c
WRSE07_CONUS.zip,10725940,10.72594,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__16%2Fb9%2F9d%2F16b99d17113990ee8961cec3258547a3d6dca37f
WRSE12_CONUS.zip,10526065,10.526065,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__e6%2F0e%2Ff9%2Fe60ef9f29da4108495532a2f8e3cebc8c2b3e2b1
WRSE10_CONUS.zip,10349137,10.349136999999999,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__dd%2F4e%2F34%2Fdd4e3424a5c50a693dd0a482912ad0156ee59b95
NHDV2_NRI_grouped_Practices_0012_Final.xml,22844,0.022844,https://www.sciencebase.gov/catalog/file/get/5d1ceefce4b0941bde64cdea?f=__disk__fa%2F28%2F08%2Ffa2808abbb12869221d0f1bddead6b73b39014d8
TP_2012_CONUS.zip,23608211,23.608210999999997,https://www.sciencebase.gov/catalog/file/get/5cc89237e4b09b8c0b77f247?f=__disk__21%2F52%2Ff6%2F2152f60df5f070acb8c7495e54d62e96bef8c73b
Sed_2012_CONUS.zip,21907360,21.90736,https://www.sciencebase.gov/catalog/file/get/5cc89237e4b09b8c0b77f247?f=__disk__dc%2Fba%2F3f%2Fdcba3f24767aaef8d08e3dac93f684fd94d777c3
TN_2012_CONUS.zip,26256408,26.256408,https://www.sciencebase.gov/catalog/file/get/5cc89237e4b09b8c0b77f247?f=__disk__b4%2Fb6%2Fed%2Fb4b6ed62e0c93037add3aa85c452810951b19026
BMP_Scenarios_Final.xml,37410,0.03741,https://www.sciencebase.gov/catalog/file/get/5cc89237e4b09b8c0b77f247?f=__disk__e9%2F4f%2F76%2Fe94f7635cca4afa0ebf49d7b1b83555e3fca448d
attribute-descriptions.txt,2088,0.002088,https://www.sciencebase.gov/catalog/file/get/5b1583d3e4b092d9651e20e4?f=__disk__7e%2F2b%2F2a%2F7e2b2af209432321c6d23a2712fed08d91753d2d
CAT_PFARM12.csv,152300115,152.300115,https://www.sciencebase.gov/catalog/file/get/5b1583d3e4b092d9651e20e4?f=__disk__bb%2Fac%2F6f%2Fbbac6f62189dfe0070f81499f86f71ee09ee6fe9
CAT_PFARM12.dbf,305097772,305.09777199999996,https://www.sciencebase.gov/catalog/file/get/5b1583d3e4b092d9651e20e4?f=__disk__0f%2Fde%2Fa2%2F0fdea2d6c6daa809864266685569b9e8105f5b2d
pfarm12.xml,13729,0.013729,https://www.sciencebase.gov/catalog/file/get/5b1583d3e4b092d9651e20e4?f=__disk__2a%2F42%2F7e%2F2a427e9d77e4c80dfb8a39328287ed2ceb3e6848
CPRAC16_CONUS.zip,17707094,17.707093999999998,https://www.sciencebase.gov/catalog/file/get/5d76976ee4b0c4f70d01fdcb?f=__disk__8a%2Ff1%2Fa6%2F8af1a6cb7adfc5b5d02205dd6be501bcf033dd23
CPRAC7_CONUS.zip,18070019,18.070019,https://www.sciencebase.gov/catalog/file/get/5d76976ee4b0c4f70d01fdcb?f=__disk__9d%2Fb7%2Fba%2F9db7ba50362cb2dee4e2508ad66d7211d70b46aa
CPRAC1_CONUS.zip,17492487,17.492487,https://www.sciencebase.gov/catalog/file/get/5d76976ee4b0c4f70d01fdcb?f=__disk__87%2F2e%2F34%2F872e34c22b442dfd4b210c1f0aed2deeda00f08b
CPRAC4_CONUS.zip,15810179,15.810179,https://www.sciencebase.gov/catalog/file/get/5d76976ee4b0c4f70d01fdcb?f=__disk__69%2Ff5%2F12%2F69f512749b5a6a0b0657edf7468b192cbcda760f
CPRAC10_CONUS.zip,19163194,19.163194,https://www.sciencebase.gov/catalog/file/get/5d76976ee4b0c4f70d01fdcb?f=__disk__3c%2Fd8%2Fb4%2F3cd8b43894c619eda26c5c1eef4c2bd0e535d140
CPRAC13_CONUS.zip,18838930,18.838929999999998,https://www.sciencebase.gov/catalog/file/get/5d76976ee4b0c4f70d01fdcb?f=__disk__c7%2F51%2Fb2%2Fc751b2fea9e628fa5bf530566aad0437c3361b5e
CPRAC19_CONUS.zip,17221173,17.221173,https://www.sciencebase.gov/catalog/file/get/5d76976ee4b0c4f70d01fdcb?f=__disk__c4%2F6d%2F90%2Fc46d909affbe7122dd173d67ddc08aadc880c91d
NHDV2_NASS_2012_Final.xml,30264,0.030264,https://www.sciencebase.gov/catalog/file/get/5d76976ee4b0c4f70d01fdcb?f=__disk__9b%2Ff6%2Fc1%2F9bf6c1c78170e0adaf13e812b16d0acd712d2e39
STATSGO2_pH_CONUS.zip,15555539,15.555539,https://www.sciencebase.gov/catalog/file/get/584b0401e4b07e29c706de59?f=__disk__b5%2F90%2F1e%2Fb5901ef48730e51dda3693ab79537ac40b3b9c2e
Untitled.jpg,4470130,4.47013,https://www.sciencebase.gov/catalog/file/get/584b0401e4b07e29c706de59?f=__disk__53%2F3e%2F4a%2F533e4a306e3272b84a1beebe4d9756106875ef2f
NHDV2_STATSGO2_pH_Final.xml,23204,0.023204,https://www.sciencebase.gov/catalog/file/get/584b0401e4b07e29c706de59?f=__disk__9f%2Fe6%2Fcd%2F9fe6cd10d9c83faeca0326c17c14542fa502e8ea
STATSGO_LAYER_CAT_CONUS.zip,41733710,41.733709999999995,https://www.sciencebase.gov/catalog/file/get/5728decfe4b0b13d3918a9aa?f=__disk__cb%2F71%2F18%2Fcb711842be7f24ff7cb2afd05fbf108e1ab86967
STATSGO_LAYER_ACC_CONUS.zip,48251800,48.251799999999996,https://www.sciencebase.gov/catalog/file/get/5728decfe4b0b13d3918a9aa?f=__disk__f9%2F82%2F3d%2Ff9823d66ce564afe44d1d51916d527d946d2cd53
STATSGO_LAYER_TOT_CONUS.zip,47914952,47.914952,https://www.sciencebase.gov/catalog/file/get/5728decfe4b0b13d3918a9aa?f=__disk__89%2Fe0%2F7a%2F89e07af3a70fdc63e4d3c4b2223ad7f19156ce4c
NHDV2_STATSGO_LAYER_CONUS.xml,40330,0.04033,https://www.sciencebase.gov/catalog/file/get/5728decfe4b0b13d3918a9aa?f=__disk__c4%2F36%2F6f%2Fc4366f16b25a57a8ff9cf7da9ae29159f991b058
STATSGO_HYDGRP_CAT_CONUS.zip,25378846,25.378846,https://www.sciencebase.gov/catalog/file/get/5728d93be4b0b13d3918a99f?f=__disk__91%2Fc3%2F86%2F91c38644b57442476a0191c1161e29d3bd45fa1c
STATSGO_HYDGRP_ACC_CONUS.zip,30433400,30.4334,https://www.sciencebase.gov/catalog/file/get/5728d93be4b0b13d3918a99f?f=__disk__ee%2F45%2Feb%2Fee45eb45ca4a143279af810a193ce235a776b84b
STATSGO_HYDGRP_TOT_CONUS.zip,30398499,30.398498999999997,https://www.sciencebase.gov/catalog/file/get/5728d93be4b0b13d3918a99f?f=__disk__f0%2Fc6%2F81%2Ff0c681c326a164259fcc2c2e796ec607d503662a
NHDV2_STATSGO_HYDGRP_CONUS.xml,40840,0.04084,https://www.sciencebase.gov/catalog/file/get/5728d93be4b0b13d3918a99f?f=__disk__17%2F73%2F7b%2F17737b58f9faee22f6ab320ac31baebe19b4799a
SALINAVE_CONUS.zip,15520849,15.520849,https://www.sciencebase.gov/catalog/file/get/573b5ba4e4b0dae0d5e3adc2?f=__disk__d7%2F5f%2F1c%2Fd75f1cb552ec93a4f1aa3d672ea382b5db8db937
NHDV2_STATSGO_SALINAVE_CONUS.xml,22172,0.022171999999999997,https://www.sciencebase.gov/catalog/file/get/573b5ba4e4b0dae0d5e3adc2?f=__disk__28%2F0e%2F72%2F280e724710dd476eba05be8843ee4e7f2507660d
STATSGO_TEXT_TOT_CONUS.zip,20298733,20.298733,https://www.sciencebase.gov/catalog/file/get/5728dd46e4b0b13d3918a9a7?f=__disk__b0%2Fec%2F79%2Fb0ec79fbd818d7030cddad920f33bd8f7d006c2f
STATSGO_TEXT_CAT_CONUS.zip,17781205,17.781205,https://www.sciencebase.gov/catalog/file/get/5728dd46e4b0b13d3918a9a7?f=__disk__00%2F88%2Fa2%2F0088a286de62b56e312d18768047fb38c81525ea
STATSGO_TEXT_ACC_CONUS.zip,20380230,20.380229999999997,https://www.sciencebase.gov/catalog/file/get/5728dd46e4b0b13d3918a9a7?f=__disk__3f%2Faf%2F6b%2F3faf6b5c3f4f2868b24272e1978bf7b2b38b4772
NHDV2_STATSGO_TEXT_CONUS.xml,25022,0.025022,https://www.sciencebase.gov/catalog/file/get/5728dd46e4b0b13d3918a9a7?f=__disk__e3%2F78%2F78%2Fe37878d6ceefd634d7429247768b2caf9ed416ae
SSURGO_SRL_ACC_CONUS.zip,19112818,19.112818,https://www.sciencebase.gov/catalog/file/get/572900afe4b0b13d3918aa64?f=__disk__b4%2Fdf%2F13%2Fb4df13d8bf33a9424741aaa1030751f7c8c91262
SSURGO_SRL_CAT_CONUS.zip,16750751,16.750750999999998,https://www.sciencebase.gov/catalog/file/get/572900afe4b0b13d3918aa64?f=__disk__c2%2Fd2%2F32%2Fc2d2325110ed9cce6ffe9d7bf163b93adab67bf6
SSURGO_SRL_TOT_CONUS.zip,19127954,19.127954,https://www.sciencebase.gov/catalog/file/get/572900afe4b0b13d3918aa64?f=__disk__4b%2Fa7%2Fb4%2F4ba7b4afe76be7a219729d8bde6e5f2c324acacd
NHDV2_SRLAG_CONUS.xml,25788,0.025788,https://www.sciencebase.gov/catalog/file/get/572900afe4b0b13d3918aa64?f=__disk__ca%2F2d%2Fe9%2Fca2de94c06741f5dfea26b4332466ae6c3ca9896
TAV1974_CAT_CONUS.zip,46827860,46.82786,https://www.sciencebase.gov/catalog/file/get/574ddc8ce4b07e28b66901b3?f=__disk__53%2Ff8%2F02%2F53f802488f85eb9bef2cc3287a61fc83e3876d71
