COMID,COMID_WY,WaYr,ppt_Jan.wy,ppt_Feb.wy,ppt_Mar.wy,ppt_Apr.wy,ppt_May.wy,ppt_Jun.wy,ppt_Jul.wy,ppt_Aug.wy,ppt_Sep.wy,ppt_Oct.wy,ppt_Nov.wy,ppt_Dec.wy,ppt_Jan.pwy,ppt_Feb.pwy,ppt_Mar.pwy,ppt_Apr.pwy,ppt_May.pwy,ppt_Jun.pwy,ppt_Jul.pwy,ppt_Aug.pwy,ppt_Sep.pwy,tav_Jan.wy,tav_Feb.wy,tav_Mar.wy,tav_Apr.wy,tav_May.wy,tav_Jun.wy,tav_Jul.wy,tav_Aug.wy,tav_Sep.wy,tav_Oct.wy,tav_Nov.wy,tav_Dec.wy,tav_Jan.pwy,tav_Feb.pwy,tav_Mar.pwy,tav_Apr.pwy,tav_May.pwy,tav_Jun.pwy,tav_Jul.pwy,tav_Aug.pwy,tav_Sep.pwy,run_Jan.wy,run_Feb.wy,run_Mar.wy,run_Apr.wy,run_May.wy,run_Jun.wy,run_Jul.wy,run_Aug.wy,run_Sep.wy,run_Oct.wy,run_Nov.wy,run_Dec.wy,run_Jan.pwy,run_Feb.pwy,run_Mar.pwy,run_Apr.pwy,run_May.pwy,run_Jun.pwy,run_Jul.pwy,run_Aug.pwy,run_Sep.pwy,ppt_ann.wy,ppt_fall.wy,ppt_wint.wy,ppt_sprg.wy,ppt_summ.wy,ppt_ann.pwy,ppt_wint.pwy,ppt_sprg.pwy,ppt_summ.pwy,ppt_sum1,ppt_sum2,ppt_sum3,ppt_sum4,run_ann.wy,run_fall.wy,run_wint.wy,run_sprg.wy,run_summ.wy,run_ann.pwy,run_wint.pwy,run_sprg.pwy,run_summ.pwy,run_sum1,run_sum2,run_sum3,run_sum4,tav_ann.wy,tav_fall.wy,tav_wint.wy,tav_sprg.wy,tav_summ.wy,tav_ann.pwy,tav_wint.pwy,tav_sprg.pwy,tav_summ.pwy,tav_sum1,tav_sum2,tav_sum3,tav_sum4,DRAIN_SQKM,SLOPE_PCT_30M,ELEV_MEAN_M_BASIN_30M,ELEV_MIN_M_BASIN_30M,ELEV_MAX_M_BASIN_30M,ElvRng,ECO3,HLR1,HLR2,HLR3,HLR4,HLR5,HLR6,HLR7,HLR8,HLR9,HLR10,HLR11,HLR12,HLR13,HLR14,HLR15,HLR16,HLR17,HLR18,HLR19,HLR20,PPTAVG_CAT,PPTAVG_BASIN,T_AVG_CAT,T_AVG_BASIN,T_MIN_BASIN,T_MAX_BASIN,CAT_AnnMinPrecip,AnnMinPrecip,CAT_AnnMaxPrecip,AnnMaxPrecip,WD_JAN_BASIN,WD_FEB_BASIN,WD_MAR_BASIN,WD_APR_BASIN,WD_MAY_BASIN,WD_JUN_BASIN,WD_JUL_BASIN,WD_AUG_BASIN,WD_SEP_BASIN,WD_OCT_BASIN,WD_NOV_BASIN,WD_DEC_BASIN,ANN_CONS_WETDAYS,WD_BASIN,WDMIN_BASIN,WDMAX_BASIN,ET_CAT,ET,PET_CAT,PET,RH_CAT,RH_BASIN,SNOW_PCT_PRECIP,FST32F_BASIN,LST32F_BASIN,CONTACT,BFI_AVE,TOPWET,PERDUN,RFACT,PERHOR,DEPTH_WATTAB,SILTAVE,CLAYAVE,SANDAVE,HGA,HGAC,HGAD,HGB,HGBC,HGBD,HGC,HGCD,HGD,HGVAR,KFACT_UP,NO10AVE,NO200AVE,NO4AVE,OMAVE,PERMAVE,ROCKDEPAVE,BDAVE,AWCAVE,WTDEPAVE,gneiss,granitic,ultramafic,quarternary,sedimentary,volcanic,water,anorthositic,intermediate,SGEO1,SGEO2,SGEO3,SGEO4,SGEO5,SGEO6,SGEO7,SGEO8,SGEO9,SGEO10,SGEO11,SGEO12,SGEO13,SGEO14,SGEO15,SGEO16,SGEO17,SGEO18,SGEO19,SGEO20,SGEO21,SGEO22,SGEO23,SGEO24,SGEO25,SGEO26,SGEO27,SGEO28,SGEO29,SGEO30,SGEO31,SGEO32,SGEO33,SGEO34,SGEO35,SGEO36,SGEO37,SGEO38,SGEO39,SGEO40,SGEO41,SGEO42,SGEO43,SGEO44,SGEO45,KO_pct,CaO_pct,FeO_pct,MgO_pct,P_pct,S_pct,SiO_pct,UCS,Lperm,RECHARGE,pmpe,BDMAX,PMAX_WS,TMIN_WS,PERMH_WS,PMIN_WS,KRUG_RUNOFF
10000042,10000042_1950,1950,0.13,1.47,7.17,0,0.07,0,15.74,0.7,3.08,8.07,2.26,5.36,75.87,0.3,0.05,0.77,0,0,0.04,7.96,0.51,9.51,15.58,18.77,23.66,25.95,30.32,33.8,33.97,29.37,22.47,18.92,10.48,6.31,10.91,15.99,22.84,24.92,31.56,34.45,32.88,32.25,0.01,0.07,0.35,0,0,0,0.78,0.03,0.15,0.4,0.11,0.26,3.57,0.02,0,0.04,0,0,0,0.39,0.02,44.05,15.69,8.77,0.07,19.52,85.5,76.22,0.77,8.51,129.55,52.56,44.82,120.27,2.16,0.77,0.43,0,0.96,4.04,3.59,0.04,0.41,6.2,2.57,2.2,5.75,272.8,51.87,43.86,79.93,97.14,212.11,33.21,79.32,99.58,484.91,372.38,352.12,306.01,402.1335,10.86,280.68,84.46,1012.76,928.3,81,9.03,0,0,0,25.26,0,0,0,0,0,0,15.95,0,49.49,0,0,0,0.13,0,0,10.2,10.9,22.67,22.56,14.85,30.04,0.28,0.8,17,17.59,2,2,2,1,0,0,1.09,2,1,1,1,2,1.46,15.09,0,2,11.41,11.88,1364.41,1354.47,35,35.26,0,349.71,29.84,265.77,34.83,11.92,0,9.026,0,-60.59,32.91,14.24,52.85,7.36,0,0,36.35,0,0,1.33,0,56.66,0,0.15,49.42,22.63,56.97,0.34,3.66,37.25,1.39,0.08,6,0,0,0,54.38,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,65.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.42,20.14,1.46,0.13,0.1,40.56,34.8,93.89,6.38,-1245.47,1.46,18.3,4.69,4.94,0,9.7927
10000042,10000042_1951,1951,16.35,0,0.07,17.87,4.33,0,3.8,134.96,0.5,0,0,0,0.13,1.47,7.17,0,0.07,0,15.74,0.7,3.08,11.76,13.42,16.98,21.14,26.2,29.79,34.52,32.42,30.34,26.08,17.98,14.4,9.51,15.58,18.77,23.66,25.95,30.32,33.8,33.97,29.37,0.81,0,0,0.89,0.21,0,0.19,6.74,0.02,0,0,0,0.01,0.07,0.35,0,0,0,0.78,0.03,0.15,177.88,0,16.42,22.2,139.26,28.36,8.77,0.07,19.52,206.24,197.4,177.95,186.65,8.86,0,0.81,1.1,6.95,1.39,0.43,0,0.96,10.25,9.82,8.86,9.29,275.03,58.46,42.16,77.13,97.28,220.93,43.86,79.93,97.14,495.96,372.17,354.96,318.89,402.1335,10.86,280.68,84.46,1012.76,928.3,81,9.03,0,0,0,25.26,0,0,0,0,0,0,15.95,0,49.49,0,0,0,0.13,0,0,10.2,10.9,22.67,22.56,14.85,30.04,0.28,0.8,17,17.59,2,2,2,1,0,0,1.09,2,1,1,1,2,1.46,15.09,0,2,11.41,11.88,1364.41,1354.47,35,35.26,0,349.71,29.84,265.77,34.83,11.92,0,9.026,0,-60.59,32.91,14.24,52.85,7.36,0,0,36.35,0,0,1.33,0,56.66,0,0.15,49.42,22.63,56.97,0.34,3.66,37.25,1.39,0.08,6,0,0,0,54.38,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,65.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.42,20.14,1.46,0.13,0.1,40.56,34.8,93.89,6.38,-1245.47,1.46,18.3,4.69,4.94,0,9.7927
10000042,10000042_1952,1952,12.82,2.83,22.66,19.71,0,17.21,7.03,2.17,3.08,12.9,16.56,5.12,16.35,0,0.07,17.87,4.33,0,3.8,134.96,0.5,10.04,13.51,14.68,21.32,28.08,29.02,33.53,34.8,31.07,23.09,15.01,10.48,11.76,13.42,16.98,21.14,26.2,29.79,34.52,32.42,30.34,0.64,0.14,1.13,0.98,0,0.85,0.35,0.1,0.15,0.64,0.82,0.25,0.81,0,0,0.89,0.21,0,0.19,6.74,0.02,122.09,34.58,38.31,36.92,12.28,177.88,16.42,22.2,139.26,299.97,261.35,144.29,138.51,6.05,1.71,1.91,1.83,0.6,8.86,0.81,1.1,6.95,14.91,13,7.15,6.86,264.63,48.58,38.23,78.42,99.4,216.57,42.16,77.13,97.28,481.2,361.91,341.76,306.79,402.1335,10.86,280.68,84.46,1012.76,928.3,81,9.03,0,0,0,25.26,0,0,0,0,0,0,15.95,0,49.49,0,0,0,0.13,0,0,10.2,10.9,22.67,22.56,14.85,30.04,0.28,0.8,17,17.59,2,2,2,1,0,0,1.09,2,1,1,1,2,1.46,15.09,0,2,11.41,11.88,1364.41,1354.47,35,35.26,0,349.71,29.84,265.77,34.83,11.92,0,9.026,0,-60.59,32.91,14.24,52.85,7.36,0,0,36.35,0,0,1.33,0,56.66,0,0.15,49.42,22.63,56.97,0.34,3.66,37.25,1.39,0.08,6,0,0,0,54.38,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,65.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.42,20.14,1.46,0.13,0.1,40.56,34.8,93.89,6.38,-1245.47,1.46,18.3,4.69,4.94,0,9.7927
10000042,10000042_1953,1953,0.01,2.84,3.2,0,0.14,0,2.77,6.62,0,0,11.88,31.77,12.82,2.83,22.66,19.71,0,17.21,7.03,2.17,3.08,14.74,13.7,17.48,20.49,22.33,29.94,35.35,33.43,30.57,26.24,14.79,10.8,10.04,13.51,14.68,21.32,28.08,29.02,33.53,34.8,31.07,0,0.14,0.16,0,0.01,0,0.13,0.33,0,0,0.59,1.58,0.64,0.14,1.13,0.98,0,0.85,0.35,0.1,0.15,59.23,43.65,6.05,0.14,9.39,87.51,38.31,36.92,12.28,146.74,71.51,96.15,97.54,2.94,2.17,0.3,0.01,0.46,4.34,1.91,1.83,0.6,7.28,3.54,4.77,4.85,269.86,51.83,45.92,72.76,99.35,216.05,38.23,78.42,99.4,485.91,369.26,348.28,308.09,402.1335,10.86,280.68,84.46,1012.76,928.3,81,9.03,0,0,0,25.26,0,0,0,0,0,0,15.95,0,49.49,0,0,0,0.13,0,0,10.2,10.9,22.67,22.56,14.85,30.04,0.28,0.8,17,17.59,2,2,2,1,0,0,1.09,2,1,1,1,2,1.46,15.09,0,2,11.41,11.88,1364.41,1354.47,35,35.26,0,349.71,29.84,265.77,34.83,11.92,0,9.026,0,-60.59,32.91,14.24,52.85,7.36,0,0,36.35,0,0,1.33,0,56.66,0,0.15,49.42,22.63,56.97,0.34,3.66,37.25,1.39,0.08,6,0,0,0,54.38,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,65.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.42,20.14,1.46,0.13,0.1,40.56,34.8,93.89,6.38,-1245.47,1.46,18.3,4.69,4.94,0,9.7927
10000042,10000042_1954,1954,24.32,0.15,22.42,0,0,0,6.47,7.46,5,0,0.16,2.98,0.01,2.84,3.2,0,0.14,0,2.77,6.62,0,11.38,17.74,15.9,23.93,27.07,30.14,34.85,32.46,30.64,23.41,17.51,11.25,14.74,13.7,17.48,20.49,22.33,29.94,35.35,33.43,30.57,1.21,0,1.12,0,0,0,0.32,0.37,0.25,0,0,0.15,0,0.14,0.16,0,0.01,0,0.13,0.33,0,68.96,3.14,46.89,0,18.93,15.58,6.05,0.14,9.39,84.54,78.35,69.1,75.01,3.42,0.15,2.33,0,0.94,0.77,0.3,0.01,0.46,4.19,3.88,3.43,3.72,276.28,52.17,45.02,81.14,97.95,218.03,45.92,72.76,99.35,494.31,375.63,349.04,322.2,402.1335,10.86,280.68,84.46,1012.76,928.3,81,9.03,0,0,0,25.26,0,0,0,0,0,0,15.95,0,49.49,0,0,0,0.13,0,0,10.2,10.9,22.67,22.56,14.85,30.04,0.28,0.8,17,17.59,2,2,2,1,0,0,1.09,2,1,1,1,2,1.46,15.09,0,2,11.41,11.88,1364.41,1354.47,35,35.26,0,349.71,29.84,265.77,34.83,11.92,0,9.026,0,-60.59,32.91,14.24,52.85,7.36,0,0,36.35,0,0,1.33,0,56.66,0,0.15,49.42,22.63,56.97,0.34,3.66,37.25,1.39,0.08,6,0,0,0,54.38,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,65.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.42,20.14,1.46,0.13,0.1,40.56,34.8,93.89,6.38,-1245.47,1.46,18.3,4.69,4.94,0,9.7927
10000042,10000042_1955,1955,35.32,0.01,0,0.88,0,0,3.57,41.85,0,2.46,0.08,0.01,24.32,0.15,22.42,0,0,0,6.47,7.46,5,10.09,11.8,16.97,19.55,24.68,30.18,32.62,33,30.26,24.71,18.36,11.67,11.38,17.74,15.9,23.93,27.07,30.14,34.85,32.46,30.64,1.76,0,0,0.04,0,0,0.17,2.09,0,0.12,0,0,1.21,0,1.12,0,0,0,0.32,0.37,0.25,84.18,2.55,35.33,0.88,45.42,65.82,46.89,0,18.93,150,103.11,84.18,131.07,4.18,0.12,1.76,0.04,2.26,3.27,2.33,0,0.94,7.45,5.12,4.18,6.51,263.89,54.74,38.86,74.41,95.88,224.11,45.02,81.14,97.95,488,361.84,345.03,308.91,402.1335,10.86,280.68,84.46,1012.76,928.3,81,9.03,0,0,0,25.26,0,0,0,0,0,0,15.95,0,49.49,0,0,0,0.13,0,0,10.2,10.9,22.67,22.56,14.85,30.04,0.28,0.8,17,17.59,2,2,2,1,0,0,1.09,2,1,1,1,2,1.46,15.09,0,2,11.41,11.88,1364.41,1354.47,35,35.26,0,349.71,29.84,265.77,34.83,11.92,0,9.026,0,-60.59,32.91,14.24,52.85,7.36,0,0,36.35,0,0,1.33,0,56.66,0,0.15,49.42,22.63,56.97,0.34,3.66,37.25,1.39,0.08,6,0,0,0,54.38,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,65.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.42,20.14,1.46,0.13,0.1,40.56,34.8,93.89,6.38,-1245.47,1.46,18.3,4.69,4.94,0,9.7927
10000042,10000042_1956,1956,0,2.31,0,0.18,0,0,14.8,0.03,0.09,0.04,0.02,0.18,35.32,0.01,0,0.88,0,0,3.57,41.85,0,13.48,11.19,17.7,21.23,25.92,31.57,33.48,32.38,32,25.36,16.14,12.75,10.09,11.8,16.97,19.55,24.68,30.18,32.62,33,30.26,0,0.11,0,0.01,0,0,0.74,0,0,0,0,0.01,1.76,0,0,0.04,0,0,0.17,2.09,0,17.65,0.24,2.31,0.18,14.92,81.63,35.33,0.88,45.42,99.28,63.07,18.53,52.98,0.87,0.01,0.11,0.01,0.74,4.06,1.76,0.04,2.26,4.93,3.13,0.91,2.63,273.2,54.25,42.37,78.72,97.86,209.15,38.86,74.41,95.88,482.35,369.08,347.61,312.06,402.1335,10.86,280.68,84.46,1012.76,928.3,81,9.03,0,0,0,25.26,0,0,0,0,0,0,15.95,0,49.49,0,0,0,0.13,0,0,10.2,10.9,22.67,22.56,14.85,30.04,0.28,0.8,17,17.59,2,2,2,1,0,0,1.09,2,1,1,1,2,1.46,15.09,0,2,11.41,11.88,1364.41,1354.47,35,35.26,0,349.71,29.84,265.77,34.83,11.92,0,9.026,0,-60.59,32.91,14.24,52.85,7.36,0,0,36.35,0,0,1.33,0,56.66,0,0.15,49.42,22.63,56.97,0.34,3.66,37.25,1.39,0.08,6,0,0,0,54.38,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,65.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.42,20.14,1.46,0.13,0.1,40.56,34.8,93.89,6.38,-1245.47,1.46,18.3,4.69,4.94,0,9.7927
10000042,10000042_1957,1957,23.38,1,0.25,2.6,0.48,0.55,5.84,26.39,0,0.4,0,0,0,2.31,0,0.18,0,0,14.8,0.03,0.09,11.33,16.95,18.37,21.37,24.07,32.64,34.98,33.22,29.91,22.12,15.26,12.67,13.48,11.19,17.7,21.23,25.92,31.57,33.48,32.38,32,1.17,0.05,0.01,0.13,0.02,0.02,0.29,1.32,0,0.02,0,0,0,0.11,0,0.01,0,0,0.74,0,0,60.89,0.4,24.63,3.63,32.23,17.41,2.31,0.18,14.92,78.3,75.81,61.07,63.2,3.03,0.02,1.23,0.17,1.61,0.86,0.11,0.01,0.74,3.89,3.77,3.04,3.14,272.89,50.05,46.65,78.08,98.11,218.95,42.37,78.72,97.86,491.84,370.75,351.61,315.26,402.1335,10.86,280.68,84.46,1012.76,928.3,81,9.03,0,0,0,25.26,0,0,0,0,0,0,15.95,0,49.49,0,0,0,0.13,0,0,10.2,10.9,22.67,22.56,14.85,30.04,0.28,0.8,17,17.59,2,2,2,1,0,0,1.09,2,1,1,1,2,1.46,15.09,0,2,11.41,11.88,1364.41,1354.47,35,35.26,0,349.71,29.84,265.77,34.83,11.92,0,9.026,0,-60.59,32.91,14.24,52.85,7.36,0,0,36.35,0,0,1.33,0,56.66,0,0.15,49.42,22.63,56.97,0.34,3.66,37.25,1.39,0.08,6,0,0,0,54.38,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,65.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.42,20.14,1.46,0.13,0.1,40.56,34.8,93.89,6.38,-1245.47,1.46,18.3,4.69,4.94,0,9.7927
10000042,10000042_1958,1958,2.44,36.04,16.71,7.6,2.24,0.01,1.8,23.31,0.75,42.29,1.15,3.08,23.38,1,0.25,2.6,0.48,0.55,5.84,26.39,0,12.71,15.5,14.92,21.39,28.7,31.53,33.86,34.74,31.14,21.58,14.19,12.58,11.33,16.95,18.37,21.37,24.07,32.64,34.98,33.22,29.91,0.12,1.8,0.83,0.37,0.11,0,0.09,1.16,0.03,2.11,0.05,0.15,1.17,0.05,0.01,0.13,0.02,0.02,0.29,1.32,0,137.42,46.52,55.19,9.85,25.86,60.49,24.63,3.63,32.23,197.91,169.65,141.05,162.05,6.82,2.31,2.75,0.48,1.28,3.01,1.23,0.17,1.61,9.83,8.43,6.99,8.05,272.84,48.35,43.13,81.62,99.74,222.84,46.65,78.08,98.11,495.68,370.95,350.92,319.49,402.1335,10.86,280.68,84.46,1012.76,928.3,81,9.03,0,0,0,25.26,0,0,0,0,0,0,15.95,0,49.49,0,0,0,0.13,0,0,10.2,10.9,22.67,22.56,14.85,30.04,0.28,0.8,17,17.59,2,2,2,1,0,0,1.09,2,1,1,1,2,1.46,15.09,0,2,11.41,11.88,1364.41,1354.47,35,35.26,0,349.71,29.84,265.77,34.83,11.92,0,9.026,0,-60.59,32.91,14.24,52.85,7.36,0,0,36.35,0,0,1.33,0,56.66,0,0.15,49.42,22.63,56.97,0.34,3.66,37.25,1.39,0.08,6,0,0,0,54.38,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,65.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.42,20.14,1.46,0.13,0.1,40.56,34.8,93.89,6.38,-1245.47,1.46,18.3,4.69,4.94,0,9.7927
10000042,10000042_1959,1959,1.9,12.18,0,0.6,0,0.12,2.91,31.27,5.84,3.35,1.74,0,2.44,36.04,16.71,7.6,2.24,0.01,1.8,23.31,0.75,13.39,13.09,19.09,24.11,25.43,32.93,35.84,33.18,29.28,25.74,16.34,14.03,12.71,15.5,14.92,21.39,28.7,31.53,33.86,34.74,31.14,0.09,0.61,0,0.03,0,0,0.14,1.56,0.29,0.16,0.08,0,0.12,1.8,0.83,0.37,0.11,0,0.09,1.16,0.03,59.91,5.09,14.08,0.72,40.02,90.9,55.19,9.85,25.86,150.81,85.77,69.76,115.1,2.96,0.24,0.7,0.03,1.99,4.51,2.75,0.48,1.28,7.47,4.24,3.44,5.71,282.45,56.11,45.57,82.47,98.3,224.49,43.13,81.62,99.74,506.94,382.19,364.07,325.58,402.1335,10.86,280.68,84.46,1012.76,928.3,81,9.03,0,0,0,25.26,0,0,0,0,0,0,15.95,0,49.49,0,0,0,0.13,0,0,10.2,10.9,22.67,22.56,14.85,30.04,0.28,0.8,17,17.59,2,2,2,1,0,0,1.09,2,1,1,1,2,1.46,15.09,0,2,11.41,11.88,1364.41,1354.47,35,35.26,0,349.71,29.84,265.77,34.83,11.92,0,9.026,0,-60.59,32.91,14.24,52.85,7.36,0,0,36.35,0,0,1.33,0,56.66,0,0.15,49.42,22.63,56.97,0.34,3.66,37.25,1.39,0.08,6,0,0,0,54.38,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.51,0,0,0,0,0,0,0,0,65.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.42,20.14,1.46,0.13,0.1,40.56,34.8,93.89,6.38,-1245.47,1.46,18.3,4.69,4.94,0,9.7927
